session_id,clinic_code,practitioner_id,session_date,start_time,end_time,slot_minutes,slots_offered,sessional_cost_zar
SE-406506,LUM-BFN,PR-3030,2025-06-23,08:00,17:00,30,18,2885
SE-406507,LUM-BFN,PR-3031,2025-06-23,08:00,17:00,30,18,3256
SE-406508,LUM-BFN,PR-3032,2025-06-23,08:00,17:00,30,18,2779
SE-406509,LUM-SAN,PR-3001,2025-06-24,08:00,17:00,20,27,4207
SE-406510,LUM-SAN,PR-3002,2025-06-24,08:00,17:00,30,18,5987
SE-406511,LUM-SAN,PR-3003,2025-06-24,08:00,17:00,20,27,3679
SE-406512,LUM-SAN,PR-3004,2025-06-24,08:00,17:00,20,27,4117
SE-406513,LUM-SAN,PR-3005,2025-06-24,08:00,17:00,20,27,4234
SE-406514,LUM-SAN,PR-3006,2025-06-24,08:00,17:00,30,18,3134
SE-406515,LUM-SAN,PR-3007,2025-06-24,08:00,17:00,45,12,6711
SE-406516,LUM-PTA,PR-3008,2025-06-24,08:00,17:00,20,27,3803
SE-406517,LUM-PTA,PR-3009,2025-06-24,08:00,17:00,25,21,8221
SE-406518,LUM-PTA,PR-3010,2025-06-24,08:00,17:00,30,18,5602
SE-406519,LUM-PTA,PR-3011,2025-06-24,08:00,17:00,20,27,4519
SE-406520,LUM-PTA,PR-3012,2025-06-24,08:00,17:00,20,27,4073
SE-406521,LUM-UMH,PR-3014,2025-06-24,08:00,17:00,20,27,3616
SE-406522,LUM-UMH,PR-3015,24/06/2025,08:00,17:00,30,18,4817
SE-406523,LUM-UMH,PR-3016,24/06/2025,08:00,17:00,30,18,3166
SE-406524,LUM-UMH,PR-3018,2025-06-24,08:00,17:00,20,27,3765
SE-406525,LUM-CLR,PR-3019,2025-06-24,08:00,17:00,20,27,4416
SE-406526,LUM-CLR,PR-3020,2025-06-24,08:00,17:00,30,18,3302
SE-406527,LUM-CLR,PR-3021,2025-06-24,08:00,17:00,20,27,4210
SE-406528,LUM-CLR,PR-3022,2025-06-24,08:00,17:00,20,27,4199
SE-406529,LUM-CLR,PR-3023,2025-06-24,08:00,17:00,20,27,3940
SE-406530,LUM-GQE,PR-3025,2025-06-24,08:00,17:00,20,27,3480
SE-406531,LUM-GQE,PR-3026,2025-06-24,08:00,17:00,20,27,4421
SE-406532,LUM-GQE,PR-3027,24/06/2025,08:00,17:00,30,18,5152
SE-406533,LUM-GQE,PR-3028,2025-06-24,08:00,17:00,20,27,4210
SE-406534,LUM-BFN,PR-3029,2025-06-24,08:00,17:00,30,18,4817
SE-406535,LUM-BFN,PR-3030,2025-06-24,08:00,17:00,30,18,2885
SE-406536,LUM-BFN,PR-3031,24/06/2025,08:00,17:00,30,18,3256
SE-406537,LUM-BFN,PR-3032,2025-06-24,08:00,17:00,30,18,2779
SE-406538,LUM-SAN,PR-3002,2025-06-25,08:00,17:00,30,18,5987
SE-406539,LUM-SAN,PR-3003,2025-06-25,08:00,17:00,20,27,3679
SE-406540,LUM-SAN,PR-3004,2025-06-25,08:00,17:00,20,27,4117
SE-406541,LUM-SAN,PR-3005,2025-06-25,08:00,17:00,20,27,4234
SE-406542,LUM-SAN,PR-3006,2025-06-25,08:00,17:00,30,18,3134
SE-406543,LUM-SAN,PR-3007,2025-06-25,08:00,17:00,45,12,6711
SE-406544,LUM-PTA,PR-3008,25/06/2025,08:00,17:00,20,27,3803
SE-406545,LUM-PTA,PR-3009,25/06/2025,08:00,17:00,25,21,8221
SE-406546,LUM-PTA,PR-3010,25/06/2025,08:00,17:00,30,18,5602
SE-406547,LUM-PTA,PR-3011,2025-06-25,08:00,17:00,20,27,4519
SE-406548,LUM-PTA,PR-3012,2025-06-25,08:00,17:00,20,27,4073
SE-406549,LUM-PTA,PR-3013,2025-06-25,08:00,17:00,30,18,5678
SE-406550,LUM-UMH,PR-3014,2025-06-25,08:00,17:00,20,27,3616
SE-406551,LUM-UMH,PR-3016,2025-06-25,08:00,17:00,30,18,3166
SE-406552,LUM-UMH,PR-3017,2025-06-25,08:00,17:00,25,21,7465
SE-406553,LUM-UMH,PR-3018,25/06/2025,08:00,17:00,20,27,3765
SE-406554,LUM-CLR,PR-3019,2025-06-25,08:00,17:00,20,27,4416
SE-406555,LUM-CLR,PR-3021,2025-06-25,08:00,17:00,20,27,4210
SE-406556,LUM-CLR,PR-3022,2025-06-25,08:00,17:00,20,27,4199
SE-406557,LUM-CLR,PR-3023,2025-06-25,08:00,17:00,20,27,3940
SE-406558,LUM-CLR,PR-3024,25/06/2025,08:00,17:00,20,27,4215
SE-406559,LUM-GQE,PR-3025,25/06/2025,08:00,17:00,20,27,3480
SE-406560,LUM-GQE,PR-3026,2025-06-25,08:00,17:00,20,27,4421
SE-406561,LUM-GQE,PR-3027,25/06/2025,08:00,17:00,30,18,5152
SE-406562,LUM-BFN,PR-3029,2025-06-25,08:00,17:00,30,18,4817
SE-406563,LUM-BFN,PR-3030,25/06/2025,08:00,17:00,30,18,2885
SE-406564,LUM-BFN,PR-3031,2025-06-25,08:00,17:00,30,18,3256
SE-406565,LUM-BFN,PR-3032,2025-06-25,08:00,17:00,30,18,2779
SE-406566,LUM-SAN,PR-3001,2025-06-26,08:00,17:00,20,27,4207
SE-406567,LUM-SAN,PR-3002,2025-06-26,08:00,17:00,30,18,5987
SE-406568,LUM-SAN,PR-3003,2025-06-26,08:00,17:00,20,27,3679
SE-406569,LUM-SAN,PR-3004,2025-06-26,08:00,17:00,20,27,4117
SE-406570,LUM-SAN,PR-3005,2025-06-26,08:00,17:00,20,27,4234
SE-406571,LUM-SAN,PR-3006,2025-06-26,08:00,17:00,30,18,3134
SE-406572,LUM-SAN,PR-3007,2025-06-26,08:00,17:00,45,12,6711
SE-406573,LUM-PTA,PR-3008,2025-06-26,08:00,17:00,20,27,3803
SE-406574,LUM-PTA,PR-3009,2025-06-26,08:00,17:00,25,21,8221
SE-406575,LUM-PTA,PR-3010,2025-06-26,08:00,17:00,30,18,5602
SE-406576,LUM-PTA,PR-3011,2025-06-26,08:00,17:00,20,27,4519
SE-406577,LUM-UMH,PR-3014,2025-06-26,08:00,17:00,20,27,3616
SE-406578,LUM-UMH,PR-3015,2025-06-26,08:00,17:00,30,18,4817
SE-406579,LUM-UMH,PR-3016,2025-06-26,08:00,17:00,30,18,3166
SE-406580,LUM-UMH,PR-3017,2025-06-26,08:00,17:00,25,21,7465
SE-406581,LUM-UMH,PR-3018,2025-06-26,08:00,17:00,20,27,3765
SE-406582,LUM-CLR,PR-3019,2025-06-26,08:00,17:00,20,27,4416
SE-406583,LUM-CLR,PR-3020,2025-06-26,08:00,17:00,30,18,3302
SE-406584,LUM-CLR,PR-3021,2025-06-26,08:00,17:00,20,27,4210
SE-406585,LUM-CLR,PR-3022,2025-06-26,08:00,17:00,20,27,4199
SE-406586,LUM-CLR,PR-3023,26/06/2025,08:00,17:00,20,27,3940
SE-406587,LUM-CLR,PR-3024,2025-06-26,08:00,17:00,20,27,4215
SE-406588,LUM-GQE,PR-3026,26/06/2025,08:00,17:00,20,27,4421
SE-406589,LUM-GQE,PR-3027,2025-06-26,08:00,17:00,30,18,5152
SE-406590,LUM-GQE,PR-3028,2025-06-26,08:00,17:00,20,27,4210
SE-406591,LUM-BFN,PR-3029,2025-06-26,08:00,17:00,30,18,4817
SE-406592,LUM-BFN,PR-3030,2025-06-26,08:00,17:00,30,18,2885
SE-406593,LUM-BFN,PR-3031,2025-06-26,08:00,17:00,30,18,3256
SE-406594,LUM-BFN,PR-3032,2025-06-26,08:00,17:00,30,18,2779
SE-406595,LUM-SAN,PR-3001,2025-06-27,08:00,17:00,20,27,4207
SE-406596,LUM-SAN,PR-3002,2025-06-27,08:00,17:00,30,18,5987
SE-406597,LUM-SAN,PR-3003,27/06/2025,08:00,17:00,20,27,3679
SE-406598,LUM-SAN,PR-3005,2025-06-27,08:00,17:00,20,27,4234
SE-406599,LUM-SAN,PR-3006,2025-06-27,08:00,17:00,30,18,3134
SE-406600,LUM-SAN,PR-3007,2025-06-27,08:00,17:00,45,12,6711
SE-406601,LUM-PTA,PR-3008,2025-06-27,08:00,17:00,20,27,3803
SE-406602,LUM-PTA,PR-3009,2025-06-27,08:00,17:00,25,21,8221
SE-406603,LUM-PTA,PR-3010,2025-06-27,08:00,17:00,30,18,5602
SE-406604,LUM-PTA,PR-3011,2025-06-27,08:00,17:00,20,27,4519
SE-406605,LUM-PTA,PR-3012,2025-06-27,08:00,17:00,20,27,4073
SE-406606,LUM-UMH,PR-3014,2025-06-27,08:00,17:00,20,27,3616
SE-406607,LUM-UMH,PR-3015,2025-06-27,08:00,17:00,30,18,4817
SE-406608,LUM-UMH,PR-3016,2025-06-27,08:00,17:00,30,18,3166
SE-406609,LUM-UMH,PR-3017,2025-06-27,08:00,17:00,25,21,7465
SE-406610,LUM-UMH,PR-3018,27/06/2025,08:00,17:00,20,27,3765
SE-406611,LUM-CLR,PR-3019,2025-06-27,08:00,17:00,20,27,4416
SE-406612,LUM-CLR,PR-3020,2025-06-27,08:00,17:00,30,18,3302
SE-406613,LUM-CLR,PR-3021,2025-06-27,08:00,17:00,20,27,4210
SE-406614,LUM-CLR,PR-3022,2025-06-27,08:00,17:00,20,27,4199
SE-406615,LUM-CLR,PR-3024,27/06/2025,08:00,17:00,20,27,4215
SE-406616,LUM-GQE,PR-3025,2025-06-27,08:00,17:00,20,27,3480
SE-406617,LUM-GQE,PR-3026,2025-06-27,08:00,17:00,20,27,4421
SE-406618,LUM-GQE,PR-3027,2025-06-27,08:00,17:00,30,18,5152
SE-406619,LUM-GQE,PR-3028,2025-06-27,08:00,17:00,20,27,4210
SE-406620,LUM-BFN,PR-3029,27/06/2025,08:00,17:00,30,18,4817
SE-406621,LUM-BFN,PR-3030,27/06/2025,08:00,17:00,30,18,2885
SE-406622,LUM-BFN,PR-3031,27/06/2025,08:00,17:00,30,18,3256
SE-406623,LUM-BFN,PR-3032,27/06/2025,08:00,17:00,30,18,2779
SE-406624,LUM-SAN,PR-3005,2025-06-28,08:00,13:00,20,15,2352.22
SE-406625,LUM-SAN,PR-3006,2025-06-28,08:00,13:00,30,10,1741.11
SE-406626,LUM-PTA,PR-3009,2025-06-28,08:00,13:00,25,12,4567.22
SE-406627,LUM-PTA,PR-3011,2025-06-28,08:00,13:00,20,15,2510.56
SE-406628,LUM-PTA,PR-3012,2025-06-28,08:00,13:00,20,15,2262.78
SE-406629,LUM-UMH,PR-3018,2025-06-28,08:00,13:00,20,15,2091.67
SE-406630,LUM-CLR,PR-3019,2025-06-28,08:00,13:00,20,15,2453.33
SE-406631,LUM-BFN,PR-3029,2025-06-28,08:00,13:00,30,10,2676.11
SE-406632,LUM-BFN,PR-3031,2025-06-28,08:00,13:00,30,10,1808.89
SE-406633,LUM-SAN,PR-3001,2025-06-30,08:00,17:00,20,27,4207
SE-406634,LUM-SAN,PR-3002,30/06/2025,08:00,17:00,30,18,5987
SE-406635,LUM-SAN,PR-3003,2025-06-30,08:00,17:00,20,27,3679
SE-406636,LUM-SAN,PR-3004,2025-06-30,08:00,17:00,20,27,4117
SE-406637,LUM-SAN,PR-3005,2025-06-30,08:00,17:00,20,27,4234
SE-406638,LUM-SAN,PR-3006,2025-06-30,08:00,17:00,30,18,3134
SE-406639,LUM-SAN,PR-3007,2025-06-30,08:00,17:00,45,12,6711
SE-406640,LUM-PTA,PR-3008,30/06/2025,08:00,17:00,20,27,3803
SE-406641,LUM-PTA,PR-3009,2025-06-30,08:00,17:00,25,21,8221
SE-406642,LUM-PTA,PR-3010,30/06/2025,08:00,17:00,30,18,5602
SE-406643,LUM-PTA,PR-3011,2025-06-30,08:00,17:00,20,27,4519
SE-406644,LUM-PTA,PR-3012,30/06/2025,08:00,17:00,20,27,4073
SE-406645,LUM-PTA,PR-3013,30/06/2025,08:00,17:00,30,18,5678
SE-406646,LUM-UMH,PR-3014,2025-06-30,08:00,17:00,20,27,3616
SE-406647,LUM-UMH,PR-3015,2025-06-30,08:00,17:00,30,18,4817
SE-406648,LUM-UMH,PR-3016,2025-06-30,08:00,17:00,30,18,3166
SE-406649,LUM-UMH,PR-3017,2025-06-30,08:00,17:00,25,21,7465
SE-406650,LUM-UMH,PR-3018,2025-06-30,08:00,17:00,20,27,3765
SE-406651,LUM-CLR,PR-3019,2025-06-30,08:00,17:00,20,27,4416
SE-406652,LUM-CLR,PR-3020,2025-06-30,08:00,17:00,30,18,3302
SE-406653,LUM-CLR,PR-3021,2025-06-30,08:00,17:00,20,27,4210
SE-406654,LUM-CLR,PR-3022,2025-06-30,08:00,17:00,20,27,4199
SE-406655,LUM-CLR,PR-3023,30/06/2025,08:00,17:00,20,27,3940
SE-406656,LUM-CLR,PR-3024,2025-06-30,08:00,17:00,20,27,4215
SE-406657,LUM-GQE,PR-3025,2025-06-30,08:00,17:00,20,27,3480
SE-406658,LUM-GQE,PR-3026,2025-06-30,08:00,17:00,20,27,4421
SE-406659,LUM-GQE,PR-3027,2025-06-30,08:00,17:00,30,18,5152
SE-406660,LUM-GQE,PR-3028,2025-06-30,08:00,17:00,20,27,4210
SE-406661,LUM-BFN,PR-3029,2025-06-30,08:00,17:00,30,18,4817
SE-406662,LUM-BFN,PR-3030,2025-06-30,08:00,17:00,30,18,2885
SE-406663,LUM-BFN,PR-3031,2025-06-30,08:00,17:00,30,18,3256
SE-406664,LUM-BFN,PR-3032,30/06/2025,08:00,17:00,30,18,2779
SE-406665,LUM-SAN,PR-3002,2025-07-01,08:00,17:00,30,18,5987
SE-406666,LUM-SAN,PR-3003,2025-07-01,08:00,17:00,20,27,3679
SE-406667,LUM-SAN,PR-3004,2025-07-01,08:00,17:00,20,27,4117
SE-406668,LUM-SAN,PR-3005,2025-07-01,08:00,17:00,20,27,4234
SE-406669,LUM-SAN,PR-3006,2025-07-01,08:00,17:00,30,18,3134
SE-406670,LUM-SAN,PR-3007,2025-07-01,08:00,17:00,45,12,6711
SE-406671,LUM-PTA,PR-3008,2025-07-01,08:00,17:00,20,27,3803
SE-406672,LUM-PTA,PR-3009,2025-07-01,08:00,17:00,25,21,8221
SE-406673,LUM-PTA,PR-3011,2025-07-01,08:00,17:00,20,27,4519
SE-406674,LUM-PTA,PR-3012,01/07/2025,08:00,17:00,20,27,4073
SE-406675,LUM-PTA,PR-3013,2025-07-01,08:00,17:00,30,18,5678
SE-406676,LUM-UMH,PR-3014,2025-07-01,08:00,17:00,20,27,3616
SE-406677,LUM-UMH,PR-3015,01/07/2025,08:00,17:00,30,18,4817
SE-406678,LUM-UMH,PR-3016,01/07/2025,08:00,17:00,30,18,3166
SE-406679,LUM-UMH,PR-3017,2025-07-01,08:00,17:00,25,21,7465
SE-406680,LUM-UMH,PR-3018,2025-07-01,08:00,17:00,20,27,3765
SE-406681,LUM-CLR,PR-3019,2025-07-01,08:00,17:00,20,27,4416
SE-406682,LUM-CLR,PR-3020,01/07/2025,08:00,17:00,30,18,3302
SE-406683,LUM-CLR,PR-3021,01/07/2025,08:00,17:00,20,27,4210
SE-406684,LUM-CLR,PR-3022,2025-07-01,08:00,17:00,20,27,4199
SE-406685,LUM-CLR,PR-3023,01/07/2025,08:00,17:00,20,27,3940
SE-406686,LUM-CLR,PR-3024,2025-07-01,08:00,17:00,20,27,4215
SE-406687,LUM-GQE,PR-3025,2025-07-01,08:00,17:00,20,27,3480
SE-406688,LUM-GQE,PR-3026,01/07/2025,08:00,17:00,20,27,4421
SE-406689,LUM-GQE,PR-3027,2025-07-01,08:00,17:00,30,18,5152
SE-406690,LUM-GQE,PR-3028,2025-07-01,08:00,17:00,20,27,4210
SE-406691,LUM-BFN,PR-3029,01/07/2025,08:00,17:00,30,18,4817
SE-406692,LUM-BFN,PR-3030,01/07/2025,08:00,17:00,30,18,2885
SE-406693,LUM-BFN,PR-3031,2025-07-01,08:00,17:00,30,18,3256
SE-406694,LUM-BFN,PR-3032,01/07/2025,08:00,17:00,30,18,2779
SE-406695,LUM-SAN,PR-3001,2025-07-02,08:00,17:00,20,27,4207
SE-406696,LUM-SAN,PR-3002,02/07/2025,08:00,17:00,30,18,5987
SE-406697,LUM-SAN,PR-3003,2025-07-02,08:00,17:00,20,27,3679
SE-406698,LUM-SAN,PR-3004,2025-07-02,08:00,17:00,20,27,4117
SE-406699,LUM-SAN,PR-3005,2025-07-02,08:00,17:00,20,27,4234
SE-406700,LUM-SAN,PR-3006,2025-07-02,08:00,17:00,30,18,3134
SE-406701,LUM-SAN,PR-3007,2025-07-02,08:00,17:00,45,12,6711
SE-406702,LUM-PTA,PR-3008,2025-07-02,08:00,17:00,20,27,3803
SE-406703,LUM-PTA,PR-3010,2025-07-02,08:00,17:00,30,18,5602
SE-406704,LUM-PTA,PR-3011,2025-07-02,08:00,17:00,20,27,4519
SE-406705,LUM-PTA,PR-3012,02/07/2025,08:00,17:00,20,27,4073
SE-406706,LUM-PTA,PR-3013,02/07/2025,08:00,17:00,30,18,5678
SE-406707,LUM-UMH,PR-3014,2025-07-02,08:00,17:00,20,27,3616
SE-406708,LUM-UMH,PR-3015,2025-07-02,08:00,17:00,30,18,4817
SE-406709,LUM-UMH,PR-3016,2025-07-02,08:00,17:00,30,18,3166
SE-406710,LUM-UMH,PR-3017,02/07/2025,08:00,17:00,25,21,7465
SE-406711,LUM-UMH,PR-3018,2025-07-02,08:00,17:00,20,27,3765
SE-406712,LUM-CLR,PR-3019,02/07/2025,08:00,17:00,20,27,4416
SE-406713,LUM-CLR,PR-3020,2025-07-02,08:00,17:00,30,18,3302
SE-406714,LUM-CLR,PR-3021,2025-07-02,08:00,17:00,20,27,4210
SE-406715,LUM-CLR,PR-3023,2025-07-02,08:00,17:00,20,27,3940
SE-406716,LUM-CLR,PR-3024,2025-07-02,08:00,17:00,20,27,4215
SE-406717,LUM-GQE,PR-3025,2025-07-02,08:00,17:00,20,27,3480
SE-406718,LUM-GQE,PR-3026,2025-07-02,08:00,17:00,20,27,4421
SE-406719,LUM-GQE,PR-3027,02/07/2025,08:00,17:00,30,18,5152
SE-406720,LUM-GQE,PR-3028,02/07/2025,08:00,17:00,20,27,4210
SE-406721,LUM-BFN,PR-3029,02/07/2025,08:00,17:00,30,18,4817
SE-406722,LUM-BFN,PR-3030,2025-07-02,08:00,17:00,30,18,2885
SE-406723,LUM-BFN,PR-3031,2025-07-02,08:00,17:00,30,18,3256
SE-406724,LUM-BFN,PR-3032,02/07/2025,08:00,17:00,30,18,2779
SE-406725,LUM-SAN,PR-3001,2025-07-03,08:00,17:00,20,27,4207
SE-406726,LUM-SAN,PR-3002,2025-07-03,08:00,17:00,30,18,5987
SE-406727,LUM-SAN,PR-3004,03/07/2025,08:00,17:00,20,27,4117
SE-406728,LUM-SAN,PR-3005,03/07/2025,08:00,17:00,20,27,4234
SE-406729,LUM-SAN,PR-3006,03/07/2025,08:00,17:00,30,18,3134
SE-406730,LUM-SAN,PR-3007,2025-07-03,08:00,17:00,45,12,6711
SE-406731,LUM-PTA,PR-3008,2025-07-03,08:00,17:00,20,27,3803
SE-406732,LUM-PTA,PR-3009,2025-07-03,08:00,17:00,25,21,8221
SE-406733,LUM-PTA,PR-3010,03/07/2025,08:00,17:00,30,18,5602
SE-406734,LUM-PTA,PR-3011,03/07/2025,08:00,17:00,20,27,4519
SE-406735,LUM-PTA,PR-3012,2025-07-03,08:00,17:00,20,27,4073
SE-406736,LUM-PTA,PR-3013,2025-07-03,08:00,17:00,30,18,5678
SE-406737,LUM-UMH,PR-3014,03/07/2025,08:00,17:00,20,27,3616
SE-406738,LUM-UMH,PR-3015,03/07/2025,08:00,17:00,30,18,4817
SE-406739,LUM-UMH,PR-3016,2025-07-03,08:00,17:00,30,18,3166
SE-406740,LUM-UMH,PR-3017,2025-07-03,08:00,17:00,25,21,7465
SE-406741,LUM-CLR,PR-3019,2025-07-03,08:00,17:00,20,27,4416
SE-406742,LUM-CLR,PR-3020,2025-07-03,08:00,17:00,30,18,3302
SE-406743,LUM-CLR,PR-3021,2025-07-03,08:00,17:00,20,27,4210
SE-406744,LUM-CLR,PR-3022,2025-07-03,08:00,17:00,20,27,4199
SE-406745,LUM-CLR,PR-3023,2025-07-03,08:00,17:00,20,27,3940
SE-406746,LUM-CLR,PR-3024,03/07/2025,08:00,17:00,20,27,4215
SE-406747,LUM-GQE,PR-3025,2025-07-03,08:00,17:00,20,27,3480
SE-406748,LUM-GQE,PR-3026,2025-07-03,08:00,17:00,20,27,4421
SE-406749,LUM-GQE,PR-3027,2025-07-03,08:00,17:00,30,18,5152
SE-406750,LUM-GQE,PR-3028,2025-07-03,08:00,17:00,20,27,4210
SE-406751,LUM-BFN,PR-3029,2025-07-03,08:00,17:00,30,18,4817
SE-406752,LUM-BFN,PR-3030,2025-07-03,08:00,17:00,30,18,2885
SE-406753,LUM-BFN,PR-3032,2025-07-03,08:00,17:00,30,18,2779
SE-406754,LUM-SAN,PR-3002,2025-07-04,08:00,17:00,30,18,5987
SE-406755,LUM-SAN,PR-3003,04/07/2025,08:00,17:00,20,27,3679
SE-406756,LUM-SAN,PR-3005,04/07/2025,08:00,17:00,20,27,4234
SE-406757,LUM-SAN,PR-3006,2025-07-04,08:00,17:00,30,18,3134
SE-406758,LUM-SAN,PR-3007,2025-07-04,08:00,17:00,45,12,6711
SE-406759,LUM-PTA,PR-3008,2025-07-04,08:00,17:00,20,27,3803
SE-406760,LUM-PTA,PR-3009,2025-07-04,08:00,17:00,25,21,8221
SE-406761,LUM-PTA,PR-3010,2025-07-04,08:00,17:00,30,18,5602
SE-406762,LUM-PTA,PR-3012,2025-07-04,08:00,17:00,20,27,4073
SE-406763,LUM-UMH,PR-3014,2025-07-04,08:00,17:00,20,27,3616
SE-406764,LUM-UMH,PR-3015,04/07/2025,08:00,17:00,30,18,4817
SE-406765,LUM-UMH,PR-3016,2025-07-04,08:00,17:00,30,18,3166
SE-406766,LUM-UMH,PR-3017,2025-07-04,08:00,17:00,25,21,7465
SE-406767,LUM-UMH,PR-3018,2025-07-04,08:00,17:00,20,27,3765
SE-406768,LUM-CLR,PR-3019,04/07/2025,08:00,17:00,20,27,4416
SE-406769,LUM-CLR,PR-3020,04/07/2025,08:00,17:00,30,18,3302
SE-406770,LUM-CLR,PR-3021,04/07/2025,08:00,17:00,20,27,4210
SE-406771,LUM-CLR,PR-3022,2025-07-04,08:00,17:00,20,27,4199
SE-406772,LUM-CLR,PR-3024,2025-07-04,08:00,17:00,20,27,4215
SE-406773,LUM-GQE,PR-3025,2025-07-04,08:00,17:00,20,27,3480
SE-406774,LUM-GQE,PR-3028,2025-07-04,08:00,17:00,20,27,4210
SE-406775,LUM-BFN,PR-3029,2025-07-04,08:00,17:00,30,18,4817
SE-406776,LUM-BFN,PR-3030,2025-07-04,08:00,17:00,30,18,2885
SE-406777,LUM-BFN,PR-3031,2025-07-04,08:00,17:00,30,18,3256
SE-406778,LUM-BFN,PR-3032,2025-07-04,08:00,17:00,30,18,2779
SE-406779,LUM-SAN,PR-3002,2025-07-05,08:00,13:00,30,10,3326.11
SE-406780,LUM-SAN,PR-3003,05/07/2025,08:00,13:00,20,15,2043.89
SE-406781,LUM-PTA,PR-3008,2025-07-05,08:00,13:00,20,15,2112.78
SE-406782,LUM-PTA,PR-3011,2025-07-05,08:00,13:00,20,15,2510.56
SE-406783,LUM-UMH,PR-3014,2025-07-05,08:00,13:00,20,15,2008.89
SE-406784,LUM-UMH,PR-3015,2025-07-05,08:00,13:00,30,10,2676.11
SE-406785,LUM-UMH,PR-3016,2025-07-05,08:00,13:00,30,10,1758.89
SE-406786,LUM-UMH,PR-3017,2025-07-05,08:00,13:00,25,12,4147.22
SE-406787,LUM-CLR,PR-3023,2025-07-05,08:00,13:00,20,15,2188.89
SE-406788,LUM-CLR,PR-3024,05/07/2025,08:00,13:00,20,15,2341.67
SE-406789,LUM-GQE,PR-3025,2025-07-05,08:00,13:00,20,15,1933.33
SE-406790,LUM-BFN,PR-3030,2025-07-05,08:00,13:00,30,10,1602.78
SE-406791,LUM-SAN,PR-3001,2025-07-07,08:00,17:00,20,27,4207
SE-406792,LUM-SAN,PR-3002,2025-07-07,08:00,17:00,30,18,5987
SE-406793,LUM-SAN,PR-3003,2025-07-07,08:00,17:00,20,27,3679
SE-406794,LUM-SAN,PR-3004,2025-07-07,08:00,17:00,20,27,4117
SE-406795,LUM-SAN,PR-3005,2025-07-07,08:00,17:00,20,27,4234
SE-406796,LUM-SAN,PR-3006,07/07/2025,08:00,17:00,30,18,3134
SE-406797,LUM-SAN,PR-3007,2025-07-07,08:00,17:00,45,12,6711
SE-406798,LUM-PTA,PR-3008,07/07/2025,08:00,17:00,20,27,3803
SE-406799,LUM-PTA,PR-3009,07/07/2025,08:00,17:00,25,21,8221
SE-406800,LUM-PTA,PR-3010,2025-07-07,08:00,17:00,30,18,5602
SE-406801,LUM-PTA,PR-3011,2025-07-07,08:00,17:00,20,27,4519
SE-406802,LUM-PTA,PR-3012,2025-07-07,08:00,17:00,20,27,4073
SE-406803,LUM-PTA,PR-3013,07/07/2025,08:00,17:00,30,18,5678
SE-406804,LUM-UMH,PR-3014,2025-07-07,08:00,17:00,20,27,3616
SE-406805,LUM-UMH,PR-3015,2025-07-07,08:00,17:00,30,18,4817
SE-406806,LUM-UMH,PR-3016,07/07/2025,08:00,17:00,30,18,3166
SE-406807,LUM-UMH,PR-3017,07/07/2025,08:00,17:00,25,21,7465
SE-406808,LUM-CLR,PR-3019,2025-07-07,08:00,17:00,20,27,4416
SE-406809,LUM-CLR,PR-3020,2025-07-07,08:00,17:00,30,18,3302
SE-406810,LUM-CLR,PR-3021,2025-07-07,08:00,17:00,20,27,4210
SE-406811,LUM-CLR,PR-3022,2025-07-07,08:00,17:00,20,27,4199
SE-406812,LUM-CLR,PR-3023,2025-07-07,08:00,17:00,20,27,3940
SE-406813,LUM-CLR,PR-3024,2025-07-07,08:00,17:00,20,27,4215
SE-406814,LUM-GQE,PR-3025,2025-07-07,08:00,17:00,20,27,3480
SE-406815,LUM-GQE,PR-3026,07/07/2025,08:00,17:00,20,27,4421
SE-406816,LUM-GQE,PR-3027,2025-07-07,08:00,17:00,30,18,5152
SE-406817,LUM-GQE,PR-3028,2025-07-07,08:00,17:00,20,27,4210
SE-406818,LUM-BFN,PR-3029,07/07/2025,08:00,17:00,30,18,4817
SE-406819,LUM-BFN,PR-3030,2025-07-07,08:00,17:00,30,18,2885
SE-406820,LUM-BFN,PR-3031,2025-07-07,08:00,17:00,30,18,3256
SE-406821,LUM-BFN,PR-3032,2025-07-07,08:00,17:00,30,18,2779
SE-406822,LUM-SAN,PR-3001,2025-07-08,08:00,17:00,20,27,4207
SE-406823,LUM-SAN,PR-3002,08/07/2025,08:00,17:00,30,18,5987
SE-406824,LUM-SAN,PR-3003,2025-07-08,08:00,17:00,20,27,3679
SE-406825,LUM-SAN,PR-3004,2025-07-08,08:00,17:00,20,27,4117
SE-406826,LUM-SAN,PR-3005,2025-07-08,08:00,17:00,20,27,4234
SE-406827,LUM-SAN,PR-3006,2025-07-08,08:00,17:00,30,18,3134
SE-406828,LUM-SAN,PR-3007,2025-07-08,08:00,17:00,45,12,6711
SE-406829,LUM-PTA,PR-3008,2025-07-08,08:00,17:00,20,27,3803
SE-406830,LUM-PTA,PR-3009,08/07/2025,08:00,17:00,25,21,8221
SE-406831,LUM-PTA,PR-3010,2025-07-08,08:00,17:00,30,18,5602
SE-406832,LUM-PTA,PR-3011,2025-07-08,08:00,17:00,20,27,4519
SE-406833,LUM-PTA,PR-3012,2025-07-08,08:00,17:00,20,27,4073
SE-406834,LUM-PTA,PR-3013,08/07/2025,08:00,17:00,30,18,5678
SE-406835,LUM-UMH,PR-3014,2025-07-08,08:00,17:00,20,27,3616
SE-406836,LUM-UMH,PR-3015,2025-07-08,08:00,17:00,30,18,4817
