loan_id,client_ref,branch_code,agent_id,disbursement_date,principal_zar,initiation_fee_zar,capitalised_amount_zar,interest_rate_annual,term_months,monthly_service_fee_zar,credit_life_monthly_zar,instalment_zar,debit_order_day,purpose,is_topup,settles_loan_id,status
LN-508053,CL-115009,SF-BFN,AG-649,2025-07-13,21500,3257.5,24757.5,0.24,12,69,111.41,2521.47,4,Vehicle repair,N,,Settled
LN-508054,CL-109030,SF-PMB,AG-634,2025-07-18,22000,3307.5,25307.5,0.25,18,69,113.88,1883.34,4,Funeral,N,,Active
LN-508055,CL-104528,SF-PTA,AG-616,06/07/2025,20000,3107.5,"23,107.50",0.25,12,69,103.98,2369.22,26,Business,N,,Settled
LN-508056,CL-100381,SF-JHB,AG-603,2025-07-01,14500,2557.5,17057.5,0.27,6,69,76.76,3216.71,10,Vehicle repair,N,,Settled
LN-508057,CL-108463,SF-DBN,AG-622,2025-07-07,28000,3907.5,31907.5,0.28,18,69,143.58,2403.76,27,Debt consolidation,N,,Written off
LN-508058,CL-112925,SF-GQE,AG-643,2025-07-10,50000,5175,55175,0.28,12,69,248.29,5642.01,26,Business,N,,Settled
LN-508059,CL-110926,SF-CPT,AG-637,03/07/2025,50000,5175,55175,0.27,12,69,248.29,"5,615.05",27,Funeral,N,,Settled
LN-508060,CL-113927,SF-GQE,AG-646,2025-07-02,11000,2207.5,"13,207.50",0.26,6,69,59.43,2499.59,3,Vehicle repair,N,,Settled
LN-508061,CL-114438,SF-GQE,AG-645,23/07/2025,15500,2657.5,18157.5,0.28,6,69,81.71,3428.85,9,Business,N,,Settled
LN-508062,CL-108041,SF-DBN,AG-627,2025-07-26,35000,4607.5,39607.5,0.28,18,69,178.23,2967.19,3,Funeral,N,,Active
LN-508063,CL-104511,SF-PTA,AG-614,2025-07-22,22500,3357.5,25857.5,0.26,6,69,116.36,4827.59,27,Funeral,N,,Settled
LN-508064,CL-106834,SF-DBN,AG-624,2025-07-26,17500,2857.5,20357.5,0.27,12,69,91.61,"2,115.28",9,Home improvement,N,,Settled
LN-508065,CL-106259,SF-DBN,AG-621,2025-07-15,50000,5175,55175,0.26,36,69,248.29,2540.32,27,School fees,N,,Written off
LN-508066,CL-108317,SF-DBN,AG-624,2025-07-25,23500,3457.5,26957.5,0.28,24,69,121.31,1669.97,6,Vehicle repair,N,,Active
LN-508067,CL-112654,SF-CPT,AG-641,2025-07-05,23000,3407.5,26407.5,0.28,12,69,118.83,2736.32,27,Vehicle repair,N,,Written off
LN-508068,CL-107613,SF-DBN,AG-622,2025-07-02,50000,5175,55175,0.28,12,69,248.29,"5,642.01",4,Other,N,,Settled
LN-508069,CL-105060,SF-PTA,AG-615,2025-07-03,50000,5175,55175,0.26,6,69,248.29,"10,222.92",26,Other,N,,Settled
LN-508070,CL-102857,SF-JHB,AG-608,2025-07-16,31000,4207.5,35207.5,0.28,24,69,158.43,2159.92,27,Medical,N,,ACTIVE
LN-508071,CL-112581,SF-CPT,AG-642,2025-07-09,50000,5175,55175,0.28,24,69,248.29,3345.76,26,Business,N,,Active
LN-508072,CL-111190,SF-CPT,AG-641,2025-07-15,41000,5175,46175,0.28,12,69,207.79,4732.95,26,Other,N,,Settled
LN-508073,CL-104247,SF-PTA,AG-615,2025-07-16,12500,2357.5,14857.5,0.26,24,69,66.86,936.3,13,Medical,N,,Active
LN-508074,CL-103255,SF-JHB,AG-601,2025-07-21,40500,5157.5,45657.5,0.26,18,69,205.46,3364.72,6,Vehicle repair,N,,Active
LN-508075,CL-101382,SF-JHB,AG-601,2025-07-08,50000,5175,55175,0.25,18,69,248.29,4024.6,4,Vehicle repair,N,,Active
LN-508076,CL-101430,SF-JHB,AG-605,2025-07-06,45500,5175,50675,0.28,24,69,228.04,3078.51,26,Other,N,,Active
LN-508077,CL-113043,SF-GQE,AG-646,27/07/2025,40000,5107.5,45107.5,0.25,18,69,202.98,3302.84,25,Home improvement,N,,Active
LN-508078,CL-107549,SF-DBN,AG-628,10/07/2025,24000,3507.5,27507.5,0.27,24,69,123.78,1688.65,3,Other,N,,Active
LN-508079,CL-100237,SF-JHB,AG-609,01/07/2025,50000,5175,55175,0.28,6,69,248.29,"10,278.54",25,Funeral,N,,written off
LN-508080,CL-111727,SF-CPT,AG-637,2025-07-25,39000,5007.5,44007.5,0.24,18,69,198.03,3202.43,25,Vehicle repair,Y,LN-507017,Written off
LN-508081,CL-116745,SF-PLK,AG-658,2025-07-12,50000,5175,55175,0.28,18,69,248.29,4106.31,26,Business,N,,Active
LN-508082,CL-104521,SF-PTA,AG-619,2025-07-12,23500,3457.5,"26,957.50",0.27,36,69,121.31,1290.85,2,Debt consolidation,Y,LN-503102,Active
LN-508083,CL-101080,SF-JHB,AG-609,2025-07-22,19500,3057.5,22557.5,0.27,18,69,101.51,1708.42,26,Other,N,,ACTIVE
LN-508084,CL-106120,SF-DBN,AG-628,2025-07-04,30000,4107.5,34107.5,0.26,12,69,153.48,3480.78,26,Other,N,,Settled
LN-508085,CL-110865,SF-CPT,AG-642,2025-07-15,19500,3057.5,22557.5,0.27,18,69,101.51,1708.42,5,Vehicle repair,N,,ACTIVE
LN-508086,CL-117348,SF-PLK,AG-655,2025-07-27,11000,2207.5,"13,207.50",0.28,12,69,59.43,1403.04,25,Vehicle repair,N,,Settled
LN-508087,CL-108379,SF-DBN,AG-626,19/07/2025,11000,2207.5,13207.5,0.27,18,69,59.43,1028.88,26,Medical,N,,active
LN-508088,CL-110571,SF-CPT,AG-637,12/07/2025,29500,4057.5,33557.5,0.28,36,69,151.01,1608.07,7,Business,Y,LN-504494,Active
LN-508089,CL-102673,SF-JHB,AG-606,2025-07-24,22000,3307.5,25307.5,0.27,24,69,113.88,1559.11,26,Debt consolidation,N,,Active
LN-508090,CL-114421,SF-GQE,AG-644,2025-07-12,41500,5175,46675,0.28,18,69,210.04,3484.34,26,Vehicle repair,Y,LN-504585,Active
LN-508091,CL-107417,SF-DBN,AG-626,2025-07-08,50000,5175,55175,0.27,6,69,248.29,10250.72,27,School fees,N,,Written off
LN-508092,CL-111663,SF-CPT,AG-641,2025-07-22,33000,4407.5,37407.5,0.26,24,69,168.33,2252.65,26,Business,N,,active
LN-508093,CL-104730,SF-PTA,AG-619,2025-07-12,50000,5175,55175,0.27,18,69,248.29,4078.96,6,Business,Y,LN-505339,Written off
LN-508094,CL-106158,SF-DBN,AG-623,24/07/2025,50000,5175,55175,0.26,36,69,248.29,2540.32,8,Business,N,,Written off
LN-508095,CL-108230,SF-DBN,AG-629,2025-07-26,24500,3557.5,28057.5,0.27,24,69,126.26,1721.03,26,Medical,Y,LN-500163,Active
LN-508096,CL-107827,SF-DBN,AG-625,2025-07-06,50000,5175,55175,0.26,24,69,248.29,3289.82,27,Home improvement,N,,Active
LN-508097,CL-103398,SF-JHB,AG-609,2025-07-17,9000,2007.5,11007.5,0.28,6,69,49.53,"2,105.82",4,Business,N,,Settled
LN-508098,CL-112145,SF-CPT,AG-640,2025-07-16,23500,3457.5,26957.5,0.28,18,69,121.31,2041.56,27,Home improvement,N,,Active
LN-508099,CL-113393,SF-GQE,AG-648,2025-07-02,15500,2657.5,18157.5,0.28,24,69,81.71,1147.35,21,Business,N,,Active
LN-508100,CL-114649,SF-GQE,AG-643,2025-07-08,35500,4657.5,40157.5,0.28,36,69,180.71,1910.77,26,Business,N,,Active
LN-508101,CL-105140,SF-PTA,AG-614,2025-07-15,22000,3307.5,25307.5,0.27,6,69,113.88,4739.12,3,School fees,N,,Settled
LN-508102,CL-107808,SF-DBN,AG-627,2025-07-18,46500,5175,51675,0.28,12,69,232.54,5288.48,10,Funeral,N,,Settled
LN-508103,CL-101172,SF-JHB,AG-602,2025-07-09,9000,2007.5,11007.5,0.25,12,69,49.53,1164.73,27,Medical,N,,SETTLED
LN-508104,CL-111713,SF-CPT,AG-636,05/07/2025,50000,5175,55175,0.28,18,69,248.29,4106.31,8,Funeral,N,,Active
LN-508105,CL-111902,SF-CPT,AG-637,2025-07-22,26000,3707.5,29707.5,0.28,12,69,133.68,"3,069.64",5,Medical,N,,Settled
LN-508106,CL-110393,SF-PMB,AG-633,2025-07-14,22000,3307.5,25307.5,0.26,18,69,113.88,1895.78,26,Home improvement,N,,Active
LN-508107,CL-112279,SF-CPT,AG-638,12/07/2025,16000,2707.5,18707.5,0.27,12,69,84.18,1949.43,17,Vehicle repair,N,,SETTLED
LN-508108,CL-103057,SF-JHB,AG-607,2025-07-23,29000,4007.5,33007.5,0.27,12,69,148.53,"3,386.83",25,Medical,N,,settled
LN-508109,CL-105254,SF-PTA,AG-612,2025-07-14,13500,2457.5,15957.5,,24,69,71.81,1008.58,6,Home improvement,N,,Active
LN-508110,CL-111400,SF-CPT,AG-638,23/07/2025,39000,5007.5,44007.5,0.26,12,69,198.03,4471.08,26,Debt consolidation,N,,Written off
LN-508111,CL-103850,SF-PTA,AG-612,13/07/2025,33500,4457.5,37957.5,0.27,24,69,170.81,2303.95,27,Funeral,N,,active
LN-508112,CL-116247,SF-PLK,AG-656,05/07/2025,13500,2457.5,15957.5,0.28,24,69,71.81,1016.69,4,Vehicle repair,N,,Active
LN-508113,CL-102961,SF-JHB,AG-602,19/07/2025,29000,4007.5,33007.5,0.28,24,69,148.53,2029.27,9,Vehicle repair,N,,Written off
LN-508114,CL-108112,SF-DBN,AG-621,2025-07-27,27000,3807.5,30807.5,0.26,18,69,138.63,2292.79,9,Other,N,,Written off
LN-508115,CL-112508,SF-CPT,AG-641,28/07/2025,25500,3657.5,29157.5,0.28,12,69,131.21,3014.08,27,Debt consolidation,N,,Settled
LN-508116,CL-111539,SF-CPT,AG-636,2025-07-22,50000,5175,55175,0.27,24,69,248.29,3317.72,10,Medical,N,,Active
LN-508117,CL-100191,SF-JHB,AG-605,2025-07-25,22500,3357.5,25857.5,0.25,18,69,116.36,1922.77,6,Other,N,,Active
LN-508118,CL-114428,SF-GQE,AG-643,2025-07-22,35500,4657.5,40157.5,0.26,24,69,180.71,2413.18,4,Vehicle repair,N,,Active
LN-508119,CL-115791,SF-BFN,AG-649,28/07/2025,26000,3707.5,29707.5,0.28,24,69,133.68,1833.28,25,Other,N,,Active
LN-508120,CL-114482,SF-GQE,AG-644,2025-07-24,34000,4507.5,38507.5,0.28,18,69,173.28,2886.7,3,Business,N,,Active
LN-508121,CL-104901,SF-PTA,AG-613,2025-07-15,30500,4157.5,34657.5,0.24,12,69,155.96,3502.16,27,Medical,N,,Settled
LN-508122,CL-102506,SF-JHB,AG-609,2025-07-18,16500,2757.5,19257.5,0.26,24,69,86.66,1193.15,6,Debt consolidation,N,,Active
LN-508123,CL-112695,SF-CPT,AG-635,2025-07-03,19500,3057.5,22557.5,0.25,24,69,101.51,1374.44,25,Vehicle repair,N,,Active
LN-508124,CL-102138,SF-JHB,AG-603,2025-07-20,50000,5175,55175,0.27,12,69,248.29,5615.05,8,Funeral,N,,Settled
LN-508125,CL-106321,SF-DBN,AG-629,2025-07-07,30000,4107.5,34107.5,0.28,24,69,153.48,2094.59,8,Funeral,N,,Written off
LN-508126,CL-116048,SF-BFN,AG-649,04/07/2025,24500,3557.5,28057.5,0.26,24,69,126.26,1706.84,2,Debt consolidation,N,,Active
LN-508127,CL-109043,SF-PMB,AG-630,2025-07-21,17500,2857.5,20357.5,0.27,12,69,91.61,2115.28,8,Vehicle repair,N,,SETTLED
LN-508128,CL-110755,SF-CPT,AG-640,2025-07-02,28000,3907.5,31907.5,0.27,12,69,143.58,3276.26,2,Home improvement,N,,Settled
LN-508129,CL-103568,SF-PTA,AG-615,18/07/2025,37000,4807.5,41807.5,0.26,36,69,188.13,1941.58,2,Vehicle repair,Y,LN-501264,Active
LN-508130,CL-108148,SF-DBN,AG-626,03/07/2025,28000,3907.5,31907.5,0.27,36,69,143.58,1515.21,14,Debt consolidation,N,,Active
LN-508131,CL-113065,SF-GQE,AG-643,08/07/2025,20000,3107.5,23107.5,0.28,12,69,103.98,2403,27,Medical,N,,Settled
LN-508132,CL-113578,SF-GQE,AG-647,25/07/2025,31500,4257.5,35757.5,0.27,12,69,160.91,3663.25,2,Business,N,,Settled
LN-508133,CL-108219,SF-DBN,AG-625,2025-07-22,26500,3757.5,30257.5,0.26,12,69,136.16,3095.66,7,Funeral,N,,Settled
LN-508134,CL-111199,SF-CPT,AG-642,02/07/2025,50000,5175,"55,175.00",0.27,12,69,248.29,5615.05,27,Other,N,,SETTLED
LN-508135,CL-103425,SF-PTA,AG-613,2025-07-18,18500,2957.5,21457.5,0.28,12,69,96.56,2236.34,6,Other,N,,Settled
LN-508136,CL-113137,SF-GQE,AG-648,2025-07-18,50000,5175,55175,0.26,6,69,248.29,10222.92,2,Other,N,,SETTLED
LN-508137,CL-101359,SF-JHB,AG-611,12/07/2025,19000,3007.5,22007.5,0.27,24,69,99.03,1364.81,26,Home improvement,N,,Active
LN-508138,CL-112128,SF-CPT,AG-639,17/07/2025,21000,3207.5,24207.5,0.28,12,69,108.93,2514.1,25,Funeral,N,,Settled
LN-508139,CL-112031,SF-CPT,AG-641,2025-07-06,16500,2757.5,19257.5,0.26,18,69,86.66,1459.07,25,Business,N,,Active
LN-508140,CL-117672,SF-PLK,AG-655,2025-07-14,41000,5175,"46,175.00",0.27,12,69,207.79,4710.39,25,Medical,Y,LN-506232,Written off
LN-508141,CL-117702,SF-PLK,AG-656,2025-07-03,21500,3257.5,24757.5,0.25,24,69,111.41,"1,501.75",3,Other,Y,LN-505012,Active
LN-508142,CL-105580,SF-PTA,AG-619,27/07/2025,27000,3807.5,30807.5,0.27,24,69,138.63,1882.95,4,Medical,N,,ACTIVE
LN-508143,CL-108931,SF-PMB,AG-630,18/07/2025,9000,2007.5,11007.5,0.28,36,69,49.53,573.84,25,Home improvement,N,,written off
LN-508144,CL-102752,SF-JHB,AG-604,2025-07-18,19000,3007.5,22007.5,0.28,12,69,99.03,2291.89,25,Debt consolidation,N,,Settled
LN-508145,CL-106043,SF-PTA,AG-619,25/07/2025,22500,3357.5,25857.5,0.27,18,69,116.36,1948.25,8,Medical,N,,Active
LN-508146,CL-107389,SF-DBN,AG-621,16/07/2025,50000,5175,55175,0.27,18,69,248.29,4078.96,25,Business,N,,Written off
LN-508147,CL-116199,SF-PLK,AG-654,2025-07-27,23000,3407.5,26407.5,0.27,12,69,118.83,"2,723.41",4,Medical,N,,Settled
LN-508148,CL-113077,SF-GQE,AG-646,06/07/2025,50000,5175,55175,0.24,12,69,248.29,5534.61,3,Medical,N,,Settled
LN-508149,CL-118270,SF-MAH,AG-659,2025-07-10,21500,3257.5,24757.5,0.28,6,69,111.41,4650.11,2,Debt consolidation,N,,Settled
LN-508150,CL-116349,SF-PLK,AG-658,2025-07-26,18000,2907.5,20907.5,0.28,24,69,94.08,"1,310.67",2,Vehicle repair,N,,Active
LN-508151,CL-106705,SF-DBN,AG-626,2025-07-13,14500,2557.5,"17,057.50",0.28,12,69,76.76,1791.91,25,School fees,N,,Settled
LN-508152,CL-102037,SF-JHB,AG-608,2025-07-20,50000,5175,55175,0.25,36,69,248.29,2511.04,2,Vehicle repair,N,,Active
LN-508153,CL-100288,SF-JHB,AG-609,14/07/2025,47500,5175,52675,0.28,24,69,237.04,3197.29,8,Other,N,,Active
LN-508154,CL-109709,SF-PMB,AG-630,2025-07-08,48500,5175,53675,0.28,18,69,241.54,3996.55,26,Home improvement,N,,Active
LN-508155,CL-107482,SF-DBN,AG-627,2025-07-13,14000,2507.5,16507.5,0.28,24,69,74.28,1049.36,26,Funeral,Y,LN-504687,Active
LN-508156,CL-103703,SF-PTA,AG-619,2025-07-18,33500,4457.5,37957.5,0.26,18,69,170.81,2808.91,25,School fees,Y,LN-501245,Active
LN-508157,CL-112715,SF-CPT,AG-638,21/07/2025,29500,4057.5,33557.5,0.26,24,69,151.01,2027.9,25,Home improvement,N,,Active
LN-508158,CL-118249,SF-MAH,AG-662,19/07/2025,50000,5175,55175,0.28,12,69,248.29,5642.01,25,Other,N,,Settled
LN-508159,CL-100071,SF-JHB,AG-611,2025-07-21,50000,5175,55175,0.28,12,69,248.29,5642.01,4,Vehicle repair,N,,Settled
LN-508160,CL-104139,SF-PTA,AG-620,2025-07-25,33500,4457.5,37957.5,0.27,12,69,170.81,3884.39,4,Business,N,,Settled
LN-508161,CL-100403,SF-JHB,AG-601,2025-07-10,44500,5175,49675,0.26,24,69,223.54,2968.76,25,Other,N,,Active
LN-508162,CL-112662,SF-CPT,AG-636,2025-07-18,27000,3807.5,30807.5,0.28,18,69,138.63,2323.27,4,Business,N,,Active
LN-508163,CL-107833,SF-DBN,AG-621,2025-07-15,22000,3307.5,25307.5,,12,69,113.88,2625.21,25,Medical,N,,Settled
LN-508164,CL-100028,SF-JHB,AG-611,2025-07-11,42500,5175,47675,0.26,12,69,214.54,4837.94,2,Business,N,,Settled
LN-508165,CL-112967,SF-GQE,AG-648,2025-07-16,15500,2657.5,18157.5,0.26,12,69,81.71,1885.3,26,Debt consolidation,N,,settled
LN-508166,CL-105168,SF-PTA,AG-613,2025-07-24,42000,5175,47175,0.27,18,69,212.29,3497.55,1,Business,N,,Active
LN-508167,CL-113117,SF-GQE,AG-647,2025-07-17,19500,3057.5,22557.5,0.26,12,69,101.51,2325.43,4,Vehicle repair,N,,Settled
LN-508168,CL-119023,SF-MAH,AG-662,2025-07-16,30000,4107.5,34107.5,0.25,18,69,153.48,2514.23,26,Medical,N,,Active
LN-508169,CL-112359,SF-CPT,AG-637,2025-07-02,25500,3657.5,29157.5,0.28,24,69,131.21,1800.62,25,Other,N,,ACTIVE
LN-508170,CL-104477,SF-PTA,AG-618,13/07/2025,13500,2457.5,15957.5,0.28,36,69,71.81,800.87,27,Debt consolidation,N,,Written off
LN-508171,CL-112733,SF-CPT,AG-641,2025-07-08,12000,2307.5,14307.5,0.27,18,69,64.38,1108.83,27,Other,N,,Active
LN-508172,CL-117285,SF-PLK,AG-656,2025-07-10,17500,2857.5,20357.5,0.27,18,69,91.61,1548.53,4,Debt consolidation,N,,Written off
LN-508173,CL-101093,SF-JHB,AG-605,16/07/2025,22000,3307.5,25307.5,0.27,12,69,113.88,2612.84,4,Business,N,,Settled
LN-508174,CL-114093,SF-GQE,AG-647,2025-07-16,49000,5175,54175,0.27,18,69,243.79,4006.29,25,Funeral,N,,Active
LN-508175,CL-111148,SF-CPT,AG-635,2025-07-24,15000,2607.5,"17,607.50",0.27,24,69,79.23,1105.73,3,Other,N,,ACTIVE
LN-508176,CL-113232,SF-GQE,AG-647,2025-07-01,50000,5175,55175,0.25,12,69,248.29,5561.35,6,Debt consolidation,N,,Settled
LN-508177,CL-103427,SF-PTA,AG-615,24/07/2025,50000,5175,55175,0.28,18,69,248.29,4106.31,27,Home improvement,N,,Active
LN-508178,CL-114253,SF-GQE,AG-644,2025-07-01,49000,5175,54175,0.27,12,69,243.79,5514.53,2,School fees,Y,LN-505767,Settled
LN-508179,CL-116277,SF-PLK,AG-657,2025-07-03,40500,5157.5,"45,657.50",0.27,24,69,205.46,"2,757.32",3,Vehicle repair,N,,Active
LN-508180,CL-109670,SF-PMB,AG-631,2025-07-26,25500,3657.5,29157.5,0.25,24,69,131.21,1756.39,9,Other,N,,Active
LN-508181,CL-104752,SF-PTA,AG-620,2025-07-03,9500,2057.5,"11,557.50",0.26,6,69,52.01,2195.94,1,Debt consolidation,N,,Settled
LN-508182,CL-105246,SF-PTA,AG-614,2025-07-18,9500,2057.5,11557.5,0.28,12,69,52.01,1236.38,25,Vehicle repair,N,,Settled
LN-508183,CL-116030,SF-BFN,AG-649,09/07/2025,22500,3357.5,25857.5,0.27,18,69,116.36,"1,948.25",25,Vehicle repair,N,,Written off
LN-508184,CL-103080,SF-JHB,AG-606,2025-07-21,24500,3557.5,28057.5,0.27,12,69,126.26,2889.27,4,Funeral,N,,Settled
LN-508185,CL-110436,SF-CPT,AG-641,2025-07-27,20500,3157.5,23657.5,0.25,12,69,106.46,2423.97,25,School fees,N,,Settled
LN-508186,CL-118717,SF-MAH,AG-661,2025-07-22,28500,3957.5,32457.5,0.26,24,69,146.06,1963.69,2,School fees,N,,Written off
LN-508187,CL-100186,SF-JHB,AG-602,2025-07-13,50000,5175,55175,0.25,6,69,248.29,10195.17,25,School fees,N,,Settled
LN-508188,CL-118258,SF-MAH,AG-661,2025-07-22,18500,2957.5,21457.5,0.26,18,69,96.56,1617.88,26,Medical,N,,Written off
LN-508189,CL-108567,SF-DBN,AG-621,16/07/2025,8500,1957.5,10457.5,0.28,12,69,47.06,1125.27,11,Other,N,,Settled
LN-508190,CL-118148,SF-MAH,AG-660,2025-07-07,50000,5175,55175,0.26,24,69,248.29,3289.82,7,Funeral,N,,Active
LN-508191,CL-116165,SF-BFN,AG-652,2025-07-03,5500,1657.5,7157.5,0.26,18,69,32.21,585.65,27,Vehicle repair,N,,Active
LN-508192,CL-105674,SF-PTA,AG-618,2025-07-28,19500,3057.5,22557.5,0.25,12,69,101.51,2314.47,27,Medical,N,,Settled
LN-508193,CL-103663,SF-PTA,AG-618,2025-07-02,9000,2007.5,11007.5,0.27,24,69,49.53,717.12,25,Business,N,,Settled
LN-508194,CL-102616,SF-JHB,AG-604,2025-07-08,50000,5175,55175,0.26,12,69,248.29,5588.16,25,Funeral,N,,Settled
LN-508195,CL-116115,SF-BFN,AG-652,2025-07-01,24500,3557.5,28057.5,0.26,12,69,126.26,2875.6,1,Vehicle repair,N,,Written off
LN-508196,CL-115060,SF-BFN,AG-651,2025-07-12,14000,2507.5,16507.5,0.26,12,69,74.28,1720.25,4,School fees,N,,settled
LN-508197,CL-117382,SF-PLK,AG-658,2025-07-05,50000,5175,55175,0.26,18,69,248.29,4051.73,4,Medical,N,,Active
LN-508198,CL-103685,SF-PTA,AG-620,2025-07-02,27500,3857.5,"31,357.50",0.26,36,69,141.11,1473.52,3,Debt consolidation,N,,Active
LN-508199,CL-103251,SF-JHB,AG-603,2025-07-13,12000,2307.5,14307.5,0.25,18,69,64.38,1094.73,7,School fees,N,,Active
LN-508200,CL-100883,SF-JHB,AG-610,2025-07-25,28000,3907.5,31907.5,0.26,24,69,143.58,1931.59,26,Home improvement,N,,Active
LN-508201,CL-101862,SF-JHB,AG-604,2025-07-10,21000,3207.5,24207.5,0.27,12,69,108.93,2502.27,26,Home improvement,N,,Settled
LN-508202,CL-113859,SF-GQE,AG-643,2025-07-11,12500,2357.5,14857.5,0.28,12,69,66.86,1569.7,6,Medical,N,,Settled
LN-508203,CL-100673,SF-JHB,AG-607,2025-07-01,50000,5175,55175,0.27,18,69,248.29,4078.96,2,Debt consolidation,Y,LN-503381,Active
LN-508204,CL-117236,SF-PLK,AG-654,09/07/2025,14000,2507.5,16507.5,0.26,6,69,74.28,3106.9,3,Vehicle repair,N,,Settled
LN-508205,CL-114084,SF-GQE,AG-644,2025-07-28,19500,3057.5,22557.5,0.27,12,69,101.51,2336.42,6,Home improvement,N,,Settled
LN-508206,CL-103386,SF-JHB,AG-604,2025-07-22,34000,4507.5,38507.5,0.27,6,69,173.28,7174.98,27,Other,N,,Settled
LN-508207,CL-102554,SF-JHB,AG-611,26/07/2025,34500,4557.5,"39,057.50",0.26,12,69,175.76,3975.93,25,Other,N,,Settled
LN-508208,CL-107992,SF-DBN,AG-626,2025-07-14,29500,4057.5,33557.5,0.27,24,69,151.01,2044.87,7,Funeral,N,,Active
LN-508209,CL-107394,SF-DBN,AG-624,05/07/2025,50000,5175,55175,,24,69,248.29,3345.76,11,Funeral,N,,Settled
LN-508210,CL-114404,SF-GQE,AG-648,2025-07-23,50000,5175,55175,0.27,36,69,248.29,2569.82,27,Other,N,,Active
LN-508211,CL-107471,SF-DBN,AG-628,22/07/2025,15000,2607.5,17607.5,0.26,6,69,79.23,3309.33,26,Business,N,,Settled
LN-508212,CL-110307,SF-PMB,AG-630,2025-07-07,35500,4657.5,40157.5,0.28,12,69,180.71,4125.15,3,Business,N,,Settled
LN-508213,CL-107591,SF-DBN,AG-622,2025-07-10,50000,5175,55175,0.26,18,69,248.29,4051.73,25,Business,N,,Written off
LN-508214,CL-104389,SF-PTA,AG-614,2025-07-25,50000,5175,55175,0.25,18,69,248.29,4024.6,27,School fees,N,,Settled
LN-508215,CL-115057,SF-BFN,AG-653,2025-07-12,18500,2957.5,21457.5,0.26,18,69,96.56,1617.88,22,Home improvement,N,,Active
LN-508216,CL-112322,SF-CPT,AG-639,26/07/2025,50000,5175,55175,0.28,6,69,248.29,10278.54,14,Home improvement,N,,Settled
LN-508217,CL-114986,SF-BFN,AG-650,2025-07-10,50000,5175,55175,0.28,6,69,248.29,10278.54,13,Funeral,N,,Settled
LN-508218,CL-113831,SF-GQE,AG-646,21/07/2025,12000,2307.5,14307.5,0.27,24,69,64.38,911.43,26,Medical,N,,Active
LN-508219,CL-105288,SF-PTA,AG-620,2025-07-09,38000,4907.5,42907.5,0.26,36,69,193.08,1990.85,26,Home improvement,N,,Written off
LN-508220,CL-113894,SF-GQE,AG-647,15/07/2025,30500,4157.5,34657.5,0.28,18,69,155.96,2604.99,21,Vehicle repair,N,,Written off
LN-508221,CL-109123,SF-PMB,AG-631,2025-07-27,40000,5107.5,45107.5,0.27,24,69,202.98,2724.94,27,Home improvement,Y,LN-500219,Written off
LN-508222,CL-111419,SF-CPT,AG-642,16/07/2025,50000,5175,55175,0.27,24,69,248.29,3317.72,25,Business,N,,active
LN-508223,CL-113911,SF-GQE,AG-644,2025-07-17,50000,5175,55175,0.26,18,69,248.29,4051.73,9,School fees,N,,Written off
LN-508224,CL-113385,SF-GQE,AG-646,2025-07-22,26500,3757.5,30257.5,0.28,6,69,136.16,5667.83,27,Funeral,N,,Settled
LN-508225,CL-108084,SF-DBN,AG-621,2025-07-02,12500,2357.5,14857.5,0.25,6,69,66.86,2795.77,26,School fees,N,,Settled
LN-508226,CL-102152,SF-JHB,AG-603,12/07/2025,17000,2807.5,19807.5,0.28,18,69,89.13,1518.37,25,Vehicle repair,N,,Active
LN-508227,CL-101293,SF-JHB,AG-602,2025-07-09,50000,5175,55175,0.27,24,69,248.29,3317.72,25,Funeral,N,,Active
LN-508228,CL-103560,SF-PTA,AG-615,25/07/2025,23500,3457.5,26957.5,0.27,12,69,121.31,2778.7,14,Business,N,,Settled
LN-508229,CL-107489,SF-DBN,AG-621,2025-07-04,29500,4057.5,33557.5,0.27,24,69,151.01,2044.87,27,Medical,N,,Active
LN-508230,CL-112640,SF-CPT,AG-641,2025-07-19,23500,3457.5,26957.5,0.27,12,69,121.31,2778.7,9,Debt consolidation,N,,Settled
LN-508231,CL-111966,SF-CPT,AG-641,27/07/2025,17000,2807.5,19807.5,0.25,24,69,89.13,1215.29,7,Other,N,,Active
LN-508232,CL-104787,SF-PTA,AG-612,2025-07-18,50000,5175,55175,0.25,18,69,248.29,4024.6,22,Other,N,,Active
LN-508233,CL-115205,SF-BFN,AG-650,07/07/2025,50000,5175,55175,0.27,12,69,248.29,5615.05,25,Funeral,N,,Settled
LN-508234,CL-104233,SF-PTA,AG-612,2025-07-17,6500,1757.5,8257.5,0.28,36,69,37.16,447.72,3,Business,N,,Active
LN-508235,CL-102716,SF-JHB,AG-611,2025-07-20,29000,4007.5,"33,007.50",,18,69,148.53,2484.25,3,Funeral,N,,Settled
LN-508236,CL-106504,SF-DBN,AG-623,2025-07-06,14500,2557.5,17057.5,0.26,12,69,76.76,1775.26,25,Debt consolidation,N,,Settled
LN-508237,CL-102413,SF-JHB,AG-602,2025-07-13,47500,5175,52675,0.26,18,69,237.04,3871.27,4,Debt consolidation,N,,Active
LN-508238,CL-107926,SF-DBN,AG-624,2025-07-25,21000,3207.5,24207.5,0.26,12,69,108.93,2490.48,4,Vehicle repair,N,,Written off
