assessment_id,loan_id,assessed_at,assessor_agent_id,declared_gross_income_zar,declared_net_income_zar,declared_expenses_zar,existing_obligations_zar,regulated_expense_norm_zar,disposable_income_zar,disposable_after_instalment_zar
AF-709508,LN-509508,2025-08-15,AG-614,13650,11548,2346,3657,2104.52,5545,3274.59
AF-709509,LN-509509,2025-08-17,AG-620,10050,8243,1830,2111,1859.72,4302,2209.88
AF-709510,LN-509510,2025-08-07,AG-604,8500,7257,1733,3006,1754.32,2518,-809.08
AF-709511,LN-509511,2025-08-17,AG-638,20550,18690,2772,12985,2573.72,2933,904.8
AF-709512,LN-509512,2025-08-09,AG-653,11350,9328,2005,4491,1948.12,2832,1349.9
AF-709513,LN-509513,2025-08-09,AG-648,10200,8372,2064,3178,1869.92,3130,1801.02
AF-709514,LN-509514,2025-08-07,AG-644,10400,9036,2102,3545,1883.52,3389,911.61
AF-709515,LN-509515,2025-08-03,AG-645,16750,14640,2512,1161,2315.32,10967,8209.68
AF-709516,LN-509516,2025-08-03,AG-601,41350,36157,4299,15460,3979.62,16398,13052.24
AF-709517,LN-509517,2025-08-06,AG-614,4300,3560,1600,758,1439.13,1202,343.85
AF-709518,LN-509518,2025-08-23,AG-626,13150,11535,2240,2864,2070.52,6431,2788.1
AF-709519,LN-509519,2025-08-21,AG-618,17600,15343,2606,7262,2373.12,5475,647.41
AF-709520,LN-509520,2025-08-07,AG-608,9900,8709,2023,659,1849.52,6027,2916.59
AF-709521,LN-509521,2025-08-14,AG-617,6950,5779,1597,1327,1648.92,2855,1014.67
AF-709522,LN-509522,2025-08-13,AG-635,13950,12077,2123,3793,2124.92,6161,3716.99
AF-709523,LN-509523,2025-08-04,AG-620,16300,13909,2519,4028,2284.72,7362,1719.99
AF-709524,LN-509524,2025-08-06,AG-603,13250,11582,2054,4319,2077.32,5209,4425.25
AF-709525,LN-509525,2025-08-15,AG-638,17500,14397,2583,6950,2366.32,4864,1816.89
AF-709526,LN-509526,2025-08-20,AG-657,5650,4858,1483,2654,1543.76,721,-498.48
AF-709527,LN-509527,2025-08-25,AG-625,18400,16015,2596,0,2427.52,13419,10395.68
AF-709528,LN-509528,2025-08-15,AG-639,13900,11622,2099,2267,2121.52,7256,5395.68
AF-709529,LN-509529,2025-08-09,AG-636,13150,11228,2272,2657,2070.52,6299,4442.92
AF-709530,LN-509530,2025-08-05,AG-637,17700,15033,2415,3787,2379.92,8831,1433.06
AF-709531,LN-509531,2025-08-17,AG-643,26600,22547,2809,7057,2960.39,12681,7065.95
AF-709532,LN-509532,2025-08-25,AG-627,27850,25550,3304,0,3046.77,22246,11967.46
AF-709533,LN-509533,2025-08-07,AG-609,6650,5787,1500,1127,1628.52,3160,457.97
AF-709534,LN-509534,2025-08-12,AG-650,9900,8213,1780,5306,1849.52,"1,127.00",-3053.7
AF-709535,LN-509535,2025-08-05,AG-642,6550,5768,1814,0,1621.72,3954,2512.68
AF-709536,LN-509536,2025-08-13,AG-649,6250,5415,1528,278,1590.26,3609,1435.31
AF-709537,LN-509537,2025-08-24,AG-624,4450,3749,1337,166,1450.76,2246,1172.65
AF-709538,LN-509538,2025-08-12,AG-652,26650,23545,2797,8114,2963.85,12634,9371.94
AF-709539,LN-509539,2025-08-25,AG-616,18500,15431,2504,10974,2434.32,1953,-2041.96
AF-709540,LN-509540,2025-08-21,AG-640,13950,12444,2174,3477,2124.92,6793,5503.53
AF-709541,LN-509541,2025-08-26,AG-605,11950,10831,2117,7272,1988.92,1442,505.7
AF-709542,LN-509542,2025-08-13,AG-653,10700,9195,1829,2994,1903.92,4372,2357.11
AF-709543,LN-509543,2025-08-18,AG-609,16300,14804,2422,2057,2284.72,10325,102.08
AF-709544,LN-509544,2025-08-20,AG-659,14908,12449,1873,3961,2019.52,6615,5369.66
AF-709545,LN-509545,2025-08-16,AG-621,4950,4297,1392,871,1489.51,2034,1057.8
AF-709546,LN-509546,2025-08-09,AG-614,12250,11030,2165,3203,2009.32,5662,-802.52
AF-709547,LN-509547,2025-08-23,AG-613,5450,4836,1534,1583,1528.26,1719,824
AF-709548,LN-509548,2025-08-10,AG-617,11800,10393,2163,5179,1978.72,3051,361.2
AF-709549,LN-509549,2025-08-20,AG-615,6800,5858,1622,2857,1638.72,"1,379.00",-17.58
AF-709550,LN-509550,2025-08-11,AG-655,16250,14129,2144,1178,2281.32,10807,8237.18
AF-709551,LN-509551,2025-08-20,AG-656,15000,13250,2092,2938,2196.32,"8,220.00",-71.42
AF-709552,LN-509552,2025-08-26,AG-658,7700,6434,1884,3210,1699.92,"1,340.00",24.22
AF-709553,LN-509553,2025-08-21,AG-610,4600,4222,1527,776,1462.38,1919,-384.26
AF-709554,LN-509554,2025-08-18,AG-604,12700,10500,2083,3920,2039.92,4497,1189.69
AF-709555,LN-509555,2025-08-26,AG-610,8950,7690,1654,1993,1784.92,4043,3222.29
AF-709556,LN-509556,2025-08-16,AG-652,19300,16192,2397,8812,2488.72,4983,1693.18
AF-709557,LN-509557,2025-08-11,AG-606,25800,21540,2973,4401,2905.11,14166,10920.38
AF-709558,LN-509558,2025-08-07,AG-605,8300,7276,1762,1427,1740.72,4087,1279.79
AF-709559,LN-509559,2025-08-01,AG-649,22600,19345,2699,6259,2713.12,10387,164.08
AF-709560,LN-509560,2025-08-22,AG-601,7200,6455,1743,3142,1665.92,1570,181.36
AF-709561,LN-509561,2025-08-09,AG-655,10800,9908,1865,2840,1910.72,5203,1957.79
AF-709562,LN-509562,2025-08-25,AG-612,13300,11607,2016,2475,2080.72,7116,4818.51
AF-709563,LN-509563,2025-08-25,AG-630,13300,11948,2210,5574,2080.72,4164,1427.68
AF-709564,LN-509564,2025-08-11,AG-638,4250,3845,1434,2720,1435.26,-309,-1257.94
AF-709565,LN-509565,2025-08-21,AG-634,4800,4344,1498,4,1477.88,2842,637.03
AF-709566,LN-509566,2025-08-28,AG-601,15900,13352,2345,868,2257.52,10139,5624.98
AF-709567,LN-509567,2025-08-25,AG-633,5550,5057,1476,1403,1536.01,"2,178.00",1029.2
AF-709568,LN-509568,2025-08-22,AG-646,16250,14441,2453,8208,2281.32,3780,1142.08
AF-709569,LN-509569,2025-08-04,AG-630,15150,13710,2050,4006,2206.52,7654,2590.37
AF-709570,LN-509570,2025-08-16,AG-609,8200,7367,1875,1817,1733.92,3675,2546.06
AF-709571,LN-509571,2025-08-23,AG-607,11050,9237,1885,4473,1927.72,2879,251.22
AF-709572,LN-509572,2025-08-23,AG-638,8300,7084,1859,2871,1740.72,2354,565.64
AF-709573,LN-509573,2025-08-20,AG-604,42400,38182,3954,17054,4052.17,17174,6951.08
AF-709574,LN-509574,2025-08-02,AG-654,13000,11852,2257,4410,2060.32,5185,3189.67
AF-709575,LN-509575,2025-08-12,AG-624,16950,14719,2292,5299,2328.92,7128,3448.76
AF-709576,LN-509576,2025-08-12,AG-627,11850,10533,1946,4799,1982.12,3788,857.96
AF-709577,LN-509577,2025-08-02,AG-630,24450,22280,2709,4465,2838.92,15106,11054.27
AF-709578,LN-509578,2025-08-08,AG-616,9900,8886,1942,3518,1849.52,3426,-935.04
AF-709579,LN-509579,2025-08-01,AG-613,11900,10681,1875,6743,1985.52,2063,-549.84
AF-709580,LN-509580,2025-08-03,AG-605,15100,12706,2425,2767,2203.12,7514,2175.91
AF-709581,LN-509581,2025-08-09,AG-605,18050,15684,2524,6549,2403.72,6611,4070.68
AF-709582,LN-509582,2025-08-03,AG-622,9550,8151,1808,4082,1825.72,2261,280.89
AF-709583,LN-509583,2025-08-18,AG-640,8450,7607,1683,2685,1750.92,"3,239.00",-424.25
AF-709584,LN-509584,2025-08-06,AG-608,8250,7245,1678,2062,1737.32,3505,1266.78
AF-709585,LN-509585,2025-08-10,AG-616,10650,9650,1879,2009,1900.52,5762,1656.47
AF-709586,LN-509586,2025-08-03,AG-638,5950,5179,1679,691,1567.01,2809,153.47
AF-709587,LN-509587,2025-08-14,AG-643,16650,14452,2398,533,2308.52,11521,8203.28
AF-709588,LN-509588,2025-08-26,AG-619,10250,8937,1889,2686,1873.32,4362,2986.01
AF-709589,LN-509589,2025-08-02,AG-640,23450,19346,2948,3302,2770.92,"13,096.00",7453.99
AF-709590,LN-509590,2025-07-30,AG-631,11250,9987,1977,2438,1941.32,5572,233.01
AF-709591,LN-509591,2025-08-02,AG-632,6200,5619,1760,764,1586.38,"3,095.00",452.04
AF-709592,LN-509592,2025-08-24,AG-655,15600,13025,2067,3640,2237.12,7318,4192.81
AF-709593,LN-509593,2025-08-03,AG-642,15750,14310,2198,415,2247.32,"11,697.00",3038.34
AF-709594,LN-509594,2025-08-05,AG-615,7700,6910,1754,2883,1699.92,2273,-1352.17
AF-709595,LN-509595,2025-08-23,AG-656,8950,7543,1896,3577,1784.92,2070,218.12
AF-709596,LN-509596,2025-08-16,AG-658,12750,11075,1948,5120,2043.32,4007,2178.67
AF-709597,LN-509597,2025-08-27,AG-623,9450,8377,1840,2787,1818.92,3750,1104.77
AF-709598,LN-509598,2025-08-14,AG-636,4200,3497,1525,1314,1431.38,658,-1392.35
AF-709599,LN-509599,2025-08-15,AG-605,12650,11005,1942,822,2036.52,"8,241.00",1389.07
AF-709600,LN-509600,2025-08-05,AG-630,19400,16283,2650,8402,2495.52,5231,-131.26
AF-709601,LN-509601,2025-08-22,AG-625,8800,7637,1801,4137,1774.72,1699,-901.51
AF-709602,LN-509602,2025-08-08,AG-627,9050,7822,1734,2530,1791.72,3558,2138.63
AF-709603,LN-509603,2025-08-09,AG-656,9050,7512,1780,4207,1791.72,1525,627.42
AF-709604,LN-509604,2025-08-18,AG-602,5100,4489,1406,1498,1501.13,1585,409.55
AF-709605,LN-509605,2025-07-31,AG-658,13400,11091,2232,3321,2087.52,5538,2314.02
AF-709606,LN-509606,2025-08-10,AG-659,7500,6549,1610,2798,1686.32,2141,-501.96
AF-709607,LN-509607,2025-08-13,AG-651,7350,6062,1675,787,1676.12,3600,2363.34
AF-709608,LN-509608,2025-08-07,AG-654,18050,16428,2587,4564,2403.72,9277,5198.04
AF-709609,LN-509609,2025-08-19,AG-611,7750,7000,1701,1433,1703.32,3866,2046.29
AF-709610,LN-509610,2025-08-06,AG-648,19400,17276,2436,2604,2495.52,12236,10315.18
AF-709611,LN-509611,2025-07-31,AG-642,6050,5016,1695,550,1574.76,2771,1947.04
AF-709612,LN-509612,2025-08-17,AG-657,10400,9359,2083,1205,1883.52,6071,4453.28
AF-709613,LN-509613,2025-08-07,AG-647,5850,5322,1682,2324,1559.26,1316,-309.25
AF-709614,LN-509614,2025-08-10,AG-621,20300,18149,2641,3965,2556.72,11543,1347.83
AF-709615,LN-509615,2025-08-25,AG-601,16350,14394,2550,2718,2288.12,9126,5780.24
AF-709616,LN-509616,2025-08-18,AG-602,13250,11341,2217,2000,2077.32,7124,3099.4
AF-709617,LN-509617,2025-08-03,AG-644,16050,14013,2111,6531,2267.72,5371,-190.35
AF-709618,LN-509618,2025-08-25,AG-655,7550,6682,1654,975,1689.72,4053,2214.14
AF-709619,LN-509619,2025-08-20,AG-619,10150,8518,2046,2894,1866.52,"3,578.00",2436.72
AF-709620,LN-509620,2025-08-13,AG-615,9700,8647,1699,1209,1835.92,5739,1558.3
AF-709621,LN-509621,2025-08-17,AG-628,28300,23518,2978,16616,3077.86,3924,-6354.54
AF-709622,LN-509622,2025-08-08,AG-619,14500,12666,2037,3170,2162.32,7459,4310.61
AF-709623,LN-509623,2025-08-04,AG-621,9800,8903,2002,2795,1842.72,4106,-241.36
AF-709624,LN-509624,2025-08-13,AG-637,6500,5718,1726,3045,1618.32,947,-388.13
AF-709625,LN-509625,2025-08-23,AG-606,9900,9059,1722,3580,1849.52,3757,238.05
AF-709626,LN-509626,2025-08-12,AG-650,9800,8896,1947,2555,1842.72,4394,1842.12
AF-709627,LN-509627,2025-08-12,AG-636,16950,14356,2267,5789,2328.92,6300,3674.79
AF-709628,LN-509628,2025-08-22,AG-620,14500,13058,2312,4541,2162.32,6205,2126.04
AF-709629,LN-509629,2025-08-17,AG-660,13178,11245,1896,1966,1931.12,7383,4075.69
AF-709630,LN-509630,2025-08-17,AG-612,15900,13082,2476,3960,2257.52,6646,3461.45
AF-709631,LN-509631,2025-08-28,AG-613,17150,14322,2395,3469,2342.52,8458,5582.4
AF-709632,LN-509632,2025-08-11,AG-622,5550,4899,1586,1936,1536.01,1377,29.52
AF-709633,LN-509633,2025-08-17,AG-616,14000,12540,2359,3799,2128.32,6382,3451.39
AF-709634,LN-509634,2025-08-26,AG-616,4200,3593,1370,1124,1431.38,1099,456.3
AF-709635,LN-509635,2025-08-07,AG-604,17800,15858,2452,6203,2386.72,7203,4272.96
AF-709636,LN-509636,2025-08-10,AG-659,14150,12217,2126,7388,2138.52,2703,675.1
AF-709637,LN-509637,2025-08-10,AG-631,13150,11122,2047,3614,2070.52,"5,461.00",1797.75
AF-709638,LN-509638,2025-08-07,AG-614,9450,8067,2033,4892,1818.92,1142,-1046.43
AF-709639,LN-509639,2025-08-06,AG-630,11300,10374,2108,1441,1944.72,6825,3366.49
AF-709640,LN-509640,2025-08-15,AG-606,30650,27591,3299,7950,3240.25,16342,12263.04
AF-709641,LN-509641,2025-08-05,AG-619,20900,19102,2545,7505,2597.52,9052,5554.6
AF-709642,LN-509642,2025-08-10,AG-619,12900,11811,1943,3857,2053.52,6011,3645.14
AF-709643,LN-509643,2025-08-20,AG-629,15200,13649,2175,4899,2209.92,"6,575.00",-378.15
AF-709644,LN-509644,2025-08-06,AG-654,14950,12516,2408,4597,2192.92,5511,1459.27
AF-709645,LN-509645,2025-08-03,AG-651,15750,14407,2286,10080,2247.32,2041,860.99
AF-709646,LN-509646,2025-08-27,AG-655,12750,10572,2178,1283,2043.32,7111,2676.36
AF-709647,LN-509647,2025-08-03,AG-631,14150,11928,2303,1744,2138.52,7881,5213.25
AF-709648,LN-509648,2025-08-07,AG-640,13050,11790,2064,2331,2063.72,7395,5300.41
AF-709649,LN-509649,2025-08-10,AG-634,9950,8337,1913,4039,1852.92,2385,323.07
AF-709650,LN-509650,2025-08-12,AG-656,5250,4535,1515,1095,1512.76,1925,129.21
AF-709651,LN-509651,2025-08-26,AG-628,19500,16193,2478,344,2502.32,13371,9301.41
AF-709652,LN-509652,2025-08-28,AG-638,11850,10864,2045,2579,1982.12,6240,1845.06
AF-709653,LN-509653,2025-08-07,AG-639,5550,4917,1482,423,1536.01,3012,2289.28
AF-709654,LN-509654,2025-08-11,AG-626,10200,9223,1919,2314,1869.92,4990,3319.4
AF-709655,LN-509655,2025-08-01,AG-646,18450,15184,2703,2302,2430.92,10179,8177.37
AF-709656,LN-509656,2025-08-01,AG-623,23400,19994,2716,13611,2767.52,3667,377.18
AF-709657,LN-509657,2025-08-26,AG-633,8350,7487,1655,4138,1744.12,1694,147.69
AF-709658,LN-509658,2025-08-04,AG-617,8500,7727,1906,1193,1754.32,4628,3713.3
AF-709659,LN-509659,2025-08-05,AG-612,6650,5503,1803,2606,1628.52,1094,600.87
AF-709660,LN-509660,2025-08-02,AG-605,16400,13482,2516,5183,2291.52,5783,3623.08
AF-709661,LN-509661,2025-08-07,AG-622,19450,16958,2777,8669,2498.92,5512,2497.92
AF-709662,LN-509662,2025-08-19,AG-658,9800,8934,1724,2055,1842.72,5155,3730.75
AF-709663,LN-509663,2025-08-04,AG-609,15400,12663,2404,8331,2223.52,"1,928.00",-1334.06
AF-709664,LN-509664,2025-08-01,AG-657,4200,3702,1521,531,1431.38,1650,633.31
AF-709665,LN-509665,2025-07-29,AG-630,5700,5016,1490,1772,1547.63,1754,410.67
AF-709666,LN-509666,2025-08-14,AG-638,10200,8839,2002,2951,1869.92,3886,1905.89
AF-709667,LN-509667,2025-08-15,AG-661,11844,10790,1954,2701,1754.32,6135,3589.5
AF-709668,LN-509668,2025-08-18,AG-617,20750,17947,2865,2088,2587.32,12994,7881.54
AF-709669,LN-509669,2025-08-01,AG-649,6800,5612,1683,3754,1638.72,175,-1332.15
AF-709670,LN-509670,2025-08-07,AG-649,20850,17352,2603,8654,2594.12,6095,479.95
AF-709671,LN-509671,2025-08-18,AG-629,14700,13520,2347,4174,2175.92,6999,5370.53
AF-709672,LN-509672,2025-08-15,AG-603,13500,11216,2289,3371,2094.32,5556,1705.79
AF-709673,LN-509673,2025-08-02,AG-635,8450,6968,1804,1799,1750.92,3365,1870.66
AF-709674,LN-509674,2025-07-31,AG-605,36250,30482,3782,807,3627.21,25893,20277.95
AF-709675,LN-509675,2025-08-11,AG-604,10200,8579,2082,0,1869.92,6497,4092.25
AF-709676,LN-509676,2025-09-22,AG-641,14000,12117,2087,1609,2128.32,8421,4814.44
AF-709677,LN-509677,2025-09-01,AG-602,15700,13305,2467,3909,2243.92,6929,4988.69
AF-709678,LN-509678,2025-09-01,AG-624,25500,22853,2763,9735,2884.38,10355,76.46
AF-709679,LN-509679,2025-08-31,AG-630,13150,11609,2288,4794,2070.52,4527,1801.28
AF-709680,LN-509680,2025-09-10,AG-609,39700,32853,3741,18096,3865.6,11016,7670.24
AF-709681,LN-509681,2025-09-15,AG-660,9100,7873,1924,1481,1795.12,4468,694.18
AF-709682,LN-509682,2025-09-01,AG-628,6700,5641,1700,3098,1631.92,843,-3794.62
AF-709683,LN-509683,2025-09-03,AG-623,8850,7554,1659,0,1778.12,5895,3674.46
AF-709684,LN-509684,2025-09-13,AG-635,5600,4691,1720,2730,1539.88,241,-1427.44
AF-709685,LN-509685,2025-09-15,AG-646,11050,9688,1845,5121,1927.72,2722,-188.38
AF-709686,LN-509686,2025-09-08,AG-654,8900,7516,1873,1957,1781.52,3686,2473.33
AF-709687,LN-509687,2025-09-19,AG-625,9950,8298,2027,3507,1852.92,2764,-441.7
AF-709688,LN-509688,2025-09-08,AG-655,11800,10622,1909,2551,1978.72,6162,3792.78
AF-709689,LN-509689,2025-09-22,AG-603,15900,13498,2227,6738,2257.52,4533,1187.24
AF-709690,LN-509690,2025-09-11,AG-638,15200,13093,2256,2505,2209.92,8332,4362.05
AF-709691,LN-509691,2025-09-27,AG-631,14100,11619,2372,582,2135.12,8665,6014.9
AF-709692,LN-509692,2025-09-19,AG-615,9800,8195,1791,1683,1842.72,4721,1790.39
AF-709693,LN-509693,2025-09-22,AG-624,19100,16987,2483,2423,2475.12,12081,1858.08
AF-709694,LN-509694,2025-09-11,AG-615,5450,4940,1559,1394,1528.26,1987,-2233.29
AF-709695,LN-509695,2025-09-13,AG-612,11650,10325,1847,6889,1968.52,1589,-99.65
AF-709696,LN-509696,2025-09-22,AG-621,15150,12452,2213,3421,2206.52,6818,4588.12
AF-709697,LN-509697,2025-09-14,AG-609,4200,3769,1346,959,1431.38,1464,714.49
AF-709698,LN-509698,2025-09-20,AG-618,8600,7872,1921,1830,1761.12,4121,2959.96
AF-709699,LN-509699,2025-09-26,AG-633,7600,6290,1604,1884,1693.12,2802,803.23
AF-709700,LN-509700,2025-09-18,AG-645,20400,17113,2825,4223,2563.52,"10,065.00",4449.95
AF-709701,LN-509701,2025-09-02,AG-627,30100,26209,3275,14661,3202.24,"8,273.00",-1977.72
AF-709702,LN-509702,2025-09-26,AG-616,4200,3660,1435,0,1431.38,2225,979.66
AF-709703,LN-509703,2025-09-10,AG-629,6850,6258,1676,1369,1642.12,3213,-2047.74
AF-709704,LN-509704,2025-09-17,AG-660,12139,10192,1688,3267,1791.72,5237,1005.35
AF-709705,LN-509705,2025-09-21,AG-608,13900,12589,2067,3923,2121.52,6599,956.99
AF-709706,LN-509706,2025-09-08,AG-634,7450,6197,1775,1797,1682.92,2625,1444.18
AF-709707,LN-509707,2025-09-14,AG-657,10150,9278,1966,2411,1866.52,4901,2220.24
AF-709708,LN-509708,2025-09-05,AG-644,14600,12875,2129,9028,2169.12,"1,718.00",-125.04
AF-709709,LN-509709,2025-09-05,AG-633,9300,8096,1699,2923,1808.72,3474,1633.67
AF-709710,LN-509710,2025-09-02,AG-620,7300,6131,1770,2466,1672.72,1895,-2831.37
AF-709711,LN-509711,2025-09-12,AG-619,16150,13340,2430,4165,2274.52,"6,745.00",5532.33
AF-709712,LN-509712,2025-09-19,AG-635,7800,6645,1575,1209,1706.72,3861,197.75
AF-709713,LN-509713,2025-08-31,AG-627,18650,16326,2453,8971,2444.52,4902,823.04
AF-709714,LN-509714,2025-09-08,AG-614,14700,13258,2277,5817,2175.92,5164,2594.18
AF-709715,LN-509715,2025-09-08,AG-654,5200,4399,1630,1281,1508.88,1488,-110.86
AF-709716,LN-509716,2025-09-11,AG-656,13450,11969,2174,202,2090.92,9593,6427.31
AF-709717,LN-509717,2025-09-11,AG-635,17300,15905,2165,7255,2352.72,6485,3185.04
AF-709718,LN-509718,2025-08-31,AG-648,20550,18667,2841,5717,2573.72,10109,6002.69
AF-709719,LN-509719,2025-09-11,AG-623,9250,7694,1821,1368,1805.32,4505,2113.29
AF-709720,LN-509720,2025-09-04,AG-628,9600,8744,2038,1159,1829.12,5547,1315.35
AF-709721,LN-509721,2025-09-24,AG-603,9100,8176,1739,3334,1795.12,3103,355.3
AF-709722,LN-509722,2025-09-24,AG-660,7191,6443,1634,2311,1512.76,2498,428.32
AF-709723,LN-509723,2025-09-24,AG-622,13650,12487,2132,3610,2104.52,6745,1658.53
AF-709724,LN-509724,2025-09-11,AG-628,21300,18041,2866,11821,2624.72,3354,1152
AF-709725,LN-509725,2025-09-11,AG-651,9250,7797,1950,2690,1805.32,3157,1846.33
AF-709726,LN-509726,2025-09-18,AG-619,25300,23048,2869,426,2870.56,19753,14137.95
AF-709727,LN-509727,2025-09-21,AG-619,16700,14131,2348,5759,2311.92,6024,1917.69
AF-709728,LN-509728,2025-09-08,AG-605,8450,7720,1616,122,1750.92,5982,3594.05
AF-709729,LN-509729,2025-09-18,AG-601,7800,6889,1870,2446,1706.72,"2,573.00",-3266.76
AF-709730,LN-509730,2025-09-21,AG-616,12750,10860,2035,2393,2043.32,"6,432.00",4780.38
AF-709731,LN-509731,2025-09-21,AG-634,8550,7464,1709,2114,1757.72,"3,641.00",1824.62
AF-709732,LN-509732,2025-09-24,AG-654,16450,13875,2523,6823,2294.92,4529,3326.11
AF-709733,LN-509733,2025-09-11,AG-637,16000,14161,2302,4335,2264.32,7524,533.14
AF-709734,LN-509734,2025-09-10,AG-657,16150,13653,2391,9179,2274.52,2083,-1179.06
AF-709735,LN-509735,2025-09-25,AG-659,15256,12585,1847,3233,1951.52,7505,6055.39
AF-709736,LN-509736,2025-09-18,AG-622,16850,14491,2461,9189,2322.12,2841,-506.4
AF-709737,LN-509737,2025-09-07,AG-645,11450,9760,1976,4673,1954.92,3111,-479.81
AF-709738,LN-509738,2025-09-22,AG-633,8350,6925,1906,3671,1744.12,1348,-198.31
AF-709739,LN-509739,2025-09-08,AG-657,6900,6210,1829,3166,1645.52,1215,161.88
AF-709740,LN-509740,2025-09-05,AG-619,10100,9206,1748,1680,1863.12,5778,4089.35
AF-709741,LN-509741,2025-08-29,AG-608,20350,17498,2719,4410,2560.12,10369,6138.31
AF-709742,LN-509742,2025-09-08,AG-662,12382,10424,1738,2356,1822.32,6330,4301.8
AF-709743,LN-509743,2025-09-12,AG-650,5100,4591,1411,1959,1501.13,1221,-1995.71
AF-709744,LN-509744,2025-09-22,AG-630,20450,17491,2840,4262,2566.92,10389,7841.84
AF-709745,LN-509745,2025-09-10,AG-647,6100,5315,1500,1881,1578.63,1934,-27.07
AF-709746,LN-509746,2025-09-05,AG-609,25050,21870,2768,5074,2853.29,14028,10881.68
AF-709747,LN-509747,2025-09-12,AG-636,4550,4056,1404,2109,1458.51,543,-847.15
AF-709748,LN-509748,2025-09-21,AG-637,8500,7034,1725,1004,1754.32,"4,305.00",274.06
AF-709749,LN-509749,2025-09-17,AG-614,11250,9586,2095,3454,1941.32,"4,037.00",1633.24
AF-709750,LN-509750,2025-09-02,AG-652,4950,4428,1525,1315,1489.51,1588,412.55
AF-709751,LN-509751,2025-09-23,AG-633,15700,13615,2235,5437,2243.92,5943,2288.28
AF-709752,LN-509752,2025-09-12,AG-662,11100,9395,1965,1355,1931.12,6075,3841.17
AF-709753,LN-509753,2025-09-08,AG-625,9400,8094,1817,1665,1815.52,4612,2190.77
AF-709754,LN-509754,2025-09-10,AG-636,15350,12636,2318,5037,2220.12,5281,1174.69
AF-709755,LN-509755,2025-09-06,AG-620,14500,13278,2177,8527,2162.32,2574,1509.28
AF-709756,LN-509756,2025-09-16,AG-637,9300,8360,1706,5451,1808.72,1203,-266.92
AF-709757,LN-509757,2025-09-13,AG-622,7850,6887,1642,2726,1710.12,2519,-616.71
AF-709758,LN-509758,2025-09-23,AG-647,10150,8833,2083,1773,1866.52,4977,1649.92
AF-709759,LN-509759,2025-09-26,AG-647,19800,17522,2356,2328,2522.72,12838,10612.75
AF-709760,LN-509760,2025-09-26,AG-630,18300,16650,2339,9437,2420.72,4874,1705.58
AF-709761,LN-509761,2025-09-03,AG-650,6200,5297,1685,426,1586.38,3186,2121.12
AF-709762,LN-509762,2025-09-16,AG-604,7750,6760,1606,3306,1703.32,"1,848.00",-55.02
AF-709763,LN-509763,2025-09-02,AG-638,14900,12890,2334,3185,2189.52,7371,4553.77
AF-709764,LN-509764,2025-09-18,AG-651,11750,10031,2024,7210,1975.32,797,-107.19
AF-709765,LN-509765,2025-09-12,AG-609,7500,6520,1629,712,1686.32,4179,3050.06
AF-709766,LN-509766,2025-09-08,AG-630,21800,18314,2786,3818,2658.72,11710,7685.4
AF-709767,LN-509767,2025-09-27,AG-640,8650,7198,1624,2108,1764.52,"3,466.00",2514.64
AF-709768,LN-509768,2025-09-07,AG-614,10850,9823,1995,2349,1914.12,5479,2069.11
AF-709769,LN-509769,2025-09-27,AG-662,7950,6660,1662,2567,1716.92,2431,-139.7
AF-709770,LN-509770,2025-09-16,AG-604,6150,5232,1488,0,1582.51,3744,1742.69
AF-709771,LN-509771,2025-09-13,AG-629,20000,18185,2634,3989,2536.32,11562,4184.03
AF-709772,LN-509772,2025-09-20,AG-621,5350,4460,1531,997,1520.51,1932,1028.74
AF-709773,LN-509773,2025-09-23,AG-652,14950,12403,2199,1081,2192.92,9123,7061.07
AF-709774,LN-509774,2025-09-12,AG-659,12054,10672,2031,2738,1835.92,5903,4344.38
AF-709775,LN-509775,2025-09-25,AG-633,10150,8845,1864,2111,1866.52,4870,3291.58
AF-709776,LN-509776,2025-09-06,AG-654,9050,7646,1755,3769,1791.72,2122,158.06
AF-709777,LN-509777,2025-09-07,AG-655,8400,6945,1665,1581,1747.52,3699,1073.79
AF-709778,LN-509778,2025-09-16,AG-649,8250,7213,1666,4021,1737.32,"1,526.00",-147.01
AF-709779,LN-509779,2025-09-14,AG-640,12350,11157,2253,2778,2016.12,6126,2337.74
AF-709780,LN-509780,2025-09-20,AG-629,9400,8037,1926,4023,1815.52,2088,33.41
AF-709781,LN-509781,2025-09-17,AG-655,12850,10738,2235,5473,2050.12,3030,910.08
AF-709782,LN-509782,2025-09-01,AG-634,5600,4598,1667,0,1539.88,2931,2278.64
AF-709783,LN-509783,2025-09-12,AG-649,10150,8768,1799,3928,1866.52,3041,1151.85
AF-709784,LN-509784,2025-09-08,AG-603,11550,10339,1813,5536,1961.72,2990,-600.81
AF-709785,LN-509785,2025-09-20,AG-619,27000,24030,2798,4550,2988.03,"16,682.00",13002.76
AF-709786,LN-509786,2025-09-07,AG-657,8900,8006,1845,593,1781.52,5568,3077.52
AF-709787,LN-509787,2025-09-20,AG-642,11100,9447,1868,666,1931.12,6913,5771.72
AF-709788,LN-509788,2025-09-23,AG-627,11300,9618,1966,5073,1944.72,2579,374.03
AF-709789,LN-509789,2025-09-01,AG-629,19300,17358,2738,8215,2488.72,"6,405.00",789.95
AF-709790,LN-509790,2025-09-12,AG-641,17950,15136,2590,5200,2396.92,7346,1757.84
