payment_id,loan_id,instalment_no,due_date,paid_date,amount_due_zar,amount_paid_zar,payment_method,status,failure_reason
RP-993221,LN-510328,4,20/01/2026,2026-01-22,4625.15,4625.15,Debit order,Paid,
RP-993222,LN-510329,4,2026-01-25,2026-01-26,1931.59,1931.59,Debit order,Paid,
RP-993223,LN-510330,4,2026-01-19,,3180.74,0,Debit order,Failed,Debit order disputed
RP-993224,LN-510331,4,2026-01-22,2026-01-23,5642.01,11284.02,Debit order,Paid,
RP-993225,LN-510332,4,2026-01-01,2026-01-10,1679.35,1679.35,Debit order,Paid,
RP-993226,LN-510333,4,2026-01-02,2026-01-11,2439,2439,EFT,Paid,
RP-993227,LN-510334,4,25/01/2026,2026-02-01,1665.23,1665.23,Debit order,Paid,
RP-993228,LN-510335,4,09/01/2026,,2038.72,0,Debit order,Failed,Account closed
RP-993229,LN-510336,4,05/01/2026,,1396.58,0,Debit order,Failed,Payment stopped
RP-993230,LN-510337,4,2026-01-12,,9143.51,0,Debit order,Failed,Debit order disputed
RP-993231,LN-510338,4,2026-01-24,2026-01-31,1245.34,1245.34,Debit order,paid,
RP-993232,LN-510339,4,13/01/2026,2026-01-13,1445.16,1445.16,Debit order,Paid,
RP-993233,LN-510340,4,2026-01-19,2026-01-28,1215.29,1215.29,Debit order,Paid,
RP-993234,LN-510341,4,08/01/2026,,767.35,0,Debit order,FAILED,Payment stopped
RP-993235,LN-510342,4,2026-01-19,2026-01-25,1867.68,1867.68,Debit order,Paid,
RP-993236,LN-510343,4,2026-01-22,2026-01-23,1449.61,1449.61,Debit order,Paid,
RP-993237,LN-510344,4,01/01/2026,2026-01-02,3345.76,3345.76,Debit order,Paid,
RP-993238,LN-510345,4,2026-01-04,2026-01-09,792.28,792.28,Debit order,Paid,
RP-993239,LN-510346,4,22/01/2026,2026-01-26,879.04,879.04,Debit order,Paid,
RP-993240,LN-510347,4,2026-01-19,2026-01-20,5642.01,5642.01,Debit order,Paid,
RP-993241,LN-510348,4,2026-01-05,2026-01-09,5615.05,5615.05,Debit order,Paid,
RP-993242,LN-510349,4,2026-01-07,2026-01-07,1728.29,951.9,Debit order,Partial,
RP-993243,LN-510350,4,2026-01-26,2026-01-27,3317.72,3317.72,Debit order,Paid,
RP-993244,LN-510351,4,2026-01-07,,2401.1,0,Debit order,Failed,Payment stopped
RP-993245,LN-510352,4,10/01/2026,2026-01-16,3514.06,3514.06,Debit order,Paid,
RP-993246,LN-510353,4,2026-01-07,2026-01-08,5642.01,5642.01,Debit order,Paid,
RP-993247,LN-510354,4,2026-01-26,2026-02-04,1947.72,1947.72,Debit order,Paid,
RP-993248,LN-510355,4,11/01/2026,2026-01-19,1614.93,1614.93,Debit order,Paid,
RP-993249,LN-510356,4,2026-01-12,2026-01-12,779.29,779.29,Debit order,Paid,
RP-993250,LN-510357,4,2026-01-13,2026-01-16,4106.31,4106.31,EFT,PAID,
RP-993251,LN-510358,4,19/01/2026,2026-01-25,652.36,652.36,Debit order,paid,
RP-993252,LN-510359,4,14/01/2026,2026-01-23,1032.62,1032.62,Debit order,Paid,
RP-993253,LN-510360,4,2026-01-06,2026-01-14,2290.58,2290.58,Debit order,Paid,
RP-993254,LN-510361,4,2026-01-02,2026-01-08,1278,1278,EFT,Paid,
RP-993255,LN-510362,4,24/01/2026,,5615.05,0,Debit order,FAILED,Account closed
RP-993256,LN-510363,4,2026-01-03,2026-01-03,3907.36,3907.36,Debit order,Paid,
RP-993257,LN-510364,4,2026-01-06,2026-01-12,2160.38,2160.38,Debit order,Paid,
RP-993258,LN-510365,4,2026-01-09,2026-01-18,3117.38,3117.38,Debit order,Paid,
RP-993259,LN-510366,4,2026-01-11,2026-01-20,1656.26,1656.26,Debit order,PAID,
RP-993260,LN-510367,4,20/01/2026,2026-01-22,2323.27,2323.27,Debit order,Paid,
RP-993261,LN-510368,4,2026-01-08,2026-01-16,4581.11,4581.11,Debit order,Paid,
RP-993262,LN-510369,4,2026-01-14,2026-01-21,1161.04,3483.12,Debit order,PAID,
RP-993263,LN-510370,4,2026-01-09,2026-01-13,2041.56,2041.56,EFT,Paid,
RP-993264,LN-510371,4,2026-01-20,2026-01-21,4024.6,4024.6,Debit order,Paid,
RP-993265,LN-510372,4,2026-01-28,2026-02-03,3030.58,3030.58,Debit order,Paid,
RP-993266,LN-510373,4,2026-01-25,2026-01-28,2456.63,2456.63,Debit order,PAID,
RP-993267,LN-510374,4,2026-01-28,2026-01-31,3347.4,3347.4,Debit order,Paid,
RP-993268,LN-510375,4,26/01/2026,2026-02-04,4449.69,4449.69,Debit order,Paid,
RP-993269,LN-510376,4,19/01/2026,2026-01-21,2332.49,2332.49,EFT,Paid,
RP-993270,LN-510377,4,2026-01-14,2026-01-21,6566.01,6566.01,Debit order,Paid,
RP-993271,LN-510378,4,2026-01-17,2026-01-21,592.06,592.06,Debit order,Paid,
RP-993272,LN-510379,4,2026-01-28,2026-02-06,2875.6,2875.6,Debit order,Paid,
RP-993273,LN-510380,4,2026-01-02,2026-01-03,968.41,1936.82,Debit order,Paid,
RP-993274,LN-510381,4,2026-01-27,2026-02-05,3316.07,3316.07,Debit order,Paid,
RP-993275,LN-510382,4,21/01/2026,2026-01-28,1538.48,1538.48,Debit order,Paid,
RP-993276,LN-510383,4,2026-01-10,2026-01-13,5588.16,5588.16,Debit order,Paid,
RP-993277,LN-510384,4,2026-01-16,2026-01-17,4051.73,4051.73,Debit order,Paid,
RP-993278,LN-510385,4,05/01/2026,2026-01-08,4523.94,4523.94,Debit order,Paid,
RP-993279,LN-510386,4,2026-01-24,2026-01-31,1128.94,1128.94,Debit order,Paid,
RP-993280,LN-510387,4,2026-01-21,2026-01-28,1816.38,1816.38,Cash,Paid,
RP-993281,LN-510388,4,2026-01-28,2026-02-04,2593.89,"2,593.89",Debit order,PAID,
RP-993282,LN-510389,4,2026-01-04,2026-01-05,4024.6,4024.6,Debit order,Paid,
RP-993283,LN-510390,4,2026-01-11,2026-01-11,9854.86,9854.86,Debit order,Paid,
RP-993284,LN-510391,4,2026-01-19,2026-01-24,7296.17,14592.34,Debit order,Paid,
RP-993285,LN-510392,4,26/01/2026,,1128.79,0,Debit order,Failed,Payment stopped
RP-993286,LN-510393,4,27/01/2026,2026-02-02,3085.51,3085.51,Debit order,Paid,
RP-993287,LN-510394,4,2026-01-13,2026-01-15,10093.5,10093.5,Debit order,Paid,
RP-993288,LN-510395,4,2026-01-23,2026-01-24,2715.2,2715.2,Debit order,Paid,
RP-993289,LN-510396,4,2026-01-25,2026-01-27,2332.49,2332.49,Debit order,PAID,
RP-993290,LN-510397,4,2026-01-14,2026-01-21,1995.8,1995.8,Debit order,paid,
RP-993291,LN-510398,4,19/01/2026,2026-01-25,2275.2,2275.2,Debit order,PAID,
RP-993292,LN-510399,4,23/01/2026,2026-01-29,4130.15,4130.15,Debit order,Paid,
RP-993293,LN-510400,4,2026-01-24,2026-01-29,684.74,684.74,Debit order,Paid,
RP-993294,LN-510401,4,08/01/2026,2026-01-09,2570.7,2570.7,Debit order,Paid,
RP-993295,LN-510402,4,2026-01-04,2026-01-06,4078.96,4078.96,Debit order,Paid,
RP-993296,LN-510403,4,2026-01-21,,1931.27,0,Debit order,Failed,Payment stopped
RP-993297,LN-510404,4,02/01/2026,2026-01-11,3098.59,3098.59,Debit order,Paid,
RP-993298,LN-510405,4,2026-01-07,2026-01-09,3410.55,3410.55,Debit order,paid,
RP-993299,LN-510406,4,2026-01-08,2026-01-16,1889.15,1889.15,Debit order,Paid,
RP-993300,LN-510407,4,2026-01-14,2026-01-21,1665.23,1665.23,EFT,Paid,
RP-993301,LN-510408,4,13/01/2026,2026-01-16,2077.26,8309.04,Debit order,Paid,
RP-993302,LN-510409,4,04/01/2026,2026-01-07,3463.56,6927.12,Debit order,Paid,
RP-993303,LN-510410,4,2026-01-20,2026-01-29,10250.72,10250.72,Debit order,Paid,
RP-993304,LN-510411,4,2026-01-25,2026-01-30,3386.83,3386.83,Debit order,PAID,
RP-993305,LN-510412,4,2026-01-14,2026-01-16,8008.57,8008.57,Debit order,Paid,
RP-993306,LN-510413,4,2026-01-11,2026-01-13,1804.48,1804.48,Debit order,Paid,
RP-993307,LN-510414,4,24/01/2026,2026-01-30,4471.08,4471.08,EFT,Paid,
RP-993308,LN-510415,4,2026-01-24,2026-02-02,2283.03,2283.03,Debit order,Paid,
RP-993309,LN-510416,4,2026-01-07,2026-01-07,5642.01,5642.01,Debit order,Paid,
RP-993310,LN-510417,4,01/01/2026,2026-01-04,4106.31,4106.31,Debit order,Paid,
RP-993311,LN-510418,4,2026-01-02,2026-01-10,5561.35,5561.35,Debit order,Paid,
RP-993312,LN-510419,4,2026-01-06,2026-01-06,3364.72,3364.72,Cash,Paid,
RP-993313,LN-510420,4,2026-01-19,,1728.29,0,Debit order,Failed,Insufficient funds
RP-993314,LN-510421,4,2026-01-12,2026-01-18,555.2,555.2,Debit order,Paid,
RP-993315,LN-510422,4,23/01/2026,2026-01-25,10278.54,10278.54,EFT,Paid,
RP-993316,LN-510423,4,2026-01-18,2026-01-27,3755.86,"3,755.86",Debit order,Paid,
RP-993317,LN-510424,4,2026-01-13,2026-01-20,3262.06,3262.06,Debit order,Paid,
RP-993318,LN-510425,4,2026-01-20,2026-01-24,2125.23,2125.23,Debit order,Paid,
RP-993319,LN-510426,4,2026-01-19,2026-01-27,842.13,842.13,Debit order,Paid,
RP-993320,LN-510427,4,2026-01-03,,3625.17,0,Debit order,Failed,Debit order disputed
RP-993321,LN-510428,4,2026-01-06,2026-01-10,3645.83,3645.83,Debit order,Paid,
RP-993322,LN-510429,4,16/01/2026,2026-01-23,1069.72,694.99,Debit order,Partial,
RP-993323,LN-510430,4,2026-01-01,2026-01-02,3078.51,3078.51,Debit order,Paid,
RP-993324,LN-510431,4,2026-01-03,2026-01-07,3067.48,3067.48,Debit order,Paid,
RP-993325,LN-510432,4,2026-01-09,2026-01-09,4581.11,"13,743.33",EFT,Paid,
RP-993326,LN-510433,4,2026-01-06,2026-01-14,1867.37,"1,867.37",Debit order,Paid,
RP-993327,LN-510434,4,2026-01-04,2026-01-05,1193.15,1193.15,Debit order,Paid,
RP-993328,LN-510435,4,2026-01-05,2026-01-12,3645.83,3645.83,Debit order,Paid,
RP-993329,LN-510436,4,2026-01-04,2026-01-04,2138.34,2138.34,Debit order,Paid,
RP-993330,LN-510437,4,2026-01-04,2026-01-06,5642.01,5642.01,Debit order,Paid,
RP-993331,LN-510438,4,2026-01-20,2026-01-20,1868.31,1868.31,Debit order,Paid,
RP-993332,LN-510439,4,2026-01-27,2026-02-04,1657.48,867.44,Debit order,Partial,
RP-993333,LN-510440,4,2026-01-24,2026-02-01,3014.08,"3,014.08",Debit order,Paid,
RP-993334,LN-510441,4,2026-01-17,2026-01-21,2341.33,2341.33,Debit order,Paid,
RP-993335,LN-510442,4,14/01/2026,2026-01-21,3317.72,3317.72,Debit order,Paid,
RP-993336,LN-510443,4,28/01/2026,2026-01-29,1289.47,1289.47,Debit order,Paid,
RP-993337,LN-510444,4,05/01/2026,,4024.6,0,Debit order,Failed,Insufficient funds
RP-993338,LN-510445,4,2026-01-24,2026-01-26,3920.91,"3,920.91",Debit order,Paid,
RP-993339,LN-510446,4,2026-01-08,2026-01-13,3047.11,3047.11,Debit order,Paid,
RP-993340,LN-510447,4,27/01/2026,2026-02-01,3690.81,7381.62,Debit order,Paid,
RP-993341,LN-510448,4,2026-01-27,2026-02-01,3128.17,3128.17,Debit order,Paid,
RP-993342,LN-510449,4,2026-01-04,2026-01-10,2444.01,7332.03,Debit order,Paid,
RP-993343,LN-510450,4,2026-01-26,2026-02-01,10222.92,10222.92,Debit order,Paid,
RP-993344,LN-510451,4,2026-01-04,2026-01-05,1431.49,1431.49,Debit order,Paid,
RP-993345,LN-510452,4,2026-01-14,2026-01-18,7054.37,1464.41,Debit order,Partial,
RP-993346,LN-510453,4,2026-01-08,2026-01-10,1623.88,1623.88,Debit order,Paid,
RP-993347,LN-510454,4,2026-01-14,2026-01-21,2063.65,2063.65,Debit order,Paid,
RP-993348,LN-510455,4,2026-01-03,2026-01-08,2192.58,2192.58,EFT,Paid,
RP-993349,LN-510456,4,2026-01-20,,1490.29,0,Debit order,Failed,No authority
RP-993350,LN-510457,4,07/01/2026,,5145.1,0,EFT,Failed,Debit order disputed
RP-993351,LN-510458,4,22/01/2026,2026-01-22,1598.86,1598.86,Debit order,Paid,
RP-993352,LN-510459,4,2026-01-17,2026-01-20,625.29,1875.87,Debit order,Paid,
RP-993353,LN-510460,4,2026-01-10,2026-01-10,2401.1,"2,401.10",Debit order,PAID,
RP-993354,LN-510461,4,2026-01-12,2026-01-17,2001.31,952.01,Debit order,Partial,
RP-993355,LN-510462,4,20/01/2026,2026-01-26,3345.76,3345.76,Debit order,Paid,
RP-993356,LN-510463,4,18/01/2026,2026-01-19,3497.4,3497.4,Cash,Paid,
RP-993357,LN-510464,4,22/01/2026,2026-01-31,10278.54,10278.54,Debit order,Paid,
RP-993358,LN-510465,4,2026-01-11,2026-01-17,1868.31,1868.31,Debit order,paid,
RP-993359,LN-510466,4,24/01/2026,2026-01-31,3701.98,3701.98,Debit order,Paid,
RP-993360,LN-510467,4,2026-01-02,2026-01-04,1032.62,1032.62,Debit order,Paid,
RP-993361,LN-510468,4,2026-01-22,2026-01-25,1408.66,1408.66,Debit order,Paid,
RP-993362,LN-510469,4,2026-01-20,,1458.59,0,Debit order,Failed,Account closed
RP-993363,LN-510470,4,22/01/2026,2026-01-26,991.71,991.71,Debit order,Paid,
RP-993364,LN-510471,4,04/01/2026,,5615.05,0,Debit order,Failed,Payment stopped
RP-993365,LN-510472,4,2026-01-13,2026-01-17,2999.84,8999.52,Debit order,Paid,
RP-993366,LN-510473,4,2026-01-23,2026-01-31,3163.27,3163.27,Debit order,Paid,
RP-993367,LN-510474,4,2026-01-25,2026-02-02,3345.76,3345.76,Debit order,Paid,
RP-993368,LN-510475,4,08/01/2026,2026-01-11,1495.24,1495.24,Debit order,Paid,
RP-993369,LN-510476,4,13/01/2026,2026-01-20,2398.38,2398.38,Debit order,Paid,
RP-993370,LN-510477,4,26/01/2026,,2325.43,0,Debit order,Failed,Account closed
RP-993371,LN-510478,4,2026-01-19,2026-01-22,3317.72,3317.72,Debit order,Paid,
RP-993372,LN-510479,4,2026-01-04,2026-01-10,1096.83,1096.83,Debit order,Paid,
RP-993373,LN-510480,4,2026-01-09,2026-01-12,5434.89,5434.89,Debit order,Paid,
RP-993374,LN-510481,4,2026-01-13,2026-01-21,2253.09,2253.09,Debit order,Paid,
RP-993375,LN-510482,4,2026-01-20,2026-01-24,3345.76,3345.76,Debit order,Paid,
RP-993376,LN-510483,4,2026-01-05,2026-01-13,4039.48,4039.48,Debit order,Paid,
RP-993377,LN-510484,4,2026-01-02,2026-01-09,3510.35,3510.35,Debit order,Paid,
RP-993378,LN-510485,4,2026-01-07,2026-01-08,1339.97,1339.97,Debit order,Paid,
RP-993379,LN-510486,4,2026-01-08,2026-01-13,2162.29,2162.29,Debit order,Paid,
RP-993380,LN-510487,4,2026-01-21,2026-01-24,2939.57,2939.57,Cash,Paid,
RP-993381,LN-510488,4,2026-01-22,2026-01-24,3522.75,3522.75,Debit order,Paid,
RP-993382,LN-510489,4,2026-01-22,2026-01-27,2833.98,2833.98,EFT,Paid,
RP-993383,LN-510490,4,06/01/2026,,2569.66,0,Debit order,Failed,Debit order disputed
RP-993384,LN-510491,4,2026-01-22,2026-01-26,4078.96,4078.96,Debit order,Paid,
RP-993385,LN-510492,4,12/01/2026,2026-01-18,4024.6,1556.42,Debit order,Partial,
RP-993386,LN-510493,4,03/01/2026,2026-01-03,5615.05,22460.2,Debit order,Paid,
RP-993387,LN-510494,4,2026-01-14,,5561.35,0,Cash,FAILED,Payment stopped
RP-993388,LN-510495,4,2026-01-03,2026-01-12,3666.14,3666.14,EFT,Paid,
RP-993389,LN-510496,4,11/01/2026,,2061.93,0,Debit order,Failed,No authority
RP-993390,LN-510497,4,2026-01-03,2026-01-04,1838.86,1838.86,Debit order,paid,
RP-993391,LN-510498,4,2026-01-22,,1562.44,0,Debit order,Failed,No authority
RP-993392,LN-510499,4,07/01/2026,2026-01-09,2715.2,2715.2,Debit order,Paid,
RP-993393,LN-510500,4,2026-01-15,2026-01-24,4416.06,4416.06,Debit order,Paid,
RP-993394,LN-510501,4,2026-01-21,2026-01-27,1526.73,1526.73,Debit order,Paid,
RP-993395,LN-510502,4,13/01/2026,2026-01-17,3325.02,3325.02,Debit order,Paid,
RP-993396,LN-510503,4,2026-01-25,2026-01-27,4051.73,4051.73,Debit order,PAID,
RP-993397,LN-510504,4,2026-01-01,2026-01-05,2739.4,2739.4,EFT,Paid,
RP-993398,LN-510505,4,2026-01-26,2026-02-02,1501.75,1501.75,EFT,Paid,
RP-993399,LN-510506,4,2026-01-24,2026-02-02,1828.33,1828.33,Debit order,PAID,
RP-993400,LN-510507,4,2026-01-22,2026-01-27,5534.61,22138.44,Debit order,Paid,
RP-993401,LN-510508,4,25/01/2026,2026-01-28,1403.04,1403.04,EFT,Paid,
RP-993402,LN-510509,4,2026-01-27,2026-02-01,361.45,361.45,Debit order,Paid,
RP-993403,LN-510510,4,2026-01-21,2026-01-22,1680.8,1680.8,Cash,Paid,
RP-993404,LN-510511,4,2026-01-27,2026-02-04,3291.85,3291.85,Debit order,Paid,
RP-993405,LN-510512,4,2026-01-18,2026-01-25,3095.66,3095.66,Cash,Paid,
RP-993406,LN-510513,4,2026-01-11,2026-01-16,2723.41,"2,723.41",Debit order,Paid,
RP-993407,LN-510514,4,2026-01-08,2026-01-12,3289.82,3289.82,Debit order,Paid,
RP-993408,LN-510515,4,2026-01-03,2026-01-12,3387.26,3387.26,Debit order,Paid,
RP-993409,LN-510516,4,2026-01-08,2026-01-13,1695.24,1695.24,Debit order,Paid,
RP-993410,LN-510517,4,28/01/2026,,1591.5,0,Debit order,Failed,Account closed
RP-993411,LN-510518,4,2026-01-19,2026-01-22,2570.7,2570.7,Debit order,Paid,
RP-993412,LN-510519,4,10/01/2026,2026-01-11,1865.95,1865.95,Debit order,Paid,
RP-993413,LN-510520,4,2026-01-23,2026-02-01,5615.05,5615.05,Debit order,Paid,
RP-993414,LN-510521,4,2026-01-19,2026-01-27,2368.71,2368.71,Debit order,PAID,
RP-993415,LN-510522,4,21/01/2026,,847.39,0,Debit order,Failed,Debit order disputed
RP-993416,LN-510523,4,2026-01-21,2026-01-23,1170.5,1170.5,Debit order,Paid,
RP-993417,LN-510524,4,2026-01-28,2026-02-05,1487.42,1487.42,Debit order,Paid,
RP-993418,LN-510525,4,2026-01-13,2026-01-13,2095.47,2095.47,Debit order,Paid,
RP-993419,LN-510526,4,2026-01-05,2026-01-06,2478.72,2478.72,Debit order,Paid,
RP-993420,LN-510527,4,2026-01-11,2026-01-19,976.2,976.2,Debit order,Paid,
RP-993421,LN-510528,4,2026-01-15,2026-01-24,1748.39,1748.39,Debit order,Paid,
RP-993422,LN-510529,4,2026-01-25,2026-02-02,6548.28,6548.28,EFT,Paid,
RP-993423,LN-510530,4,2026-01-04,2026-01-08,2627.78,2627.78,Debit order,Paid,
RP-993424,LN-510531,4,2026-01-02,2026-01-07,5615.05,5615.05,EFT,Paid,
RP-993425,LN-510532,4,14/01/2026,2026-01-19,3410.55,3410.55,Debit order,Paid,
RP-993426,LN-510533,4,2026-01-07,,1450,0,Debit order,Failed,Account closed
RP-993427,LN-510534,4,2026-01-16,2026-01-16,1518.37,1518.37,Cash,Paid,
RP-993428,LN-510535,4,2026-01-06,2026-01-15,5642.01,5642.01,Debit order,Paid,
RP-993429,LN-510536,4,2026-01-16,,3317.72,0,Debit order,Failed,Debit order disputed
RP-993430,LN-510537,4,2026-01-26,2026-01-31,1193.15,2386.3,Debit order,Paid,
RP-993431,LN-510538,4,2026-01-23,2026-01-29,2647.61,2647.61,Debit order,Paid,
RP-993432,LN-510539,4,2026-01-13,2026-01-21,1450,1450,Debit order,Paid,
RP-993433,LN-510540,4,2026-01-20,2026-01-22,1664.79,1664.79,Debit order,Paid,
RP-993434,LN-510541,4,17/01/2026,2026-01-21,3317.72,3317.72,Debit order,Paid,
RP-993435,LN-510542,4,2026-01-10,2026-01-19,4955.43,4955.43,Debit order,Paid,
RP-993436,LN-510543,4,2026-01-07,,669.13,0,Debit order,Failed,Debit order disputed
RP-993437,LN-510544,4,2026-01-17,2026-01-25,1565.41,1565.41,Cash,Paid,
RP-993438,LN-510545,4,2026-01-02,2026-01-07,8370.19,"8,370.19",Debit order,PAID,
RP-993439,LN-510546,4,22/01/2026,,960.66,0,EFT,Failed,Payment stopped
RP-993440,LN-510547,4,2026-01-01,,6244.63,0,Debit order,Failed,Debit order disputed
RP-993441,LN-510548,4,08/01/2026,,3208.11,0,Debit order,Failed,Account closed
RP-993442,LN-510549,4,2026-01-27,2026-02-05,1996.6,1996.6,Debit order,Paid,
RP-993443,LN-510550,4,2026-01-01,2026-01-05,1064.88,3194.64,Debit order,Paid,
RP-993444,LN-510551,4,2026-01-07,2026-01-08,3067.48,"3,067.48",Debit order,Paid,
RP-993445,LN-510552,3,23/01/2026,2026-01-25,2563.72,2563.72,Cash,Paid,
RP-993446,LN-510553,3,10/01/2026,2026-01-16,1291.93,1291.93,Debit order,Paid,
RP-993447,LN-510554,3,2026-01-27,2026-02-02,2907.59,2907.59,Debit order,Paid,
RP-993448,LN-510555,3,17/01/2026,2026-01-24,3345.76,3345.76,Debit order,Paid,
RP-993449,LN-510556,3,2026-01-18,2026-01-23,906.92,906.92,Debit order,Paid,
RP-993450,LN-510557,3,2026-01-24,2026-01-30,4024.6,4024.6,Debit order,Paid,
RP-993451,LN-510558,3,2026-01-13,,2324.34,0,Debit order,Failed,Account closed
RP-993452,LN-510559,3,2026-01-14,2026-01-15,3345.76,3345.76,EFT,Paid,
RP-993453,LN-510560,3,2026-01-22,2026-01-27,1744.51,1744.51,Debit order,Paid,
RP-993454,LN-510561,3,19/01/2026,2026-01-25,4536.13,4536.13,Debit order,PAID,
RP-993455,LN-510562,3,2026-01-07,2026-01-14,1865.95,1865.95,Debit order,Paid,
RP-993456,LN-510563,3,2026-01-12,2026-01-17,3988.75,3988.75,Debit order,Paid,
RP-993457,LN-510564,3,24/01/2026,2026-01-29,1578.18,1578.18,Debit order,paid,
RP-993458,LN-510565,3,2026-01-03,2026-01-12,2680.76,2680.76,Debit order,Paid,
RP-993459,LN-510566,3,01/01/2026,2026-01-08,1280.14,1280.14,Debit order,Paid,
RP-993460,LN-510567,3,2026-01-22,2026-01-30,3291.85,3291.85,Debit order,Paid,
RP-993461,LN-510568,3,2026-01-02,2026-01-11,1738.95,1738.95,Debit order,PAID,
RP-993462,LN-510569,3,2026-01-01,2026-01-03,4625.15,4625.15,Debit order,Paid,
RP-993463,LN-510570,3,2026-01-01,2026-01-06,3289.82,3289.82,Cash,Paid,
RP-993464,LN-510571,3,2026-01-23,2026-01-30,2380.45,2380.45,Debit order,PAID,
RP-993465,LN-510572,3,2026-01-25,2026-01-29,1658.52,1658.52,Debit order,Paid,
RP-993466,LN-510573,3,2026-01-05,2026-01-12,2433.48,2433.48,Debit order,Paid,
RP-993467,LN-510574,3,09/01/2026,2026-01-11,3236.3,3236.3,Debit order,PAID,
RP-993468,LN-510575,3,2026-01-13,2026-01-22,5642.01,5642.01,Debit order,Paid,
RP-993469,LN-510576,3,06/01/2026,2026-01-12,3654.72,3654.72,Debit order,Paid,
RP-993470,LN-510577,3,2026-01-11,2026-01-19,1507.15,1507.15,EFT,PAID,
RP-993471,LN-510578,3,2026-01-21,2026-01-21,1637.3,1637.3,Debit order,Paid,
RP-993472,LN-510579,3,2026-01-02,2026-01-07,2682.54,"2,682.54",Debit order,paid,
RP-993473,LN-510580,3,2026-01-15,2026-01-15,4216.1,4216.1,Debit order,Paid,
RP-993474,LN-510581,3,2026-01-12,2026-01-19,1604.64,1604.64,Debit order,Paid,
RP-993475,LN-510582,3,2026-01-23,2026-01-28,1588.5,1588.5,Cash,Paid,
RP-993476,LN-510583,3,2026-01-04,,2142.03,0,Debit order,Failed,Payment stopped
RP-993477,LN-510584,3,2026-01-09,2026-01-13,1736.36,1736.36,Debit order,Paid,
RP-993478,LN-510585,3,2026-01-02,2026-01-09,3005.68,3005.68,Cash,Paid,
RP-993479,LN-510586,3,04/01/2026,2026-01-12,2445.28,789.55,Debit order,Partial,
RP-993480,LN-510587,3,2026-01-18,2026-01-21,3027.13,1746.29,Debit order,Partial,
RP-993481,LN-510589,3,28/01/2026,,895,0,Debit order,Failed,Debit order disputed
RP-993482,LN-510590,3,2026-01-21,2026-01-26,4024.6,4024.6,Debit order,paid,
RP-993483,LN-510591,3,2026-01-23,2026-01-29,839.98,839.98,Debit order,paid,
RP-993484,LN-510592,3,2026-01-25,2026-02-02,4078.96,4078.96,Debit order,PAID,
RP-993485,LN-510593,3,2026-01-22,2026-01-25,1267.65,"1,267.65",Debit order,Paid,
RP-993486,LN-510594,3,05/01/2026,2026-01-12,5615.05,"5,615.05",Debit order,Paid,
RP-993487,LN-510595,3,2026-01-17,2026-01-20,6110.22,6110.22,Debit order,Paid,
RP-993488,LN-510596,3,2026-01-20,2026-01-26,1236.66,1236.66,Debit order,Paid,
RP-993489,LN-510597,3,2026-01-08,2026-01-09,2769.2,2769.2,Debit order,Paid,
RP-993490,LN-510598,3,2026-01-09,2026-01-16,1408.66,1408.66,Debit order,Paid,
RP-993491,LN-510599,3,2026-01-09,2026-01-15,4650.11,9300.22,Debit order,Paid,
RP-993492,LN-510600,3,2026-01-16,2026-01-22,1000.51,1000.51,Debit order,Paid,
RP-993493,LN-510601,3,20/01/2026,2026-01-26,2867.62,2867.62,Debit order,Paid,
RP-993494,LN-510602,3,2026-01-14,2026-01-15,3229.74,3229.74,Debit order,Paid,
RP-993495,LN-510603,3,2026-01-23,,1571.97,0,Debit order,Failed,Insufficient funds
RP-993496,LN-510604,3,2026-01-07,2026-01-07,2173.69,2173.69,Debit order,Paid,
RP-993497,LN-510605,3,2026-01-28,2026-02-02,4141.25,4141.25,EFT,Paid,
RP-993498,LN-510606,3,28/01/2026,2026-02-03,5588.16,5588.16,Debit order,Paid,
RP-993499,LN-510607,3,28/01/2026,,3055.12,0,Debit order,Failed,Account closed
RP-993500,LN-510608,3,2026-01-01,2026-01-03,1235.27,1235.27,EFT,Paid,
RP-993501,LN-510609,3,2026-01-16,2026-01-19,10222.92,10222.92,Debit order,Paid,
RP-993502,LN-510610,3,2026-01-18,2026-01-25,3095.66,3095.66,Debit order,Paid,
RP-993503,LN-510611,3,2026-01-21,,1236.38,0,Debit order,Failed,Payment stopped
RP-993504,LN-510612,3,2026-01-27,,4326.67,0,Debit order,Failed,Account closed
RP-993505,LN-510613,3,2026-01-27,2026-01-31,1783.58,1783.58,Debit order,Paid,
RP-993506,LN-510614,3,18/01/2026,2026-01-26,2138.34,2138.34,Debit order,Paid,
RP-993507,LN-510615,3,2026-01-06,2026-01-06,943.81,943.81,Debit order,Paid,
RP-993508,LN-510616,3,13/01/2026,2026-01-17,1396.58,1396.58,Debit order,Paid,
RP-993509,LN-510617,3,2026-01-08,2026-01-11,5588.16,5588.16,Debit order,Paid,
RP-993510,LN-510618,3,2026-01-19,2026-01-19,4106.31,4106.31,EFT,Paid,
RP-993511,LN-510619,3,2026-01-04,,2498.25,0,Debit order,FAILED,Debit order disputed
RP-993512,LN-510620,3,2026-01-21,2026-01-23,5615.05,5615.05,Debit order,Paid,
RP-993513,LN-510621,3,2026-01-21,2026-01-29,995.19,995.19,Debit order,Paid,
RP-993514,LN-510622,3,2026-01-13,2026-01-22,5615.05,3639.07,Debit order,Partial,
