snapshot_date,loan_id,days_past_due,outstanding_balance_zar,arrears_amount_zar,arrears_bucket
2025-10-31,LN-502842,0,29611.2,0,Current
2025-10-31,LN-502843,0,18599.9,0,Current
2025-10-31,LN-502846,90,16158.88,11321.46,61-90
2025-10-31,LN-502847,0,10811.58,0,Current
2025-10-31,LN-502849,0,5988.63,0,Current
2025-10-31,LN-502850,30,8934.25,3425.76,1-30
2025-10-31,LN-502851,0,9845.5,0,Current
2025-10-31,LN-502852,60,7711.12,4409.94,31-60
2025-10-31,LN-502853,0,8134.5,0,Current
2025-10-31,LN-502854,0,29371.3,0,Current
2025-10-31,LN-502857,0,9786.6,0,Current
2025-10-31,LN-502858,0,18156.4,0,Current
2025-10-31,LN-502859,0,8740.85,0,Current
2025-10-31,LN-502860,0,5791.71,0,Current
2025-10-31,LN-502861,30,"19,475.71",1325.71,1-30
2025-10-31,LN-502862,0,29130.2,0,Current
2025-10-31,LN-502863,0,19168.81,0,Current
2025-10-31,LN-502864,0,4677.6,0,Current
2025-10-31,LN-502865,0,9754.8,0,Current
2025-10-31,LN-502868,0,30087.4,0,Current
2025-10-31,LN-502869,0,11712.3,0,Current
2025-10-31,LN-502870,0,9197.4,0,Current
2025-10-31,LN-502871,0,19327.6,0,Current
2025-10-31,LN-502872,0,29130.2,0,Current
2025-10-31,LN-502873,0,29130.19,0,Current
2025-10-31,LN-502875,0,"17,426.50",0,Current
2025-10-31,LN-502876,0,"9,131.79",0,Current
2025-10-31,LN-502877,0,22641,0,Current
2025-10-31,LN-502879,0,18007.4,0,Current
2025-10-31,LN-502880,0,12197.2,0,Current
2025-10-31,LN-502882,0,"10,418.40",0,Current
2025-10-31,LN-502884,0,7955.9,0,Current
2025-10-31,LN-502885,0,29371.3,0,Current
2025-10-31,LN-502886,0,11515.8,0,Current
2025-10-31,LN-502887,30,7684.81,872.09,1-30
2025-10-31,LN-502888,60,5875.64,1727.12,31-60
2025-10-31,LN-502890,0,3164,0,Current
2025-10-31,LN-502891,0,"5,497.29",0,Current
2025-10-31,LN-502893,0,8864,0,Current
2025-10-31,LN-502894,0,14522.8,0,Current
2025-10-31,LN-502895,0,3044.48,0,Current
2025-10-31,LN-502897,0,5332.3,0,Current
2025-10-31,LN-502898,0,4503.46,0,Current
2025-10-31,LN-502899,0,6308,0,Current
2025-10-31,LN-502900,0,5272.39,0,Current
2025-10-31,LN-502901,0,5123.89,0,Current
2025-10-31,LN-502902,0,4397.08,0,Current
2025-10-31,LN-502903,0,13105,0,Current
2025-10-31,LN-502904,0,20498.7,0,Current
2025-10-31,LN-502905,0,6833.99,0,Current
2025-10-31,LN-502907,0,13179.11,0,Current
2025-10-31,LN-502908,0,29130.2,0,Current
2025-10-31,LN-502909,0,"10,306.00",0,Current
2025-10-31,LN-502911,0,15173.7,0,Current
2025-10-31,LN-502912,0,2411.9,0,Current
2025-10-31,LN-502913,0,5612.8,0,Current
2025-10-31,LN-502914,0,5918.6,0,Current
2025-10-31,LN-502915,0,5182.1,0,Current
2025-10-31,LN-502916,0,"5,238.80",0,Current
2025-10-31,LN-502917,0,"5,051.60",0,Current
2025-10-31,LN-502918,0,29611.2,0,Current
2025-10-31,LN-502919,150,0,28210.05,90+
2025-10-31,LN-502920,0,7588.42,0,Current
2025-10-31,LN-502921,60,31641.6,3258.84,31-60
2025-10-31,LN-502922,60,2058.8,0,31-60
2025-10-31,LN-502923,0,16238.59,0,Current
2025-10-31,LN-502924,0,26443.5,0,Current
2025-10-31,LN-502925,0,14381.9,0,Current
2025-10-31,LN-502926,0,23058.8,0,Current
2025-10-31,LN-502927,0,11487.1,0,Current
2025-10-31,LN-502928,0,10076.1,0,Current
2025-10-31,LN-502929,0,"20,549.39",0,Current
2025-10-31,LN-502930,0,17278.1,0,Current
2025-10-31,LN-502932,0,10474.79,0,Current
2025-10-31,LN-502933,0,21583.6,0,Current
2025-10-31,LN-502935,0,15057.9,0,Current
2025-10-31,LN-502936,0,13738.9,0,Current
2025-10-31,LN-502937,0,3087.6,0,Current
2025-10-31,LN-502938,0,16555.5,0,Current
2025-10-31,LN-502939,0,19723.5,0,Current
2025-10-31,LN-502941,0,9845.5,0,Current
2025-10-31,LN-502942,0,26889.74,0,Current
2025-10-31,LN-502943,0,26754.4,0,Current
2025-10-31,LN-502944,0,2813.7,0,Current
2025-10-31,LN-502945,0,9382.4,0,Current
2025-10-31,LN-502946,0,9614.29,0,Current
2025-10-31,LN-502947,0,17782.06,0,Current
2025-10-31,LN-502948,0,24906.5,0,Current
2025-10-31,LN-502950,0,"26,443.50",0,Current
2025-10-31,LN-502951,0,6931.8,0,Current
2025-10-31,LN-502953,0,3408.54,0,Current
2025-10-31,LN-502954,0,4967.75,0,Current
2025-10-31,LN-502955,0,29611.2,0,Current
2025-10-31,LN-502956,0,19991,0,Current
2025-10-31,LN-502958,0,35803.2,0,Current
2025-10-31,LN-502960,60,"36,056.90",0,31-60
2025-10-31,LN-502961,0,11129.6,0,Current
2025-10-31,LN-502962,0,4303.5,0,Current
2025-10-31,LN-502963,0,8564.1,0,Current
2025-10-31,LN-502964,0,15019.5,0,Current
2025-10-31,LN-502966,0,16401.76,0,Current
2025-10-31,LN-502969,0,4314,0,Current
2025-10-31,LN-502970,0,12162.6,0,Current
2025-10-31,LN-502971,0,14522.8,0,Current
2025-10-31,LN-502972,0,9614.3,0,Current
2025-10-31,LN-502974,0,9845.5,0,Current
2025-10-31,LN-502975,120,4981.11,4259.52,90+
2025-10-31,LN-502976,0,2062.3,0,Current
2025-10-31,LN-502980,0,12696.5,0,Current
2025-10-31,LN-502981,0,18785.4,0,Current
2025-10-31,LN-502983,0,9163,0,Current
2025-10-31,LN-502984,0,19515.19,0,Current
2025-10-31,LN-502985,0,14584.2,0,Current
2025-10-31,LN-502987,0,9310.2,0,Current
2025-10-31,LN-502989,0,36807.01,0,Current
2025-10-31,LN-502991,0,23058.8,0,Current
2025-10-31,LN-502992,30,16227.1,1771.06,1-30
2025-10-31,LN-502993,0,5847.4,0,Current
2025-10-31,LN-502996,0,29850,0,Current
2025-10-31,LN-502997,0,16782.7,0,Current
2025-10-31,LN-502998,0,10116.81,0,Current
2025-10-31,LN-502999,0,19506.49,0,Current
2025-10-31,LN-503000,0,29130.2,0,Current
2025-10-31,LN-503001,90,35824.08,10037.28,61-90
2025-10-31,LN-503002,0,24278.77,0,Current
2025-10-31,LN-503003,0,13654.41,0,Current
2025-10-31,LN-503004,30,11266.11,0,1-30
2025-10-31,LN-503005,0,9614.3,0,Current
2025-10-31,LN-503006,0,"3,164.00",0,Current
2025-10-31,LN-503007,0,29130.19,0,Current
2025-10-31,LN-503009,0,3730.7,0,Current
2025-10-31,LN-503011,0,28074.29,0,Current
2025-10-31,LN-503012,0,"2,369.53",0,Current
2025-10-31,LN-503013,0,2258.6,0,Current
2025-10-31,LN-503014,0,15521.4,0,Current
2025-10-31,LN-503015,0,2152.4,0,Current
2025-10-31,LN-503016,0,11844.5,0,Current
2025-10-31,LN-503018,0,8564.1,0,Current
2025-10-31,LN-503019,0,3831.1,0,Current
2025-10-31,LN-503022,0,18103.04,0,Current
2025-10-31,LN-503023,0,19190.3,0,Current
2025-10-31,LN-503024,0,9382.4,0,Current
2025-10-31,LN-503026,120,8899.05,7981.32,90+
2025-10-31,LN-503027,0,3014.5,0,Current
2025-10-31,LN-503028,0,11266.1,0,Current
2025-10-31,LN-503029,120,12312.02,9521.8,90+
2025-10-31,LN-503030,0,10989.69,0,Current
2025-10-31,LN-503031,0,4889,0,Current
2025-10-31,LN-503032,0,7032.2,0,Current
2025-10-31,LN-503033,0,11380.1,0,Current
2025-10-31,LN-503034,0,25434.49,0,Current
2025-10-31,LN-503035,0,11603.47,0,Current
2025-10-31,LN-503037,0,"17,717.00",0,Current
2025-10-31,LN-503038,0,16157.2,0,Current
2025-10-31,LN-503039,0,2900.6,0,Current
2025-10-31,LN-503040,0,34663.59,0,Current
2025-10-31,LN-503041,0,2651.2,0,Current
2025-10-31,LN-503043,0,3547.3,0,Current
2025-10-31,LN-503044,0,20348,0,Current
2025-10-31,LN-503047,0,7323.6,0,Current
2025-10-31,LN-503048,0,10241.6,0,Current
2025-10-31,LN-503049,0,4601.5,0,Current
2025-10-31,LN-503050,0,9382.4,0,Current
2025-10-31,LN-503052,0,"34,749.90",0,Current
2025-10-31,LN-503053,0,15019.5,0,Current
2025-10-31,LN-503054,0,2058.8,0,Current
2025-10-31,LN-503055,0,3259.78,0,Current
2025-10-31,LN-503056,0,19485.5,0,Current
2025-10-31,LN-503057,30,9415.2,1518.37,1-30
2025-10-31,LN-503058,30,10721.61,759.11,1-30
2025-10-31,LN-503059,0,19243.92,0,Current
2025-10-31,LN-503060,0,29850,0,Current
2025-10-31,LN-503063,0,4506.6,0,Current
2025-10-31,LN-503064,0,11948.8,0,Current
2025-10-31,LN-503065,0,10116.8,0,Current
2025-10-31,LN-503068,0,12593.6,0,Current
2025-10-31,LN-503069,0,7374.79,0,Current
2025-10-31,LN-503071,0,4102.89,0,Current
2025-10-31,LN-503073,0,13582,0,Current
2025-10-31,LN-503074,0,6530.07,0,Current
2025-10-31,LN-503077,0,23058.8,0,Current
2025-10-31,LN-503078,0,29611.24,0,Current
2025-10-31,LN-503079,0,13237.58,0,Current
2025-10-31,LN-503080,0,13105,0,Current
2025-10-31,LN-503081,0,13471.91,0,Current
2025-10-31,LN-503082,0,6209.3,0,Current
2025-10-31,LN-503083,0,14057.5,0,Current
2025-10-31,LN-503085,0,11809.31,0,Current
2025-10-31,LN-503086,0,2302.81,0,Current
2025-10-31,LN-503087,0,8328.7,0,Current
2025-10-31,LN-503090,120,"38,592.69",13270.88,90+
2025-10-31,LN-503092,0,7483.4,0,Current
2025-10-31,LN-503093,0,11220.5,0,Current
2025-10-31,LN-503094,0,23203.1,0,Current
2025-10-31,LN-503097,0,10469.09,0,Current
2025-10-31,LN-503098,0,11698.4,0,Current
2025-10-31,LN-503100,0,9614.29,0,Current
2025-10-31,LN-503101,30,4649.52,1838.86,1-30
2025-10-31,LN-503103,0,22824.61,0,Current
2025-10-31,LN-503104,0,6735.2,0,Current
2025-10-31,LN-503105,0,9614.3,0,Current
2025-10-31,LN-503106,0,10806.4,0,Current
2025-10-31,LN-503107,0,14643,0,Current
2025-10-31,LN-503108,0,2356.7,0,Current
2025-10-31,LN-503109,0,5847.4,0,Current
2025-10-31,LN-503110,0,20576.92,0,Current
2025-10-31,LN-503111,0,6773.2,0,Current
2025-10-31,LN-503112,0,9845.5,0,Current
2025-10-31,LN-503113,0,35803.22,0,Current
2025-10-31,LN-503114,90,24424.38,16684.05,61-90
2025-10-31,LN-503115,60,10132.24,2875.76,31-60
2025-10-31,LN-503116,0,3834.8,0,Current
2025-10-31,LN-503118,0,7274.92,0,Current
2025-10-31,LN-503119,0,16179.08,0,Current
2025-10-31,LN-503120,0,32360.4,0,Current
2025-10-31,LN-503121,0,22683.21,0,Current
2025-10-31,LN-503122,0,3547.3,0,Current
2025-10-31,LN-503123,0,4465.1,0,Current
2025-10-31,LN-503124,60,10532.66,2078.24,31-60
2025-10-31,LN-503125,0,17702.2,0,Current
2025-10-31,LN-503126,0,3462.91,0,Current
2025-10-31,LN-503127,30,6907.85,3014.08,1-30
2025-10-31,LN-503128,30,13757.83,1473.98,1-30
2025-10-31,LN-503129,30,9362.08,1008.58,1-30
2025-10-31,LN-503130,0,26709.62,0,Current
2025-10-31,LN-503131,0,10136,0,Current
2025-10-31,LN-503132,0,4810.39,0,Current
2025-10-31,LN-503133,0,7818.29,0,Current
2025-10-31,LN-503134,150,0,1986.35,90+
2025-10-31,LN-503135,0,4490.5,0,Current
2025-10-31,LN-503136,0,9614.3,0,Current
2025-10-31,LN-503137,0,6230.79,0,Current
2025-10-31,LN-503138,0,13199.3,0,Current
2025-10-31,LN-503139,0,8134.49,0,Current
2025-10-31,LN-503141,0,7835.8,0,Current
2025-10-31,LN-503142,30,"19,823.40",2192.58,1-30
2025-10-31,LN-503146,0,9382.4,0,Current
2025-10-31,LN-503148,0,20961.4,0,Current
2025-10-31,LN-503150,0,22824.6,0,Current
2025-10-31,LN-503151,0,9984.8,0,Current
2025-10-31,LN-503152,0,"10,619.29",0,Current
2025-10-31,LN-503153,0,"5,799.90",0,Current
2025-10-31,LN-503154,0,19174.66,0,Current
2025-10-31,LN-503155,0,6086.1,0,Current
2025-10-31,LN-503156,0,16845.8,0,Current
2025-10-31,LN-503157,0,23058.8,0,Current
2025-10-31,LN-503159,0,28226.91,0,Current
2025-10-31,LN-503160,150,0,16588.6,90+
2025-10-31,LN-503161,30,21651.64,2355.9,1-30
2025-10-31,LN-503162,0,"8,507.20",0,Current
2025-10-31,LN-503164,0,6900.49,0,Current
2025-10-31,LN-503165,0,9910.89,0,Current
2025-10-31,LN-503167,0,6518.29,0,Current
2025-10-31,LN-503168,0,5575.5,0,Current
2025-10-31,LN-503169,30,"14,052.17",5464.27,1-30
2025-10-31,LN-503170,0,8507.2,0,Current
2025-10-31,LN-503171,0,15814.2,0,Current
2025-10-31,LN-503172,0,8334.6,0,Current
2025-10-31,LN-503173,0,4693.09,0,Current
2025-10-31,LN-503174,0,3831.1,0,Current
2025-10-31,LN-503176,0,5691.1,0,Current
2025-10-31,LN-503177,0,10076.1,0,Current
2025-10-31,LN-503178,0,"5,272.40",0,Current
2025-10-31,LN-503180,30,32224.54,3317.72,1-30
2025-10-31,LN-503181,0,5879.35,0,Current
2025-10-31,LN-503183,0,"29,371.30",0,Current
2025-10-31,LN-503184,0,3834.8,0,Current
2025-10-31,LN-503185,0,13934.1,0,Current
2025-10-31,LN-503186,30,17198.69,1851.88,1-30
2025-10-31,LN-503187,0,9382.4,0,Current
2025-10-31,LN-503188,0,3730.71,0,Current
2025-10-31,LN-503190,0,16782.7,0,Current
2025-10-31,LN-503191,0,13387.17,0,Current
2025-10-31,LN-503192,0,24304.9,0,Current
2025-10-31,LN-503193,0,10989.7,0,Current
2025-10-31,LN-503196,0,13942.09,0,Current
2025-10-31,LN-503197,0,7852.7,0,Current
2025-10-31,LN-503198,30,8090.69,3165.69,1-30
2025-10-31,LN-503199,0,6737.9,0,Current
2025-10-31,LN-503201,0,9310.2,0,Current
2025-10-31,LN-503202,0,"8,830.20",0,Current
2025-10-31,LN-503203,0,6373.7,0,Current
2025-10-31,LN-503204,0,23008.1,0,Current
2025-10-31,LN-503206,0,11487.1,0,Current
2025-10-31,LN-503207,0,3068.1,0,Current
2025-10-31,LN-503208,0,5751.5,0,Current
2025-10-31,LN-503209,0,9614.3,0,Current
2025-10-31,LN-503210,0,7668.3,0,Current
2025-10-31,LN-503211,0,3259.79,0,Current
2025-10-31,LN-503212,0,15974.7,0,Current
2025-10-31,LN-503213,0,22236.8,0,Current
2025-10-31,LN-503214,0,21790.4,0,Current
2025-10-31,LN-503217,0,7856.5,0,Current
2025-10-31,LN-503218,0,4697.3,0,Current
2025-10-31,LN-503219,0,7998.84,0,Current
2025-10-31,LN-503220,0,12162.6,0,Current
2025-10-31,LN-503221,0,11906.1,0,Current
2025-10-31,LN-503222,0,2455,0,Current
2025-10-31,LN-503223,0,2356.7,0,Current
2025-10-31,LN-503224,0,4314,0,Current
2025-10-31,LN-503226,0,22180,0,Current
2025-10-31,LN-503227,0,9786.6,0,Current
2025-10-31,LN-503228,0,12944.19,0,Current
2025-10-31,LN-503229,0,10167.2,0,Current
2025-10-31,LN-503230,0,3929.3,0,Current
2025-10-31,LN-503231,0,"36,056.91",0,Current
2025-10-31,LN-503232,0,"7,909.11",0,Current
2025-10-31,LN-503235,120,12480.34,9834.2,90+
2025-10-31,LN-503237,0,9614.29,0,Current
2025-10-31,LN-503238,60,20008.52,0,31-60
2025-10-31,LN-503241,0,19642.5,0,Current
2025-10-31,LN-503242,90,11520.28,8708.55,61-90
2025-10-31,LN-503243,0,24208.2,0,Current
2025-10-31,LN-503245,0,6968.6,0,Current
2025-10-31,LN-503246,0,9382.4,0,Current
2025-10-31,LN-503248,0,5464.1,0,Current
2025-10-31,LN-503249,0,29611.21,0,Current
2025-10-31,LN-503251,0,19314.1,0,Current
2025-10-31,LN-503252,0,"29,371.30",0,Current
2025-10-31,LN-503253,0,4793.2,0,Current
2025-10-31,LN-503254,0,9527.19,0,Current
2025-10-31,LN-503257,0,"9,845.50",0,Current
2025-10-31,LN-503258,0,9845.5,0,Current
2025-10-31,LN-503259,0,9382.4,0,Current
2025-10-31,LN-503261,0,4889,0,Current
2025-10-31,LN-503262,0,6039.1,0,Current
2025-10-31,LN-503263,0,29371.3,0,Current
2025-10-31,LN-503264,0,28822.84,3019.12,Current
2025-10-31,LN-503266,0,1822.2,0,Current
2025-10-31,LN-503267,0,3927,0,Current
2025-10-31,LN-503268,0,7659.09,0,Current
2025-10-31,LN-503269,0,10544.1,0,Current
2025-10-31,LN-503270,0,8036.6,0,Current
2025-10-31,LN-503271,0,"9,614.30",0,Current
2025-10-31,LN-503274,0,29130.19,0,Current
2025-10-31,LN-503275,0,29371.3,0,Current
2025-10-31,LN-503276,30,12498.36,2068.17,1-30
2025-10-31,LN-503277,30,6316,2435.46,1-30
2025-10-31,LN-503278,0,22683.21,0,Current
2025-10-31,LN-503279,0,5080.7,0,Current
2025-10-31,LN-503280,0,3259.79,0,Current
2025-10-31,LN-503282,0,18304.72,0,Current
2025-10-31,LN-503283,0,"5,612.80",0,Current
2025-10-31,LN-503284,0,5464.1,0,Current
2025-10-31,LN-503285,0,8049,0,Current
2025-10-31,LN-503287,0,10544.1,0,Current
2025-10-31,LN-503288,30,24920.88,4106.31,1-30
2025-10-31,LN-503290,150,0,4714.8,90+
2025-10-31,LN-503291,0,29130.2,0,Current
2025-10-31,LN-503293,0,3338.2,0,Current
2025-10-31,LN-503294,0,4810.39,0,Current
2025-10-31,LN-503295,30,13757.85,1473.98,1-30
2025-10-31,LN-503296,0,19515.2,0,Current
2025-10-31,LN-503297,0,6478.7,0,Current
2025-10-31,LN-503298,0,29130.2,0,Current
2025-10-31,LN-503299,0,"3,391.60",0,Current
2025-10-31,LN-503300,0,21256.5,0,Current
2025-10-31,LN-503301,0,21620.2,0,Current
2025-10-31,LN-503302,0,21782.3,0,Current
2025-10-31,LN-503303,0,23292.1,0,Current
2025-10-31,LN-503304,0,15540.3,0,Current
2025-10-31,LN-503305,0,4417.7,0,Current
2025-10-31,LN-503306,0,25997.59,0,Current
2025-10-31,LN-503307,0,17863.7,0,Current
2025-10-31,LN-503308,0,12199.8,0,Current
2025-10-31,LN-503309,0,9382.4,0,Current
2025-10-31,LN-503310,0,"35,547.80",0,Current
2025-10-31,LN-503311,30,"33,397.44",2226.79,1-30
2025-10-31,LN-503313,0,19042.1,0,Current
2025-10-31,LN-503314,0,35803.2,0,Current
2025-10-31,LN-503315,0,11735.8,0,Current
2025-10-31,LN-503316,30,"37,460.85",2569.82,1-30
2025-10-31,LN-503317,60,19641.62,11122.7,31-60
2025-10-31,LN-503319,0,29095.14,0,Current
2025-10-31,LN-503321,0,18741.9,0,Current
2025-10-31,LN-503322,30,24475.88,2793.63,1-30
2025-10-31,LN-503323,0,5889.9,0,Current
2025-10-31,LN-503324,0,3141.9,0,Current
2025-10-31,LN-503327,0,6230.8,0,Current
2025-10-31,LN-503328,60,11686.48,2257.88,31-60
2025-10-31,LN-503330,0,7740.4,0,Current
2025-10-31,LN-503331,0,5811.5,0,Current
2025-10-31,LN-503332,0,8968.15,0,Current
2025-10-31,LN-503334,0,16238.6,0,Current
2025-10-31,LN-503335,0,"4,697.31",0,Current
2025-10-31,LN-503336,0,7966.4,0,Current
2025-10-31,LN-503337,0,18103.6,0,Current
2025-10-31,LN-503338,0,26754.89,0,Current
2025-10-31,LN-503339,0,8785,0,Current
2025-10-31,LN-503342,0,13531.2,0,Current
2025-10-31,LN-503343,0,5368.2,0,Current
2025-10-31,LN-503344,0,6793.9,0,Current
2025-10-31,LN-503345,60,6014.92,1249.46,31-60
2025-10-31,LN-503346,0,3338.2,0,Current
2025-10-31,LN-503347,0,3930.7,0,Current
2025-10-31,LN-503348,0,2842.42,0,Current
2025-10-31,LN-503349,0,"6,735.20",0,Current
2025-10-31,LN-503351,0,8328.7,0,Current
2025-10-31,LN-503353,120,23808,18324.44,90+
2025-10-31,LN-503354,0,16891.4,0,Current
2025-10-31,LN-503355,0,18895.1,0,Current
2025-10-31,LN-503357,0,1864.69,0,Current
2025-10-31,LN-503359,0,29849.99,0,Current
2025-10-31,LN-503361,0,9614.3,0,Current
2025-10-31,LN-503362,0,16839.7,0,Current
2025-10-31,LN-503363,0,4722.1,0,Current
2025-10-31,LN-503365,0,29611.21,0,Current
2025-10-31,LN-503366,30,26027.57,3917.06,1-30
2025-10-31,LN-503367,0,11782.5,0,Current
2025-10-31,LN-503368,0,12308.9,0,Current
2025-10-31,LN-503369,0,17124,0,Current
2025-10-31,LN-503370,0,18448.4,0,Current
2025-10-31,LN-503371,30,"15,133.39",1591.5,1-30
2025-10-31,LN-503372,0,9345.6,0,Current
2025-10-31,LN-503373,0,9845.5,0,Current
2025-10-31,LN-503374,0,16093.1,0,Current
2025-10-31,LN-503375,0,10747.9,0,Current
2025-10-31,LN-503376,0,9331.5,0,Current
2025-10-31,LN-503377,0,8152.8,0,Current
2025-10-31,LN-503379,0,6641.7,0,Current
2025-10-31,LN-503380,0,14630.7,0,Current
2025-10-31,LN-503382,0,"23,292.10",0,Current
2025-10-31,LN-503383,0,16238.6,0,Current
2025-10-31,LN-503384,0,29611.2,0,Current
2025-10-31,LN-503385,0,2445.31,0,Current
2025-10-31,LN-503386,60,"3,939.78",2350.9,31-60
2025-10-31,LN-503387,0,21178.2,0,Current
2025-10-31,LN-503388,0,4515.9,0,Current
2025-10-31,LN-503389,30,14024.4,0,1-30
2025-10-31,LN-503390,0,29611.2,0,Current
2025-10-31,LN-503391,0,12415.39,0,Current
2025-10-31,LN-503392,30,8867.73,4195.99,1-30
2025-10-31,LN-503393,0,25586.19,0,Current
2025-10-31,LN-503394,0,15103.5,0,Current
2025-10-31,LN-503396,0,8046,0,Current
2025-10-31,LN-503398,0,11013.5,0,Current
2025-10-31,LN-503399,0,2058.8,0,Current
2025-10-31,LN-503401,0,5847.41,0,Current
2025-10-31,LN-503405,30,8025.39,886.04,1-30
2025-10-31,LN-503407,0,5959.91,0,Current
2025-10-31,LN-503408,150,0,13647.5,90+
2025-10-31,LN-503409,30,7367.83,3165.69,1-30
2025-10-31,LN-503410,0,4409.8,0,Current
2025-10-31,LN-503411,0,12890.34,0,Current
2025-10-31,LN-503412,0,9352.9,0,Current
2025-10-31,LN-503413,60,5497.28,0,31-60
2025-10-31,LN-503415,0,9162.99,0,Current
2025-10-31,LN-503417,0,3436.3,0,Current
2025-10-31,LN-503418,0,"10,837.00",0,Current
2025-10-31,LN-503419,0,7670.4,0,Current
2025-10-31,LN-503421,0,2994.11,0,Current
2025-10-31,LN-503422,0,23058.8,0,Current
2025-10-31,LN-503423,0,14057.5,0,Current
2025-10-31,LN-503424,60,8818.86,5250.42,31-60
2025-10-31,LN-503425,0,23058.8,0,Current
2025-10-31,LN-503426,0,7656.42,0,Current
2025-10-31,LN-503428,0,7497.89,0,Current
2025-10-31,LN-503429,0,35803.2,0,Current
2025-10-31,LN-503431,0,9614.3,0,Current
2025-10-31,LN-503432,0,10837,0,Current
2025-10-31,LN-503433,30,3129.38,1445.16,1-30
2025-10-31,LN-503435,0,12501.2,0,Current
2025-10-31,LN-503437,0,27221.19,0,Current
2025-10-31,LN-503438,60,15065.78,5534.61,31-60
2025-10-31,LN-503441,0,17412.25,0,Current
2025-10-31,LN-503443,0,7990.9,0,Current
2025-10-31,LN-503444,0,14170.36,0,Current
2025-10-31,LN-503445,60,21453.38,3830.68,31-60
2025-10-31,LN-503446,0,"9,997.73",0,Current
2025-10-31,LN-503447,0,27898,0,Current
2025-10-31,LN-503448,0,11787.78,0,Current
2025-10-31,LN-503449,0,25847.97,0,Current
2025-10-31,LN-503450,0,"4,666.62",0,Current
2025-10-31,LN-503451,0,12991.94,0,Current
2025-10-31,LN-503452,0,24694.91,0,Current
2025-10-31,LN-503453,30,29379.4,4106.31,1-30
2025-10-31,LN-503454,0,17205.16,0,Current
2025-10-31,LN-503456,0,25847.96,0,Current
2025-10-31,LN-503457,0,8458.28,0,Current
2025-10-31,LN-503458,0,10470.54,0,Current
2025-10-31,LN-503461,0,6403.9,0,Current
2025-10-31,LN-503462,0,3956.99,0,Current
2025-10-31,LN-503463,0,14433.87,0,Current
2025-10-31,LN-503465,0,23606.38,0,Current
2025-10-31,LN-503466,0,18602.36,0,Current
2025-10-31,LN-503468,0,14378.45,0,Current
2025-10-31,LN-503469,0,"7,741.65",0,Current
2025-10-31,LN-503470,0,11302.22,0,Current
2025-10-31,LN-503473,60,7904.69,1576.1,31-60
2025-10-31,LN-503474,0,22953.79,0,Current
2025-10-31,LN-503475,0,26473.72,0,Current
2025-10-31,LN-503476,0,23862.9,0,Current
2025-10-31,LN-503477,0,10608.17,0,Current
2025-10-31,LN-503479,120,27732.05,8901,90+
2025-10-31,LN-503481,30,15752.16,2173.69,1-30
2025-10-31,LN-503482,30,15239.94,1559.11,1-30
2025-10-31,LN-503483,0,10443.51,0,Current
2025-10-31,LN-503484,0,6074.1,0,Current
2025-10-31,LN-503485,0,14248.17,0,Current
2025-10-31,LN-503486,60,31425.01,7846.76,31-60
2025-10-31,LN-503487,0,7500.17,0,Current
2025-10-31,LN-503488,0,2826.95,0,Current
2025-10-31,LN-503489,0,12718.18,0,Current
2025-10-31,LN-503490,0,6217.13,0,Current
2025-10-31,LN-503491,0,26480.39,0,Current
2025-10-31,LN-503492,0,11076.25,0,Current
2025-10-31,LN-503493,0,7708.05,0,Current
2025-10-31,LN-503494,0,5015.54,0,Current
2025-10-31,LN-503495,0,"11,275.05",0,Current
2025-10-31,LN-503496,0,27634.44,0,Current
2025-10-31,LN-503497,30,11208.6,1096.83,1-30
2025-10-31,LN-503498,30,4945.88,0,1-30
2025-10-31,LN-503499,0,16888.64,0,Current
2025-10-31,LN-503501,0,23255.13,0,Current
2025-10-31,LN-503502,0,27029.42,0,Current
2025-10-31,LN-503504,0,"25,847.98",0,Current
2025-10-31,LN-503505,0,"12,371.19",0,Current
2025-10-31,LN-503506,0,14677.17,0,Current
2025-10-31,LN-503507,0,22699.46,0,Current
2025-10-31,LN-503509,0,30823.85,0,Current
2025-10-31,LN-503511,0,19617.41,0,Current
2025-10-31,LN-503512,0,9954.59,0,Current
2025-10-31,LN-503513,0,"22,129.65",0,Current
2025-10-31,LN-503514,0,9891.63,0,Current
2025-10-31,LN-503516,0,9559.41,0,Current
2025-10-31,LN-503517,0,"11,091.52",0,Current
2025-10-31,LN-503518,30,5240.94,0,1-30
2025-10-31,LN-503519,0,20525.32,0,Current
2025-10-31,LN-503520,60,10384.83,5641.16,31-60
2025-10-31,LN-503521,0,15719.99,0,Current
2025-10-31,LN-503524,0,26270.42,0,Current
2025-10-31,LN-503525,150,0,10402.45,90+
2025-10-31,LN-503527,0,20196.48,0,Current
2025-10-31,LN-503528,0,"27,851.95",0,Current
2025-10-31,LN-503530,0,30592.91,0,Current
2025-10-31,LN-503532,0,7694.4,0,Current
2025-10-31,LN-503534,0,9877.93,0,Current
2025-10-31,LN-503535,0,13961.66,0,Current
2025-10-31,LN-503536,0,8229.08,0,Current
2025-10-31,LN-503537,30,15481.77,2347.98,1-30
2025-10-31,LN-503538,0,15049.59,0,Current
2025-10-31,LN-503539,0,9692.77,0,Current
2025-10-31,LN-503540,0,14170.36,0,Current
2025-10-31,LN-503542,0,5847.12,0,Current
2025-10-31,LN-503543,0,31734.68,0,Current
2025-10-31,LN-503544,0,25320.21,0,Current
