loan_id,writeoff_date,outstanding_at_writeoff_zar,recovery_to_date_zar
LN-510301,2026-06-30,20114.24,2589.65
LN-510371,2026-06-30,40086.56,0
LN-510577,2026-06-30,11336.73,1182.39
LN-510615,2026-06-30,12791.34,709.26
LN-510959,2026-06-30,34312.86,2249.71
LN-511184,2026-06-30,41185.23,1595.52
LN-511267,2026-06-30,37581.56,2779.07
LN-511273,2026-06-30,48174.69,6189.93
LN-511339,2026-06-30,32803.55,2783.72
LN-511403,2026-06-30,38055.31,5168.85
LN-511438,2026-06-30,36498.77,828.76
LN-511492,2026-06-30,14447.19,674.38
LN-511508,2026-06-30,24079.67,923.41
LN-511579,2026-06-30,30225.02,3497.31
LN-511611,2026-06-30,38508.98,1394
LN-511644,2026-06-30,19025.35,1383.15
LN-511733,2026-06-30,37434.46,0
LN-511787,2026-06-30,51335.37,6667.12
LN-511922,2026-06-30,9269.49,0
LN-511981,2026-06-30,26001.64,2127.5
LN-512016,2026-06-30,27729.34,2248.21
LN-512112,2026-06-30,37934.12,4541.64
LN-512417,2026-06-30,35825.38,1214.93
LN-512554,2026-06-30,6584.89,1088.72
LN-512619,2026-06-30,52959.81,692.27
LN-512622,2026-06-30,48623.01,4121.05
LN-512710,2026-06-30,54006.85,3269.08
LN-512733,2026-06-30,40894.85,2687
LN-512795,2026-06-30,8839.01,44.86
LN-512872,2026-06-30,27494.53,2526.78
LN-512894,2026-06-30,36809.06,1857.86
LN-512928,2026-06-30,25237.6,1221.06
LN-512930,2026-06-30,22461.21,1575.19
LN-513171,2026-06-30,50400.89,5298.24
LN-513189,2026-06-30,30419.79,1501.28
LN-513249,2026-06-30,37867.4,2687.01
LN-513277,2026-06-30,48894.2,3315.84
LN-513286,2026-06-30,37979.81,1330.32
LN-513345,2026-06-30,14277.76,1567.28
LN-513356,2026-06-30,56539.35,1875.93
LN-513382,2026-06-30,31730.46,3988.35
LN-513496,2026-06-30,25553.23,1678.62
LN-513521,2026-06-30,25267.96,331.57
LN-513587,2026-06-30,34786.57,2333.97
LN-513653,2026-06-30,26093.9,1710.18
LN-513672,2026-06-30,25820.12,2522.61
LN-513677,2026-06-30,30758.26,1465.14
LN-513711,2026-06-30,18101.92,1394.51
LN-513835,2026-06-30,54888.55,2892.32
LN-513855,2026-06-30,31743.56,2599.33
LN-500209,2026-07-31,6554.85,629.05
LN-500292,2026-07-31,14499.83,688.84
LN-501005,2026-07-31,11871.57,1085.85
LN-501033,2026-07-31,9975.97,507.02
LN-501143,2026-07-31,17308.73,777.73
LN-501159,2026-07-31,11261.27,878.22
LN-501229,2026-07-31,15135.14,905.85
LN-501433,2026-07-31,5672.74,496.31
LN-501623,2026-07-31,5985.25,0
LN-502743,2026-07-31,11326.76,472.96
LN-502749,2026-07-31,13552.02,1466.68
LN-503073,2026-07-31,9678.2,0
LN-503113,2026-07-31,27538.87,1200.45
LN-503475,2026-07-31,17768.74,1665.48
LN-504559,2026-07-31,14198.05,723.07
LN-504950,2026-07-31,27397.88,1515.38
LN-504956,2026-07-31,9668.31,589.45
LN-505204,2026-07-31,21211.53,4386.35
LN-505214,2026-07-31,13794.7,694.47
LN-505235,2026-07-31,7131.81,0
LN-506036,2026-07-31,19628.23,2556.37
LN-506090,2026-07-31,7772.59,1331.8
LN-506437,2026-07-31,15996.08,1305.02
LN-506658,2026-07-31,19344.35,1647.54
LN-506870,2026-07-31,24014.47,1156.86
LN-507030,2026-07-31,11251.2,822.39
LN-507147,2026-07-31,19321.04,1719.3
LN-507156,2026-07-31,10750.52,1088.31
LN-507743,2026-07-31,10742.44,1491.93
LN-507806,2026-07-31,9603.06,205.59
LN-507956,2026-07-31,30526.38,2204.03
LN-508022,2026-07-31,11577.92,388.45
LN-508270,2026-07-31,43333.01,945.06
LN-508376,2026-07-31,5977.02,568.46
LN-508578,2026-07-31,29880.78,1520.15
LN-508829,2026-07-31,21481.53,2955.1
LN-508855,2026-07-31,12126.96,1544.36
LN-508859,2026-07-31,14620.8,2648.38
LN-508874,2026-07-31,14419.73,1232.75
LN-508943,2026-07-31,18992.54,2290.93
LN-509197,2026-07-31,15971.6,187.97
LN-509246,2026-07-31,33018.8,582.53
LN-509337,2026-07-31,21634.99,2346.3
LN-509357,2026-07-31,18079.59,602.8
LN-509388,2026-07-31,14772.26,2306.98
LN-509483,2026-07-31,39210.23,4155.81
LN-509582,2026-07-31,23461.21,621.24
LN-509671,2026-07-31,13194.39,1128.78
LN-509773,2026-07-31,25477.55,2428.63
LN-509894,2026-07-31,30776.22,839.45
LN-509895,2026-07-31,40579.54,0
LN-509924,2026-07-31,18866.65,816.7
LN-509950,2026-07-31,11720.59,473.49
LN-509963,2026-07-31,43757.47,1604.84
LN-509993,2026-07-31,7179.04,237.37
LN-510159,2026-07-31,32251.32,4010.18
LN-510164,2026-07-31,24830.68,2778.96
LN-510213,2026-07-31,22397.55,2336.36
LN-510447,2026-07-31,36839.71,0
LN-510651,2026-07-31,44584.94,1525.11
LN-510700,2026-07-31,7932.93,136.88
LN-510815,2026-07-31,15744.48,0
LN-510946,2026-07-31,30451.27,2851.66
LN-510948,2026-07-31,42192.12,2022.29
LN-510952,2026-07-31,46504.31,0
LN-511129,2026-07-31,32876.54,902.88
LN-511216,2026-07-31,34808.18,1469.39
LN-511266,2026-07-31,46217.87,5995.13
LN-511296,2026-07-31,10475.85,846.51
LN-511317,2026-07-31,35198.57,3545.28
LN-511410,2026-07-31,13321.63,284.67
LN-511425,2026-07-31,23130.4,2527.69
LN-511614,2026-07-31,9784.35,0
LN-511638,2026-07-31,23179.83,1329.38
LN-511662,2026-07-31,28459.67,237.85
LN-511716,2026-07-31,41172.8,4098.55
LN-511821,2026-07-31,45325.06,3121.91
LN-511833,2026-07-31,46904.49,3351.82
LN-512070,2026-07-31,9741.79,278.7
LN-512347,2026-07-31,9276.62,1059.64
LN-512511,2026-07-31,27328.29,0
LN-512559,2026-07-31,49417.33,5017.46
LN-512569,2026-07-31,50522.37,4588.47
LN-512752,2026-07-31,49989.86,1452.33
LN-512838,2026-07-31,39585.44,0
LN-512932,2026-07-31,20645.98,2523.31
LN-512959,2026-07-31,16461.36,1374.44
LN-513082,2026-07-31,22630.07,1127.64
LN-513087,2026-07-31,16073.89,177.24
LN-513210,2026-07-31,45199.24,1493.62
LN-513235,2026-07-31,34370.11,3393.57
LN-513243,2026-07-31,48090.36,3534.69
LN-513255,2026-07-31,18914.29,1841.56
LN-513680,2026-07-31,49963.72,439.09
LN-513742,2026-07-31,8866.53,80.28
LN-513884,2026-07-31,46996.17,4136.76
LN-513893,2026-07-31,31484.08,3142.21
LN-513962,2026-07-31,13406.93,1981.97
LN-513995,2026-07-31,14187.1,2169.22
LN-514011,2026-07-31,47626.86,7409.63
LN-514015,2026-07-31,39614.59,0
LN-514030,2026-07-31,56539.35,4415.94
LN-514034,2026-07-31,35689.97,681.33
LN-514117,2026-07-31,22790.48,2387.03
LN-514238,2026-07-31,48714.48,6797.27
LN-514289,2026-07-31,56539.35,4878.23
LN-514362,2026-07-31,54812.93,3249.16
LN-514428,2026-07-31,13901.57,1398.09
LN-514464,2026-07-31,50423.25,7902.92
LN-514467,2026-07-31,25533.25,1101.94
LN-514529,2026-07-31,9620.8,89.22
LN-514559,2026-07-31,32838.25,2369.26
LN-514574,2026-07-31,55023.65,9693.54
LN-514588,2026-07-31,15239.03,0
LN-514593,2026-07-31,12821.04,105.45
LN-500741,2026-08-31,5891.88,278.5
LN-501299,2026-08-31,12101.98,995.36
LN-501751,2026-08-31,3825.79,153.79
LN-502344,2026-08-31,17292.75,1738.65
LN-502529,2026-08-31,7646.43,894.96
LN-502605,2026-08-31,7734.39,0
LN-502717,2026-08-31,6729.43,737.99
LN-503274,2026-08-31,15952.73,679
LN-503330,2026-08-31,5030.4,147.33
LN-503492,2026-08-31,6828.21,541.96
LN-503726,2026-08-31,12000.58,0
LN-503774,2026-08-31,8059.9,220.04
LN-504038,2026-08-31,18650.05,652.09
LN-504065,2026-08-31,4676.22,447.58
LN-504480,2026-08-31,7112.15,1008.15
LN-504582,2026-08-31,31685.82,648.2
LN-504762,2026-08-31,17999.91,1016.87
LN-504842,2026-08-31,13173.14,1362.37
LN-505261,2026-08-31,14460.91,441.08
LN-505372,2026-08-31,23174.73,1632.34
LN-505407,2026-08-31,21560.38,883.78
LN-505531,2026-08-31,14050.7,890.77
LN-505986,2026-08-31,13491.55,1977.45
LN-506170,2026-08-31,11191.11,1127.65
LN-506183,2026-08-31,17933.76,0
LN-506506,2026-08-31,10113.22,1203.21
LN-506509,2026-08-31,17986.45,1829.83
LN-506526,2026-08-31,29307.6,2775.86
LN-506547,2026-08-31,18914.93,1560.93
LN-506616,2026-08-31,7846.11,706.45
LN-506678,2026-08-31,15463.83,681.66
LN-506963,2026-08-31,27967.64,1064.81
LN-507080,2026-08-31,33525.53,2346.78
LN-507169,2026-08-31,11906.75,1372.03
LN-507545,2026-08-31,3450.17,333.31
LN-507677,2026-08-31,16190.2,136.34
LN-507777,2026-08-31,30662.41,2931.78
LN-507984,2026-08-31,11004.96,1434.87
LN-508550,2026-08-31,15358.82,225.18
LN-508599,2026-08-31,18437.89,2117.72
LN-508804,2026-08-31,20023.36,0
LN-508820,2026-08-31,18686.61,0
LN-508833,2026-08-31,34889.89,702.03
LN-508960,2026-08-31,16652.21,2120.26
LN-509162,2026-08-31,36146.81,484.05
LN-509171,2026-08-31,27241.62,1524.87
LN-509247,2026-08-31,9570.67,1251.05
LN-509252,2026-08-31,17301.84,1348.6
LN-509479,2026-08-31,14071.89,1877.61
LN-509518,2026-08-31,27000.9,813.95
LN-509620,2026-08-31,15913.84,512.53
LN-509841,2026-08-31,40872.87,1904.8
LN-509915,2026-08-31,39279.77,1632.52
LN-510140,2026-08-31,3886.83,563.86
LN-510266,2026-08-31,6821.67,1571.81
LN-510267,2026-08-31,28438.51,2427.22
LN-510320,2026-08-31,10233.24,0
LN-510485,2026-08-31,11463.85,1319.25
LN-510499,2026-08-31,29964.84,0
LN-510619,2026-08-31,31647.87,3821.08
LN-510662,2026-08-31,17650.35,505.69
LN-510744,2026-08-31,14487.91,1477.48
LN-510960,2026-08-31,11665.87,94.75
LN-511102,2026-08-31,13237.38,1680.52
LN-511158,2026-08-31,18609.99,395.7
LN-511398,2026-08-31,25069.28,1944.16
LN-511427,2026-08-31,17076.83,1091.5
LN-511661,2026-08-31,21171.71,1716.81
LN-511809,2026-08-31,24895.49,1844.91
LN-511818,2026-08-31,40830.67,2600.09
LN-511848,2026-08-31,10608.78,919.46
LN-512000,2026-08-31,20259.74,1030.79
LN-512305,2026-08-31,9468.55,1934.94
LN-512518,2026-08-31,35229.34,2050.4
LN-512640,2026-08-31,19006.23,1359.97
LN-512735,2026-08-31,45373.46,4632.47
LN-512909,2026-08-31,23408.48,3013.32
LN-513122,2026-08-31,46685.68,0
LN-513295,2026-08-31,18886.6,596.11
LN-513357,2026-08-31,24290.37,4459.86
LN-513390,2026-08-31,12910.39,484.09
LN-513396,2026-08-31,47614.45,4745.71
LN-513456,2026-08-31,25319.75,2452.09
LN-513494,2026-08-31,47427.21,2082.9
LN-513682,2026-08-31,35992.26,0
LN-513738,2026-08-31,17652.21,135.63
LN-513760,2026-08-31,22206.49,479.24
LN-513842,2026-08-31,15397.29,436.4
LN-513908,2026-08-31,45243.71,3145.99
LN-513935,2026-08-31,35031.09,2907.07
LN-514022,2026-08-31,50902.49,2710.93
LN-514026,2026-08-31,20920.4,2543.11
LN-514063,2026-08-31,28296.4,24.9
LN-514156,2026-08-31,27635.13,2465.8
LN-514179,2026-08-31,27095.48,2578.06
LN-514285,2026-08-31,36070.51,2397.92
LN-514339,2026-08-31,53958.98,5359.15
LN-514415,2026-08-31,32838.18,2893.11
LN-514552,2026-08-31,21224.55,471.92
LN-514565,2026-08-31,54006.85,4789.82
LN-514584,2026-08-31,18507.48,1614.49
LN-514612,2026-08-31,28437.26,3071.55
LN-514629,2026-08-31,16601.92,1300.8
LN-514657,2026-08-31,27243.86,2829.53
LN-514686,2026-08-31,13528.79,1683.79
LN-514838,2026-08-31,23325.79,0
LN-514899,2026-08-31,41960.53,4302.26
LN-514920,2026-08-31,32176.51,3438.99
LN-514952,2026-08-31,53972.56,2790.57
LN-514978,2026-08-31,26040.54,2525.99
LN-515010,2026-08-31,52555.73,6735.26
LN-515026,2026-08-31,54966.02,4774.79
LN-515051,2026-08-31,41231.25,5746.2
LN-515059,2026-08-31,41030.7,3139.74
LN-515076,2026-08-31,52884.92,3980.41
LN-515230,2026-08-31,22169.4,0
LN-515292,2026-08-31,44672.29,1907.91
LN-515354,2026-08-31,55014.07,4847.01
LN-515415,2026-08-31,56539.35,2422.09
LN-515423,2026-08-31,50505.21,4455.78
LN-515450,2026-08-31,48971.54,4181.3
LN-515486,2026-08-31,35617.89,0
LN-515487,2026-08-31,20460.6,603.72
