trip_id,trip_date,lane_id,direction,vehicle_id,driver_id,origin_depot_code,planned_depart,actual_depart,planned_arrive,actual_arrive,distance_km,load_kg,load_m3,is_empty
TRP-520048,2025-06-30,LN-101,Outbound,VEH-2029,DRV-411,KES-JHB,2025-06-30 09:00,2025-06-30 11:57,2025-06-30 16:30,2025-06-30 19:54,560,12409,69.72,N
TRP-520049,2025-06-30,LN-101,Return,VEH-2021,DRV-411,KES-JHB,2025-06-30 23:00,2025-06-30 23:32,2025-07-01 06:30,2025-07-01 06:48,548,0,0,Y
TRP-520050,2025-06-30,LN-101,Outbound,VEH-2025,DRV-412,KES-JHB,2025-06-30 13:00,2025-06-30 14:19,2025-06-30 20:30,2025-06-30 21:50,577,20002,75.78,N
TRP-520051,2025-06-30,LN-101,Return,VEH-2024,DRV-428,KES-JHB,2025-06-30 22:00,2025-07-01 01:05,2025-07-01 05:30,2025-07-01 08:48,575,18042,62.19,N
TRP-520052,2025-06-30,LN-101,Outbound,VEH-2021,DRV-450,KES-JHB,30/06/2025 08:00,30/06/2025 08:40,30/06/2025 15:30,30/06/2025 15:44,561,20602,64.58,N
TRP-520053,2025-06-30,LN-101,Return,VEH-2023,DRV-418,KES-JHB,01/07/2025 02:00,01/07/2025 03:41,01/07/2025 09:30,01/07/2025 11:13,576,18628,71.64,N
TRP-520054,2025-06-30,LN-102,Outbound,VEH-2008,DRV-417,KES-JHB,30/06/2025 14:00,30/06/2025 18:14,01/07/2025 07:00,01/07/2025 12:07,1361,28668,93.88,N
TRP-520055,2025-06-30,LN-102,Return,VEH-2004,DRV-447,KES-JHB,2025-07-01 13:00,2025-07-01 16:29,2025-07-02 06:00,2025-07-02 08:54,1387,27296,89.27,N
TRP-520056,2025-06-30,LN-102,Outbound,VEH-2013,DRV-439,KES-JHB,2025-06-30 14:00,2025-06-30 14:25,2025-07-01 07:00,2025-07-01 08:36,1401,32599,82.13,N
TRP-520057,2025-06-30,LN-102,Return,VEH-2016,DRV-439,KES-JHB,2025-07-01 10:00,2025-07-01 14:43,2025-07-02 03:00,2025-07-02 06:06,1406,0,0,Y
TRP-520058,2025-06-30,LN-103,Outbound,VEH-2008,DRV-448,KES-JHB,30/06/2025 13:00,30/06/2025 14:11,01/07/2025 02:00,01/07/2025 03:51,1034,30275,69.65,N
TRP-520059,2025-06-30,LN-103,Return,VEH-2020,DRV-441,KES-JHB,2025-07-01 02:00,2025-07-01 04:33,2025-07-01 15:00,2025-07-01 17:56,1000,0,0,Y
TRP-520060,2025-06-30,LN-104,Outbound,VEH-2025,DRV-451,KES-JHB,2025-06-30 12:00,2025-06-30 13:14,2025-06-30 17:00,2025-06-30 17:50,395,23187,55.9,N
TRP-520061,2025-06-30,LN-104,Return,VEH-2024,DRV-451,KES-JHB,2025-06-30 21:00,2025-06-30 23:57,2025-07-01 02:00,2025-07-01 04:57,389,19850,46.18,N
TRP-520062,2025-06-30,LN-104,Outbound,VEH-2017,DRV-422,KES-JHB,2025-06-30 12:00,2025-06-30 13:38,2025-06-30 17:00,2025-06-30 18:53,392,15661,120,N
TRP-520063,2025-06-30,LN-104,Return,VEH-2019,DRV-448,KES-JHB,2025-06-30 20:00,2025-06-30 22:28,2025-07-01 01:00,2025-07-01 03:13,400,7511,113.77,N
TRP-520064,2025-06-30,LN-105,Outbound,VEH-2023,DRV-443,KES-JHB,2025-06-30 10:00,2025-06-30 14:15,2025-06-30 14:00,2025-06-30 18:28,325,19096,72.61,N
TRP-520065,2025-06-30,LN-105,Return,VEH-2027,DRV-424,KES-JHB,30/06/2025 23:00,01/07/2025 00:37,01/07/2025 03:00,01/07/2025 04:51,332,0,0,Y
TRP-520066,2025-06-30,LN-106,Outbound,VEH-2024,DRV-414,KES-JHB,30/06/2025 13:00,30/06/2025 17:55,30/06/2025 17:30,30/06/2025 22:14,372,23031,82,N
TRP-520067,2025-06-30,LN-106,Return,VEH-2024,DRV-417,KES-JHB,30/06/2025 17:00,30/06/2025 19:36,30/06/2025 21:30,30/06/2025 23:49,352,18404,66.13,N
TRP-520068,2025-06-30,LN-107,Outbound,VEH-2044,DRV-403,KES-JHB,30/06/2025 11:00,30/06/2025 13:44,30/06/2025 12:48,30/06/2025 15:18,121,6405,22.15,N
TRP-520069,2025-06-30,LN-107,Return,VEH-2044,DRV-439,KES-JHB,2025-06-30 13:00,2025-06-30 16:12,2025-06-30 14:48,2025-06-30 17:56,123,0,0,Y
TRP-520070,2025-06-30,LN-107,Outbound,VEH-2032,DRV-452,KES-JHB,2025-06-30 12:00,2025-06-30 12:50,2025-06-30 13:48,2025-06-30 14:31,115,23606,77.24,N
TRP-520071,2025-06-30,LN-107,Return,VEH-2029,DRV-428,KES-JHB,2025-06-30 15:00,2025-06-30 17:51,2025-06-30 16:48,2025-06-30 19:34,117,10658,66.37,N
TRP-520072,2025-06-30,LN-108,Outbound,VEH-2009,DRV-421,KES-JHB,30/06/2025 08:00,30/06/2025 08:37,30/06/2025 13:30,30/06/2025 13:51,481,28660,110.12,N
TRP-520073,2025-06-30,LN-108,Return,VEH-2015,DRV-448,KES-JHB,2025-07-01 01:00,2025-07-01 02:52,2025-07-01 06:30,2025-07-01 08:23,463,29613,107.08,N
TRP-520074,2025-06-30,LN-109,Outbound,VEH-2005,DRV-419,KES-JHB,2025-06-30 13:00,2025-06-30 14:40,2025-07-01 01:00,2025-07-01 03:04,972,12020,111.69,N
TRP-520075,2025-06-30,LN-109,Return,VEH-2015,DRV-443,KES-JHB,2025-06-30 23:00,2025-07-01 02:42,2025-07-01 11:00,2025-07-01 15:41,974,13315,113.6,N
TRP-520076,2025-06-30,LN-110,Outbound,VEH-2029,DRV-438,KES-JHB,2025-06-30 08:00,2025-06-30 10:52,2025-06-30 12:00,2025-06-30 15:21,303,18724,62.93,N
TRP-520077,2025-06-30,LN-110,Return,VEH-2030,DRV-420,KES-JHB,2025-06-30 17:00,2025-06-30 18:29,2025-06-30 21:00,2025-06-30 22:42,304,21846,65.42,N
TRP-520078,2025-06-30,LN-111,Outbound,VEH-2024,DRV-428,KES-JHB,2025-06-30 07:00,2025-06-30 08:21,2025-06-30 09:12,2025-06-30 10:30,172,11630,70.94,N
TRP-520079,2025-06-30,LN-111,Return,VEH-2026,DRV-408,KES-JHB,2025-06-30 14:00,2025-06-30 18:19,2025-06-30 16:12,2025-06-30 20:30,172,0,0,Y
TRP-520080,2025-06-30,LN-112,Outbound,VEH-2020,DRV-436,KES-JHB,2025-06-30 05:00,2025-06-30 05:12,2025-06-30 08:18,2025-06-30 08:24,260,28660,102.79,N
TRP-520081,2025-06-30,LN-112,Return,VEH-2002,DRV-423,KES-JHB,2025-06-30 16:00,2025-06-30 17:27,2025-06-30 19:18,2025-06-30 20:32,261,31408,106.09,N
TRP-520082,2025-06-30,LN-113,Outbound,VEH-2066,DRV-454,KES-DBN,2025-06-30 11:00,2025-06-30 13:19,2025-06-30 18:30,2025-06-30 20:09,566,29038,93.29,N
TRP-520083,2025-06-30,LN-113,Return,VEH-2057,DRV-473,KES-DBN,2025-07-01 03:00,2025-07-01 08:21,2025-07-01 10:30,2025-07-01 15:35,563,24348,75.44,N
TRP-520084,2025-06-30,LN-113,Outbound,VEH-2074,DRV-470,KES-DBN,30/06/2025 06:00,30/06/2025 07:46,30/06/2025 13:30,30/06/2025 15:46,588,12647,76.27,N
TRP-520085,2025-06-30,LN-113,Return,VEH-2072,DRV-462,KES-DBN,30/06/2025 21:00,30/06/2025 21:08,01/07/2025 04:30,01/07/2025 04:48,557,0,0,Y
TRP-520086,2025-06-30,LN-114,Outbound,VEH-2057,DRV-454,KES-DBN,2025-06-30 12:00,2025-06-30 14:04,2025-07-01 08:00,2025-07-01 07:31,1674,29499,73.47,N
TRP-520087,2025-07-01,LN-114,Return,VEH-2062,DRV-475,KES-DBN,01/07/2025 07:00,01/07/2025 07:50,02/07/2025 03:00,02/07/2025 04:40,1714,0,0,Y
TRP-520088,2025-06-30,LN-115,Outbound,VEH-2059,DRV-475,KES-DBN,2025-06-30 08:00,2025-06-30 11:54,2025-06-30 20:00,2025-07-01 00:09,968,29915,89.91,N
TRP-520089,2025-06-30,LN-115,Return,VEH-2064,DRV-476,KES-DBN,01/07/2025 02:00,01/07/2025 04:39,01/07/2025 14:00,01/07/2025 17:00,1000,0,0,Y
TRP-520090,2025-06-30,LN-116,Outbound,VEH-2079,DRV-459,KES-DBN,2025-06-30 13:00,2025-06-30 17:08,2025-06-30 14:12,2025-06-30 18:23,79,10919,32.77,N
TRP-520091,2025-06-30,LN-116,Return,VEH-2080,DRV-466,KES-DBN,30/06/2025 20:00,01/07/2025 02:13,30/06/2025 21:12,01/07/2025 03:23,79,12756,47.65,N
TRP-520092,2025-06-30,LN-116,Outbound,VEH-2067,DRV-477,KES-DBN,30/06/2025 09:00,30/06/2025 12:15,30/06/2025 10:12,30/06/2025 13:31,77,10575,76.18,N
TRP-520093,2025-06-30,LN-116,Return,VEH-2070,DRV-469,KES-DBN,30/06/2025 14:00,30/06/2025 14:51,30/06/2025 15:12,30/06/2025 16:03,80,0,0,Y
TRP-520094,2025-06-30,LN-117,Outbound,VEH-2082,DRV-463,KES-DBN,2025-06-30 13:00,2025-06-30 16:45,2025-06-30 15:24,2025-06-30 19:13,174,6289,33.76,N
TRP-520095,2025-06-30,LN-117,Return,VEH-2083,DRV-475,KES-DBN,30/06/2025 16:00,30/06/2025 21:08,30/06/2025 18:24,30/06/2025 23:11,177,6786,22.77,N
TRP-520096,2025-06-30,LN-119,Outbound,VEH-2107,DRV-509,KES-CPT,2025-06-30 08:00,2025-06-30 11:53,2025-07-01 01:00,2025-07-01 05:21,1397,21076,68.36,N
TRP-520097,2025-06-30,LN-119,Return,VEH-2108,DRV-488,KES-CPT,2025-07-01 12:00,2025-07-01 15:32,2025-07-02 05:00,2025-07-02 08:17,1360,8798,70.1,N
TRP-520098,2025-06-30,LN-119,Outbound,VEH-2103,DRV-495,KES-CPT,2025-06-30 12:00,2025-06-30 13:13,2025-07-01 05:00,2025-07-01 06:14,1417,21632,75.3,N
TRP-520099,2025-06-30,LN-119,Return,VEH-2104,DRV-483,KES-CPT,2025-07-01 04:00,2025-07-01 05:00,2025-07-01 21:00,2025-07-01 23:00,1385,19895,55.28,N
TRP-520100,2025-06-30,LN-121,Outbound,VEH-2107,DRV-493,KES-CPT,2025-06-30 14:00,2025-06-30 14:00,2025-06-30 19:00,2025-06-30 19:16,421,16139,72.25,N
TRP-520101,2025-06-30,LN-121,Return,VEH-2104,DRV-496,KES-CPT,2025-06-30 21:00,2025-06-30 23:46,2025-07-01 02:00,2025-07-01 04:45,436,20019,74.08,N
TRP-520102,2025-06-30,LN-122,Outbound,VEH-2115,DRV-511,KES-CPT,2025-06-30 14:00,2025-06-30 15:38,2025-06-30 15:30,2025-06-30 17:07,111,13492,60,N
TRP-520103,2025-06-30,LN-122,Return,VEH-2113,DRV-509,KES-CPT,30/06/2025 21:00,30/06/2025 23:28,30/06/2025 22:30,01/07/2025 01:05,111,0,0,Y
TRP-520104,2025-06-30,LN-122,Outbound,VEH-2109,DRV-506,KES-CPT,2025-06-30 10:00,2025-06-30 10:00,2025-06-30 11:30,2025-06-30 11:24,107,20996,61.12,N
TRP-520105,2025-06-30,LN-122,Return,VEH-2103,DRV-504,KES-CPT,2025-06-30 13:00,2025-06-30 16:15,2025-06-30 14:30,2025-06-30 17:44,110,0,0,Y
TRP-520106,2025-06-30,LN-123,Outbound,VEH-2112,DRV-505,KES-CPT,2025-06-30 11:00,2025-06-30 12:05,2025-06-30 11:54,2025-06-30 12:57,60,12199,48.78,N
TRP-520107,2025-06-30,LN-123,Return,VEH-2115,DRV-485,KES-CPT,30/06/2025 17:00,30/06/2025 19:46,30/06/2025 17:54,30/06/2025 20:32,60,7175,47.2,N
TRP-520108,2025-06-30,LN-123,Outbound,VEH-2108,DRV-498,KES-CPT,2025-06-30 11:00,2025-06-30 11:59,2025-06-30 11:54,2025-06-30 12:55,60,7778,82,N
TRP-520109,2025-06-30,LN-123,Return,VEH-2103,DRV-483,KES-CPT,2025-06-30 20:00,2025-06-30 21:54,2025-06-30 20:54,2025-06-30 22:51,60,8725,75.04,N
TRP-520110,2025-06-30,LN-124,Outbound,VEH-2101,DRV-504,KES-CPT,30/06/2025 13:00,30/06/2025 15:06,30/06/2025 22:30,01/07/2025 00:38,772,30286,78.55,N
TRP-520111,2025-06-30,LN-124,Return,VEH-2090,DRV-504,KES-CPT,2025-07-01 05:00,2025-07-01 07:06,2025-07-01 14:30,2025-07-01 16:02,807,0,0,Y
TRP-520112,2025-06-30,LN-125,Outbound,VEH-2097,DRV-506,KES-CPT,30/06/2025 08:00,30/06/2025 10:39,30/06/2025 20:00,30/06/2025 23:44,1027,11995,103.93,N
TRP-520113,2025-06-30,LN-125,Return,VEH-2099,DRV-506,KES-CPT,2025-07-01 03:00,2025-07-01 07:08,2025-07-01 15:00,2025-07-01 19:23,990,0,0,Y
TRP-520114,2025-06-30,LN-126,Outbound,VEH-2052,DRV-437,KES-JHB,30/06/2025 11:00,30/06/2025 12:46,30/06/2025 20:00,30/06/2025 21:45,183,1201,5.61,N
TRP-520115,2025-06-30,LN-126,Outbound,VEH-2049,DRV-415,KES-JHB,2025-06-30 08:00,2025-06-30 08:00,2025-06-30 17:00,2025-06-30 16:49,192,3999,29.21,N
TRP-520116,2025-06-30,LN-126,Outbound,VEH-2034,DRV-446,KES-JHB,2025-06-30 14:00,2025-06-30 16:55,2025-06-30 23:00,2025-07-01 02:35,182,7777,51.44,N
TRP-520117,2025-06-30,LN-126,Outbound,VEH-2038,DRV-433,KES-JHB,30/06/2025 10:00,30/06/2025 11:01,30/06/2025 19:00,30/06/2025 20:23,181,5978,37.35,N
TRP-520118,2025-06-30,LN-126,Outbound,VEH-2053,DRV-406,KES-JHB,30/06/2025 07:00,30/06/2025 09:53,30/06/2025 16:00,30/06/2025 19:56,181,649,6.81,N
TRP-520119,2025-06-30,LN-126,Outbound,VEH-2051,DRV-445,KES-JHB,2025-06-30 11:00,2025-06-30 14:24,2025-06-30 20:00,2025-06-30 23:32,190,958,5.36,N
TRP-520120,2025-06-30,LN-127,Outbound,VEH-2034,DRV-428,KES-JHB,30/06/2025 13:00,30/06/2025 14:41,30/06/2025 22:30,01/07/2025 00:00,210,8712,59.4,N
TRP-520121,2025-06-30,LN-127,Outbound,VEH-2045,DRV-452,KES-JHB,2025-06-30 09:00,2025-06-30 09:07,2025-06-30 18:30,2025-06-30 18:56,214,5568,23.77,N
TRP-520122,2025-06-30,LN-127,Outbound,VEH-2054,DRV-445,KES-JHB,2025-06-30 10:00,2025-06-30 12:26,2025-06-30 19:30,2025-06-30 22:00,205,885,6.83,N
TRP-520123,2025-06-30,LN-128,Outbound,VEH-2085,DRV-455,KES-DBN,2025-06-30 05:00,2025-06-30 06:26,2025-06-30 13:30,2025-06-30 14:35,167,4506,26.04,N
TRP-520124,2025-06-30,LN-128,Outbound,VEH-2077,DRV-469,KES-DBN,2025-06-30 08:00,2025-06-30 09:00,2025-06-30 16:30,2025-06-30 16:55,159,5920,33.99,N
TRP-520125,2025-06-30,LN-128,Outbound,VEH-2078,DRV-468,KES-DBN,2025-06-30 10:00,2025-06-30 16:07,2025-06-30 18:30,2025-07-01 01:01,163,10297,31.89,N
TRP-520126,2025-06-30,LN-128,Outbound,VEH-2088,DRV-468,KES-DBN,30/06/2025 09:00,30/06/2025 10:30,30/06/2025 17:30,30/06/2025 20:00,161,906,5.98,N
TRP-520127,2025-06-30,LN-129,Outbound,VEH-2116,DRV-493,KES-CPT,2025-06-30 08:00,2025-06-30 10:32,2025-06-30 16:00,2025-06-30 19:01,154,5043,20.72,N
TRP-520128,2025-06-30,LN-129,Outbound,VEH-2112,DRV-511,KES-CPT,2025-06-30 06:00,2025-06-30 09:28,2025-06-30 14:00,2025-06-30 17:44,151,7644,35.03,N
TRP-520129,2025-06-30,LN-129,Outbound,VEH-2123,DRV-501,KES-CPT,2025-06-30 06:00,2025-06-30 08:58,2025-06-30 14:00,2025-06-30 17:12,149,1404,5.28,N
TRP-520130,2025-06-30,LN-129,Outbound,VEH-2121,DRV-501,KES-CPT,30/06/2025 06:00,30/06/2025 08:30,30/06/2025 14:00,30/06/2025 15:10,148,1266,6.49,N
TRP-520131,2025-06-30,LN-129,Outbound,VEH-2119,DRV-488,KES-CPT,30/06/2025 12:00,30/06/2025 16:05,30/06/2025 20:00,30/06/2025 23:45,153,4936,34.65,N
TRP-520132,2025-06-30,LN-129,Outbound,VEH-2112,DRV-493,KES-CPT,30/06/2025 07:00,30/06/2025 11:12,30/06/2025 15:00,30/06/2025 18:27,149,9905,37.07,N
TRP-520133,2025-07-01,LN-101,Outbound,VEH-2008,DRV-408,KES-JHB,01/07/2025 07:00,01/07/2025 07:23,01/07/2025 14:30,01/07/2025 15:11,573,27260,83.77,N
TRP-520134,2025-07-01,LN-101,Return,VEH-2010,DRV-444,KES-JHB,02/07/2025 00:00,02/07/2025 00:25,02/07/2025 07:30,02/07/2025 08:28,571,23458,97.24,N
TRP-520135,2025-07-01,LN-101,Outbound,VEH-2006,DRV-435,KES-JHB,2025-07-01 06:00,2025-07-01 06:55,2025-07-01 13:30,2025-07-01 13:39,593,12869,108.96,N
TRP-520136,2025-07-01,LN-101,Return,VEH-2020,DRV-414,KES-JHB,2025-07-02 00:00,2025-07-02 01:00,2025-07-02 07:30,2025-07-02 09:26,579,23891,85.76,N
TRP-520137,2025-07-01,LN-101,Outbound,VEH-2011,DRV-405,KES-JHB,01/07/2025 12:00,01/07/2025 12:59,01/07/2025 19:30,01/07/2025 20:28,562,32329,72.8,N
TRP-520138,2025-07-01,LN-101,Return,VEH-2003,DRV-450,KES-JHB,2025-07-01 20:00,2025-07-01 20:14,2025-07-02 03:30,2025-07-02 03:49,568,11882,119.08,N
TRP-520139,2025-07-01,LN-101,Outbound,VEH-2024,DRV-434,KES-JHB,2025-07-01 06:00,2025-07-01 06:16,2025-07-01 13:30,2025-07-01 13:21,576,16457,50.99,N
TRP-520140,2025-07-01,LN-101,Return,VEH-2028,DRV-416,KES-JHB,01/07/2025 23:00,02/07/2025 00:03,02/07/2025 06:30,02/07/2025 06:53,583,8795,82,N
TRP-520141,2025-07-01,LN-102,Outbound,VEH-2007,DRV-432,KES-JHB,01/07/2025 10:00,01/07/2025 10:37,02/07/2025 03:00,02/07/2025 04:16,1410,21597,80.76,N
TRP-520142,2025-07-01,LN-102,Return,VEH-2009,DRV-409,KES-JHB,2025-07-02 04:00,2025-07-02 04:46,2025-07-02 21:00,2025-07-02 21:41,1395,0,0,Y
TRP-520143,2025-07-01,LN-102,Outbound,VEH-2007,DRV-412,KES-JHB,2025-07-01 08:00,2025-07-01 08:27,2025-07-02 01:00,2025-07-02 01:29,1432,27905,90.39,N
TRP-520144,2025-07-01,LN-102,Return,VEH-2018,DRV-440,KES-JHB,2025-07-02 04:00,2025-07-02 04:50,2025-07-02 21:00,2025-07-02 22:06,1469,0,0,Y
TRP-520145,2025-07-01,LN-103,Outbound,VEH-2021,DRV-408,KES-JHB,2025-07-01 10:00,2025-07-01 10:06,2025-07-01 23:00,2025-07-01 23:52,0,17415,76.68,N
TRP-520146,2025-07-01,LN-103,Return,VEH-2030,DRV-411,KES-JHB,2025-07-02 07:00,2025-07-02 07:00,2025-07-02 20:00,2025-07-02 22:31,1080,21711,60.98,N
TRP-520147,2025-07-01,LN-104,Outbound,VEH-2002,DRV-421,KES-JHB,01/07/2025 09:00,01/07/2025 09:30,01/07/2025 14:00,01/07/2025 14:52,404,14293,109.27,N
TRP-520148,2025-07-01,LN-104,Return,VEH-2001,DRV-408,KES-JHB,2025-07-01 20:00,2025-07-01 20:00,2025-07-02 01:00,2025-07-02 00:23,402,26550,98.6,N
TRP-520149,2025-07-01,LN-104,Outbound,VEH-2029,DRV-429,KES-JHB,2025-07-01 05:00,2025-07-01 05:36,2025-07-01 10:00,2025-07-01 10:03,393,19879,64.64,N
TRP-520150,2025-07-01,LN-104,Return,VEH-2026,DRV-451,KES-JHB,2025-07-01 20:00,2025-07-01 20:27,2025-07-02 01:00,2025-07-02 01:14,389,17844,76.64,N
TRP-520151,2025-07-01,LN-105,Outbound,VEH-2022,DRV-430,KES-JHB,01/07/2025 12:00,01/07/2025 12:40,01/07/2025 16:00,01/07/2025 16:43,334,22591,70.52,N
TRP-520152,2025-07-01,LN-105,Return,VEH-2022,DRV-415,KES-JHB,2025-07-01 21:00,2025-07-01 21:00,2025-07-02 01:00,2025-07-02 00:56,325,18566,60.86,N
TRP-520153,2025-07-01,LN-106,Outbound,VEH-2007,DRV-425,KES-JHB,2025-07-01 12:00,2025-07-01 12:31,2025-07-01 16:30,2025-07-01 16:48,357,30729,89.5,N
TRP-520154,2025-07-01,LN-106,Return,VEH-2005,DRV-429,KES-JHB,2025-07-01 18:00,2025-07-01 18:38,2025-07-01 22:30,2025-07-01 23:13,365,0,0,Y
TRP-520155,2025-07-01,LN-106,Outbound,VEH-2005,DRV-448,KES-JHB,2025-07-01 06:00,2025-07-01 06:09,2025-07-01 10:30,2025-07-01 10:23,353,28806,64.47,N
TRP-520156,2025-07-01,LN-106,Return,VEH-2005,DRV-426,KES-JHB,01/07/2025 16:00,01/07/2025 16:04,01/07/2025 20:30,01/07/2025 20:21,363,0,0,Y
TRP-520157,2025-07-01,LN-107,Outbound,VEH-2042,DRV-437,KES-JHB,2025-07-01 11:00,2025-07-01 11:00,2025-07-01 12:48,2025-07-01 12:36,120,6982,25.3,N
TRP-520158,2025-07-01,LN-107,Return,VEH-2044,DRV-427,KES-JHB,2025-07-01 19:00,2025-07-01 19:02,2025-07-01 20:48,2025-07-01 20:44,122,6872,36.21,N
TRP-520159,2025-07-01,LN-107,Outbound,VEH-2028,DRV-435,KES-JHB,2025-07-01 13:00,2025-07-01 13:00,2025-07-01 14:48,2025-07-01 15:01,122,11057,72.75,N
TRP-520160,2025-07-01,LN-107,Return,VEH-2024,DRV-440,KES-JHB,01/07/2025 21:00,01/07/2025 21:00,01/07/2025 22:48,01/07/2025 22:56,120,19610,74.63,N
TRP-520161,2025-07-01,LN-108,Outbound,VEH-2010,DRV-421,KES-JHB,2025-07-01 12:00,2025-07-01 12:43,2025-07-01 17:30,2025-07-01 17:43,477,15699,104.42,N
TRP-520162,2025-07-01,LN-108,Return,VEH-2012,DRV-445,KES-JHB,01/07/2025 23:00,01/07/2025 23:20,02/07/2025 04:30,02/07/2025 04:31,471,29059,82.07,N
TRP-520163,2025-07-01,LN-109,Outbound,VEH-2010,DRV-404,KES-JHB,01/07/2025 05:00,01/07/2025 05:05,01/07/2025 17:00,01/07/2025 15:28,1021,14805,115.57,N
TRP-520164,2025-07-01,LN-109,Return,VEH-2009,DRV-418,KES-JHB,02/07/2025 02:00,02/07/2025 02:31,02/07/2025 14:00,02/07/2025 13:30,969,0,0,Y
TRP-520165,2025-07-01,LN-110,Outbound,VEH-2005,DRV-446,KES-JHB,2025-07-01 11:00,2025-07-01 11:16,2025-07-01 15:00,2025-07-01 15:19,305,13548,101.9,N
TRP-520166,2025-07-01,LN-110,Return,VEH-2008,DRV-450,KES-JHB,2025-07-01 20:00,2025-07-01 20:00,2025-07-02 00:00,2025-07-02 00:24,312,0,0,Y
TRP-520167,2025-07-01,LN-111,Outbound,VEH-2039,DRV-439,KES-JHB,2025-07-01 05:00,2025-07-01 05:00,2025-07-01 07:12,2025-07-01 07:21,171,11519,50.15,N
TRP-520168,2025-07-01,LN-111,Return,VEH-2033,DRV-425,KES-JHB,01/07/2025 19:00,01/07/2025 19:20,01/07/2025 21:12,01/07/2025 21:40,167,9599,45.12,N
TRP-520169,2025-07-01,LN-112,Outbound,VEH-2021,DRV-415,KES-JHB,01/07/2025 12:00,01/07/2025 13:16,01/07/2025 15:18,01/07/2025 16:53,262,17374,55.33,N
TRP-520170,2025-07-01,LN-112,Return,VEH-2031,DRV-436,KES-JHB,01/07/2025 20:00,01/07/2025 21:04,01/07/2025 23:18,02/07/2025 00:15,267,0,0,Y
TRP-520171,2025-07-01,LN-113,Outbound,VEH-2069,DRV-475,KES-DBN,2025-07-01 06:00,2025-07-01 06:58,2025-07-01 13:30,2025-07-01 14:51,571,19157,61.9,N
TRP-520172,2025-07-01,LN-113,Return,VEH-2072,DRV-454,KES-DBN,2025-07-02 00:00,2025-07-02 00:28,2025-07-02 07:30,2025-07-02 06:53,559,0,0,Y
TRP-520173,2025-07-01,LN-113,Outbound,VEH-2069,DRV-458,KES-DBN,2025-07-01 08:00,2025-07-01 09:15,2025-07-01 15:30,2025-07-01 16:16,573,18575,49.36,N
TRP-520174,2025-07-01,LN-113,Return,VEH-2074,DRV-468,KES-DBN,2025-07-01 22:00,2025-07-01 22:00,2025-07-02 05:30,2025-07-02 05:34,566,20570,67.74,N
TRP-520175,2025-07-01,LN-113,Outbound,VEH-2060,DRV-453,KES-DBN,2025-07-01 06:00,2025-07-01 06:46,2025-07-01 13:30,2025-07-01 14:06,566,15905,100.95,N
TRP-520176,2025-07-01,LN-113,Return,VEH-2058,DRV-474,KES-DBN,01/07/2025 23:00,01/07/2025 23:15,02/07/2025 06:30,02/07/2025 07:32,571,29401,77.38,N
TRP-520177,2025-07-01,LN-113,Outbound,VEH-2068,DRV-458,KES-DBN,2025-07-01 05:00,2025-07-01 05:07,2025-07-01 12:30,2025-07-01 12:47,571,23760,66.85,N
TRP-520178,2025-07-01,LN-113,Return,VEH-2069,DRV-481,KES-DBN,02/07/2025 03:00,02/07/2025 03:38,02/07/2025 10:30,02/07/2025 12:05,575,0,0,Y
TRP-520179,2025-07-01,LN-114,Outbound,VEH-2058,DRV-475,KES-DBN,01/07/2025 13:00,01/07/2025 13:37,02/07/2025 09:00,02/07/2025 10:01,1663,33109,83.6,N
TRP-520180,2025-07-02,LN-114,Return,VEH-2055,DRV-482,KES-DBN,2025-07-02 13:00,2025-07-02 13:15,2025-07-03 09:00,2025-07-03 07:51,1660,0,0,Y
TRP-520181,2025-07-01,LN-115,Outbound,VEH-2073,DRV-461,KES-DBN,2025-07-01 14:00,2025-07-01 14:00,2025-07-02 02:00,2025-07-02 02:04,1002,22942,67.11,N
TRP-520182,2025-07-01,LN-115,Return,VEH-2067,DRV-474,KES-DBN,2025-07-02 05:00,2025-07-02 05:00,2025-07-02 17:00,2025-07-02 16:53,1011,0,0,Y
TRP-520183,2025-07-01,LN-116,Outbound,VEH-2079,DRV-460,KES-DBN,2025-07-01 08:00,2025-07-01 08:39,2025-07-01 09:12,2025-07-01 09:48,79,12779,53.18,N
TRP-520184,2025-07-01,LN-116,Return,VEH-2079,DRV-470,KES-DBN,01/07/2025 20:00,01/07/2025 21:11,01/07/2025 21:12,01/07/2025 22:25,81,10112,41.39,N
TRP-520185,2025-07-01,LN-116,Outbound,VEH-2080,DRV-478,KES-DBN,2025-07-01 06:00,2025-07-01 06:51,2025-07-01 07:12,2025-07-01 08:00,79,11802,38.24,N
TRP-520186,2025-07-01,LN-116,Return,VEH-2075,DRV-482,KES-DBN,01/07/2025 16:00,01/07/2025 16:00,01/07/2025 17:12,01/07/2025 17:06,79,12986,50.12,N
TRP-520187,2025-07-01,LN-117,Outbound,VEH-2081,DRV-460,KES-DBN,01/07/2025 11:00,01/07/2025 11:00,01/07/2025 13:24,01/07/2025 13:14,185,6932,31.18,N
TRP-520188,2025-07-01,LN-117,Return,VEH-2085,DRV-464,KES-DBN,01/07/2025 22:00,01/07/2025 22:00,02/07/2025 00:24,02/07/2025 00:30,176,5749,22.39,N
TRP-520189,2025-07-01,LN-118,Outbound,VEH-2060,DRV-460,KES-DBN,2025-07-01 14:00,2025-07-01 14:00,2025-07-01 21:48,2025-07-01 20:47,624,28637,58.07,N
