fuel_txn_id,txn_datetime,vehicle_id,driver_id,litres,price_per_litre,cost_zar,odometer_km,site
FUEL-820557,2025-07-07 10:50,VEH-2111,DRV-494,15.05,21.97,330.65,763564,Depot Bulk Tank
FUEL-820558,2025-07-07 22:13,VEH-2100,DRV-487,463.13,21.97,10174.97,809824,Depot Bulk Tank
FUEL-820559,2025-07-08 13:16,VEH-2098,DRV-499,497.24,21.97,10924.36,729331,Engen Ultra
FUEL-820560,2025-07-07 21:00,VEH-2033,DRV-452,50.93,21.97,1118.93,607653,N3 Truck Plaza
FUEL-820561,2025-07-07 11:43,VEH-2041,DRV-420,53.58,21.97,1177.15,528715,Highway 1 Stop
FUEL-820562,2025-07-07 20:16,VEH-2051,DRV-414,20.44,21.97,449.07,746369,Engen Ultra
FUEL-820563,2025-07-07 16:52,VEH-2039,DRV-441,51.53,21.97,1132.11,558548,Engen Ultra
FUEL-820564,2025-07-07 18:07,VEH-2039,DRV-446,53.53,21.97,1176.05,558733,Engen Ultra
FUEL-820565,2025-07-07 12:53,VEH-2043,DRV-422,46.99,21.97,1032.37,477781,Depot Bulk Tank
FUEL-820566,2025-07-07 16:15,VEH-2054,DRV-450,22.45,21.97,493.23,299721,Depot Bulk Tank
FUEL-820567,2025-07-07 15:59,VEH-2053,DRV-420,22.01,21.97,483.56,671327,Sasol Truck Stop
FUEL-820568,2025-07-07 10:35,VEH-2084,DRV-481,35.47,21.97,779.28,328316,Sasol Truck Stop
FUEL-820569,2025-07-07 13:15,VEH-2089,DRV-458,"17,57",21.97,386.01,727719,Depot Bulk Tank
FUEL-820570,2025-07-07 13:31,VEH-2076,DRV-453,49.01,21.97,1076.75,706498,Engen Ultra
FUEL-820571,2025-07-07 14:22,VEH-2082,DRV-457,"34,37",21.97,755.11,480667,Highway 1 Stop
FUEL-820572,2025-07-07 09:39,VEH-2115,DRV-505,43.23,21.97,949.76,457332,N3 Truck Plaza
FUEL-820573,2025-07-07 19:19,VEH-2124,DRV-486,"16,94",21.97,372.17,400672,Engen Ultra
FUEL-820574,2025-07-07 12:30,VEH-2111,DRV-499,39.02,21.97,857.27,763717,Depot Bulk Tank
FUEL-820575,2025-07-07 14:48,VEH-2113,DRV-512,41.22,21.97,905.6,482572,Sasol Truck Stop
FUEL-820576,2025-07-07 20:56,VEH-2117,DRV-485,31.83,21.97,699.31,722656,Highway 1 Stop
FUEL-820577,2025-07-08 10:25,VEH-2032,DRV-402,250.23,21.99,5502.56,460588,Sasol Truck Stop
FUEL-820578,2025-07-09 05:52,VEH-2028,DRV-411,235.29,21.99,5174.03,598637,Engen Ultra
FUEL-820579,2025-07-08 14:30,VEH-2001,DRV-430,295.93,21.99,6507.5,462895,Depot Bulk Tank
FUEL-820580,2025-07-09 04:02,VEH-2018,DRV-418,291.4,21.99,6407.89,777622,Highway 1 Stop
FUEL-820581,2025-07-08 09:51,VEH-2006,DRV-448,324.69,21.99,7139.93,440286,Engen Ultra
FUEL-820582,2025-07-09 03:22,VEH-2008,DRV-408,"266,3",21.99,5855.94,645082,Engen Ultra
FUEL-820583,2025-07-08 20:50,VEH-2021,DRV-442,481.57,21.99,10589.72,330054,Highway 1 Stop
FUEL-820584,2025-07-09 22:54,VEH-2022,DRV-437,423.88,21.99,9321.12,835564,N3 Truck Plaza
FUEL-820585,2025-07-08 23:41,VEH-2008,DRV-431,458.22,21.99,10076.26,646113,Sasol Truck Stop
FUEL-820586,2025-07-09 10:40,VEH-2012,DRV-443,"408,84",21.99,8990.39,843150,Highway 1 Stop
FUEL-820587,2025-07-08 18:49,VEH-2010,DRV-407,504.51,21.99,11094.17,806775,Sasol Truck Stop
FUEL-820588,2025-07-09 16:29,VEH-2004,DRV-414,347.99,21.99,7652.3,705257,Sasol Truck Stop
FUEL-820589,2025-07-08 08:51,VEH-2024,DRV-451,132.7,21.99,2918.07,751073,Sasol Truck Stop
FUEL-820590,2025-07-08 19:07,VEH-2023,DRV-428,119.71,21.99,2632.42,501133,Highway 1 Stop
FUEL-820591,2025-07-08 12:19,VEH-2013,DRV-451,164.55,21.99,3618.45,882714,N3 Truck Plaza
FUEL-820592,2025-07-08 19:04,VEH-2008,DRV-403,113,21.99,2484.87,646433,N3 Truck Plaza
FUEL-820593,2025-07-08 08:46,VEH-2028,DRV-440,"145,14",21.99,3191.63,598997,Sasol Truck Stop
FUEL-820594,2025-07-08 19:54,VEH-2030,DRV-428,141.24,21.99,3105.87,427869,Depot Bulk Tank
FUEL-820595,2025-07-08 14:03,VEH-2028,DRV-449,154.83,21.99,3404.71,599359,Depot Bulk Tank
FUEL-820596,2025-07-09 02:02,VEH-2032,DRV-409,123.02,21.99,2705.21,460952,Engen Ultra
FUEL-820597,2025-07-08 08:59,VEH-2024,DRV-425,41.18,21.99,905.55,751193,Engen Ultra
FUEL-820598,2025-07-08 18:09,VEH-2027,DRV-443,44.41,21.99,976.58,413444,N3 Truck Plaza
FUEL-820599,2025-07-08 13:03,VEH-2024,DRV-414,39.82,21.99,875.64,751314,Engen Ultra
FUEL-820600,2025-07-08 21:44,VEH-2021,DRV-449,34.45,21.99,757.56,330175,Sasol Truck Stop
FUEL-820601,2025-07-08 07:41,VEH-2027,DRV-445,172,21.99,3782.28,413922,Sasol Truck Stop
FUEL-820602,2025-07-08 23:48,VEH-2029,DRV-411,137.45,21.99,3022.53,874312,Sasol Truck Stop
FUEL-820603,2025-07-08 15:17,VEH-2029,DRV-451,376.93,21.99,8288.69,875300,Depot Bulk Tank
FUEL-820604,2025-07-09 13:54,VEH-2026,DRV-402,377.42,21.99,8299.47,897052,Sasol Truck Stop
FUEL-820605,2025-07-08 15:54,VEH-2015,DRV-452,"134,71",21.99,2962.27,292295,Sasol Truck Stop
FUEL-820606,2025-07-09 00:48,VEH-2017,DRV-435,172.23,21.99,3787.34,777312,Depot Bulk Tank
FUEL-820607,2025-07-08 07:02,VEH-2029,DRV-431,68.28,21.99,1501.48,875473,Highway 1 Stop
FUEL-820608,2025-07-08 10:52,VEH-2024,DRV-435,50.85,21.99,1118.19,751490,Engen Ultra
FUEL-820609,2025-07-08 12:09,VEH-2010,DRV-419,126.66,21.99,2785.25,807044,N3 Truck Plaza
FUEL-820610,2025-07-09 00:50,VEH-2007,DRV-431,107.2,21.99,2357.33,905993,Depot Bulk Tank
FUEL-820611,2025-07-08 15:22,VEH-2072,DRV-471,224.45,21.99,4935.66,568037,Depot Bulk Tank
FUEL-820612,2025-07-09 05:41,VEH-2072,DRV-470,239.51,21.99,5266.82,568619,Engen Ultra
FUEL-820613,2025-07-08 09:17,VEH-2060,DRV-455,268.99,21.99,5915.09,264297,N3 Truck Plaza
FUEL-820614,2025-07-09 09:01,VEH-2056,DRV-466,265.46,21.99,5837.47,250390,N3 Truck Plaza
FUEL-820615,2025-07-08 13:04,VEH-2070,DRV-467,219.02,21.99,4816.25,657748,Engen Ultra
FUEL-820616,2025-07-09 07:55,VEH-2071,DRV-464,185.19,21.99,4072.33,510488,Engen Ultra
FUEL-820617,2025-07-08 16:29,VEH-2069,DRV-462,458.09,21.99,10073.4,469855,Sasol Truck Stop
FUEL-820618,2025-07-09 16:08,VEH-2069,DRV-453,367.53,21.99,8081.98,470819,Engen Ultra
FUEL-820619,2025-07-08 06:10,VEH-2083,DRV-472,16.16,21.99,355.36,203282,Sasol Truck Stop
FUEL-820620,2025-07-08 14:16,VEH-2082,DRV-460,15.64,21.99,343.92,480746,Engen Ultra
FUEL-820621,2025-07-08 03:33,VEH-2077,DRV-465,"20,23",21.99,444.86,167720,Depot Bulk Tank
FUEL-820622,2025-07-08 18:49,VEH-2076,DRV-459,22.22,21.99,488.62,706576,Sasol Truck Stop
FUEL-820623,2025-07-08 06:27,VEH-2070,DRV-467,66.74,21.99,1467.61,657924,Depot Bulk Tank
FUEL-820624,2025-07-08 18:14,VEH-2069,DRV-475,86.76,21.99,1907.85,470997,Depot Bulk Tank
FUEL-820625,2025-07-09 00:05,VEH-2093,DRV-493,640.9,21.99,14093.39,891693,Engen Ultra
FUEL-820626,2025-07-09 22:58,VEH-2092,DRV-497,722.46,21.99,15886.9,577095,Highway 1 Stop
FUEL-820627,2025-07-09 05:15,VEH-2092,DRV-505,747.74,21.99,16442.8,578505,Highway 1 Stop
FUEL-820628,2025-07-09 22:56,VEH-2099,DRV-483,669.02,21.99,14711.75,538072,Depot Bulk Tank
FUEL-820629,2025-07-08 21:29,VEH-2094,DRV-507,461.76,21.99,10154.1,555505,Engen Ultra
FUEL-820630,2025-07-09 12:43,VEH-2096,DRV-492,400.41,21.99,8805.02,650466,Depot Bulk Tank
FUEL-820631,2025-07-08 11:09,VEH-2092,DRV-507,226.4,21.99,4978.54,578940,Depot Bulk Tank
FUEL-820632,2025-07-08 22:53,VEH-2101,DRV-496,210.34,21.99,4625.38,509728,Sasol Truck Stop
FUEL-820633,2025-07-08 03:11,VEH-2102,DRV-488,42,21.99,923.58,579759,Highway 1 Stop
FUEL-820634,2025-07-08 14:50,VEH-2103,DRV-506,38.68,21.99,850.57,413886,Highway 1 Stop
FUEL-820635,2025-07-08 05:31,VEH-2112,DRV-497,34.2,21.99,752.06,168923,N3 Truck Plaza
FUEL-820636,2025-07-08 16:20,VEH-2113,DRV-489,31.06,21.99,683.01,482681,N3 Truck Plaza
FUEL-820637,2025-07-08 11:54,VEH-2102,DRV-487,22.04,21.99,484.66,579820,Sasol Truck Stop
FUEL-820638,2025-07-08 14:18,VEH-2103,DRV-488,15.38,21.99,338.21,413944,Engen Ultra
FUEL-820639,2025-07-08 03:06,VEH-2120,DRV-493,13.3,21.99,292.47,155217,Sasol Truck Stop
FUEL-820640,2025-07-08 13:41,VEH-2119,DRV-504,13.78,21.99,303.02,137656,Sasol Truck Stop
FUEL-820641,2025-07-08 18:47,VEH-2053,DRV-423,19.19,21.99,421.99,671513,Engen Ultra
FUEL-820642,2025-07-08 16:56,VEH-2038,DRV-435,53.6,21.99,1178.66,188062,Highway 1 Stop
FUEL-820643,2025-07-08 08:27,VEH-2053,DRV-439,19.24,21.99,423.09,671698,Sasol Truck Stop
FUEL-820644,2025-07-08 17:24,VEH-2033,DRV-446,48.23,21.99,1060.58,607836,Engen Ultra
FUEL-820645,2025-07-08 13:45,VEH-2042,DRV-446,42.57,21.99,936.11,561182,N3 Truck Plaza
FUEL-820646,2025-07-08 14:14,VEH-2033,DRV-432,58.09,21.99,1277.4,608050,Depot Bulk Tank
FUEL-820647,2025-07-08 20:59,VEH-2045,DRV-438,48.87,21.99,1074.65,425145,Depot Bulk Tank
FUEL-820648,2025-07-08 22:11,VEH-2034,DRV-442,58.6,21.99,1288.61,246783,Sasol Truck Stop
FUEL-820649,2025-07-08 12:48,VEH-2045,DRV-411,49.58,21.99,1090.26,425354,Engen Ultra
FUEL-820650,2025-07-08 19:23,VEH-2075,DRV-461,46.08,21.99,1013.3,382468,Highway 1 Stop
FUEL-820651,2025-07-08 15:09,VEH-2077,DRV-478,41.45,21.99,911.49,167886,Engen Ultra
FUEL-820652,2025-07-08 12:33,VEH-2084,DRV-480,36.26,21.99,797.36,328483,Depot Bulk Tank
FUEL-820653,2025-07-08 16:24,VEH-2084,DRV-460,34.94,21.99,768.33,328648,Sasol Truck Stop
FUEL-820654,2025-07-08 17:43,VEH-2116,DRV-509,32.78,21.99,720.83,197563,Sasol Truck Stop
FUEL-820655,2025-07-08 11:21,VEH-2110,DRV-503,45.53,21.99,1001.2,651765,Engen Ultra
FUEL-820656,2025-07-08 19:13,VEH-2118,DRV-498,29.82,21.99,655.74,566071,Engen Ultra
FUEL-820657,2025-07-08 11:08,VEH-2116,DRV-495,"31,89",21.99,701.26,197712,N3 Truck Plaza
FUEL-820658,2025-07-08 13:37,VEH-2110,DRV-492,47.94,21.99,1054.2,651918,N3 Truck Plaza
FUEL-820659,2025-07-09 14:23,VEH-2004,DRV-416,247.82,22,5452.04,705841,Sasol Truck Stop
FUEL-820660,2025-07-10 08:53,VEH-2013,DRV-451,282.62,22,6217.64,883297,Sasol Truck Stop
FUEL-820661,2025-07-09 08:39,VEH-2002,DRV-419,"280,06",22,6161.32,904897,Engen Ultra
FUEL-820662,2025-07-10 08:42,VEH-2017,DRV-401,249.02,22,5478.44,777888,Engen Ultra
FUEL-820663,2025-07-09 18:46,VEH-2032,DRV-422,219.58,22,4830.76,461510,Depot Bulk Tank
FUEL-820664,2025-07-10 05:36,VEH-2032,DRV-406,243.56,22,5358.32,462088,Highway 1 Stop
FUEL-820665,2025-07-09 20:29,VEH-2022,DRV-425,531.36,22,11689.92,836952,N3 Truck Plaza
FUEL-820666,2025-07-10 17:36,VEH-2027,DRV-420,545.5,22,12001,415315,Depot Bulk Tank
FUEL-820667,2025-07-09 20:37,VEH-2016,DRV-452,877.1,22,19296.2,290041,Engen Ultra
FUEL-820668,2025-07-10 17:24,VEH-2010,DRV-421,536.48,22,11802.56,808427,Highway 1 Stop
FUEL-820669,2025-07-09 19:28,VEH-2021,DRV-440,369.77,22,8134.94,331225,Sasol Truck Stop
FUEL-820670,2025-07-10 11:05,VEH-2026,DRV-435,379.45,22,8347.9,898079,Highway 1 Stop
FUEL-820671,2025-07-10 02:54,VEH-2006,DRV-410,630.89,22,13879.58,441359,Sasol Truck Stop
FUEL-820672,2025-07-10 13:31,VEH-2001,DRV-415,401.44,22,8831.68,463896,Sasol Truck Stop
FUEL-820673,2025-07-09 12:40,VEH-2014,DRV-426,180.21,22,3964.62,714707,Depot Bulk Tank
FUEL-820674,2025-07-10 01:56,VEH-2005,DRV-404,154.62,22,3401.64,834932,Highway 1 Stop
FUEL-820675,2025-07-09 09:31,VEH-2017,DRV-447,214.93,22,4728.46,778282,Depot Bulk Tank
FUEL-820676,2025-07-09 23:24,VEH-2005,DRV-432,"158,73",22,3492.06,835337,Engen Ultra
FUEL-820677,2025-07-09 11:52,VEH-2013,DRV-414,162.18,22,3567.96,883625,Depot Bulk Tank
FUEL-820678,2025-07-09 18:07,VEH-2011,DRV-401,"152,39",22,3352.58,519187,N3 Truck Plaza
FUEL-820679,2025-07-09 15:40,VEH-2031,DRV-424,127.07,22,2795.54,437366,Depot Bulk Tank
FUEL-820680,2025-07-10 02:25,VEH-2023,DRV-408,114.45,22,2517.9,501498,Depot Bulk Tank
FUEL-820681,2025-07-09 15:39,VEH-2013,DRV-430,172.62,22,3797.64,883990,Sasol Truck Stop
FUEL-820682,2025-07-09 22:50,VEH-2018,DRV-402,150.24,22,3305.28,777996,Depot Bulk Tank
FUEL-820683,2025-07-09 10:50,VEH-2023,DRV-442,44.87,22,987.14,501617,Depot Bulk Tank
FUEL-820684,2025-07-09 17:13,VEH-2028,DRV-441,47.26,22,1039.72,599480,Highway 1 Stop
FUEL-820685,2025-07-09 15:00,VEH-2035,DRV-433,33.59,22,738.98,704019,Highway 1 Stop
FUEL-820686,2025-07-09 17:09,VEH-2033,DRV-406,33.43,22,735.46,608171,Highway 1 Stop
FUEL-820687,2025-07-09 15:05,VEH-2014,DRV-440,227.75,22,5010.5,715184,N3 Truck Plaza
FUEL-820688,2025-07-09 19:42,VEH-2007,DRV-431,238.42,22,5245.24,906474,N3 Truck Plaza
FUEL-820689,2025-07-09 15:04,VEH-2014,DRV-422,465.83,22,10248.26,716175,Sasol Truck Stop
FUEL-820690,2025-07-10 10:21,VEH-2019,DRV-419,474.14,22,10431.08,622120,Engen Ultra
FUEL-820691,2025-07-09 15:13,VEH-2008,DRV-423,135.69,22,2985.18,646732,Depot Bulk Tank
FUEL-820692,2025-07-09 22:47,VEH-2016,DRV-424,199.83,22,4396.26,290342,N3 Truck Plaza
FUEL-820693,2025-07-09 11:29,VEH-2042,DRV-427,37.19,22,818.18,561350,N3 Truck Plaza
FUEL-820694,2025-07-09 23:41,VEH-2049,DRV-427,35.4,22,778.8,589052,Highway 1 Stop
FUEL-820695,2025-07-09 02:58,VEH-2037,DRV-422,45.18,22,993.96,210737,Engen Ultra
FUEL-820696,2025-07-09 17:14,VEH-2038,DRV-435,48.16,22,1059.52,188229,N3 Truck Plaza
FUEL-820697,2025-07-09 11:23,VEH-2032,DRV-405,"109,5",22,2409,462346,Depot Bulk Tank
FUEL-820698,2025-07-09 20:39,VEH-2031,DRV-435,74.92,22,1648.24,437633,Sasol Truck Stop
FUEL-820699,2025-07-09 13:26,VEH-2064,DRV-478,277.23,22,6099.06,405031,Engen Ultra
FUEL-820700,2025-07-10 12:05,VEH-2066,DRV-457,280.4,22,6168.8,847820,Engen Ultra
FUEL-820701,2025-07-09 12:49,VEH-2062,DRV-480,288.67,22,6350.74,387023,N3 Truck Plaza
FUEL-820702,2025-07-10 00:16,VEH-2063,DRV-461,273.29,22,6012.38,229474,N3 Truck Plaza
FUEL-820703,2025-07-10 03:29,VEH-2061,DRV-462,856.64,22,18846.08,234212,Highway 1 Stop
FUEL-820704,2025-07-11 12:49,VEH-2057,DRV-476,779.56,22,17150.32,834288,Engen Ultra
FUEL-820705,2025-07-10 00:33,VEH-2064,DRV-459,477.75,22,10510.5,406038,Sasol Truck Stop
FUEL-820706,2025-07-10 13:09,VEH-2065,DRV-470,370.83,22,8158.26,567136,Sasol Truck Stop
FUEL-820707,2025-07-09 07:33,VEH-2069,DRV-454,34.64,22,762.08,471077,Engen Ultra
FUEL-820708,2025-07-09 20:12,VEH-2068,DRV-471,31.74,22,698.28,592130,Depot Bulk Tank
FUEL-820709,2025-07-09 05:19,VEH-2083,DRV-474,15.91,22,350.02,203363,Depot Bulk Tank
FUEL-820710,2025-07-09 11:09,VEH-2083,DRV-474,"12,96",22,285.12,203443,N3 Truck Plaza
FUEL-820711,2025-07-09 08:33,VEH-2082,DRV-480,37.33,22,821.26,480926,Engen Ultra
FUEL-820712,2025-07-09 18:15,VEH-2084,DRV-477,38.18,22,839.96,328824,Highway 1 Stop
FUEL-820713,2025-07-09 08:39,VEH-2074,DRV-458,60.94,22,1340.68,247825,Depot Bulk Tank
FUEL-820714,2025-07-09 13:03,VEH-2072,DRV-457,51.5,22,1133,568794,Highway 1 Stop
FUEL-820715,2025-07-09 12:55,VEH-2064,DRV-475,"285,3",22,6276.6,406650,N3 Truck Plaza
FUEL-820716,2025-07-10 00:47,VEH-2059,DRV-464,287.79,22,6331.38,423929,Depot Bulk Tank
FUEL-820717,2025-07-09 19:22,VEH-2093,DRV-506,627.08,22,13795.76,893071,Depot Bulk Tank
FUEL-820718,2025-07-10 20:27,VEH-2101,DRV-510,675,22,14850,511147,Engen Ultra
FUEL-820719,2025-07-10 01:38,VEH-2107,DRV-505,535.04,22,11770.88,525337,Highway 1 Stop
FUEL-820720,2025-07-10 18:28,VEH-2107,DRV-510,527.37,22,11602.14,526762,Highway 1 Stop
FUEL-820721,2025-07-09 16:26,VEH-2098,DRV-492,348.64,22,7670.08,730068,Highway 1 Stop
FUEL-820722,2025-07-10 03:01,VEH-2093,DRV-507,343.78,22,7563.16,893826,Highway 1 Stop
FUEL-820723,2025-07-09 05:38,VEH-2094,DRV-501,259.34,22,5705.48,555936,Sasol Truck Stop
FUEL-820724,2025-07-09 22:37,VEH-2099,DRV-504,174.22,22,3832.84,538505,Highway 1 Stop
FUEL-820725,2025-07-09 06:34,VEH-2120,DRV-494,24.02,22,528.44,155327,Depot Bulk Tank
FUEL-820726,2025-07-09 19:00,VEH-2118,DRV-503,19.54,22,429.88,566183,N3 Truck Plaza
FUEL-820727,2025-07-09 06:11,VEH-2120,DRV-485,13.61,22,299.42,155387,Sasol Truck Stop
FUEL-820728,2025-07-09 17:00,VEH-2118,DRV-496,11.82,22,260.04,566242,Engen Ultra
FUEL-820729,2025-07-09 07:51,VEH-2119,DRV-510,13.32,22,293.04,137716,Depot Bulk Tank
FUEL-820730,2025-07-09 15:54,VEH-2120,DRV-484,12.33,22,271.26,155447,Highway 1 Stop
FUEL-820731,2025-07-09 13:05,VEH-2106,DRV-489,304.55,22,6700.1,564786,Sasol Truck Stop
FUEL-820732,2025-07-10 10:17,VEH-2103,DRV-489,217.64,22,4788.08,414739,Highway 1 Stop
FUEL-820733,2025-07-09 16:56,VEH-2103,DRV-510,333.67,22,7340.74,415742,N3 Truck Plaza
FUEL-820734,2025-07-10 08:13,VEH-2104,DRV-491,495.64,22,10904.08,618965,Depot Bulk Tank
FUEL-820735,2025-07-09 12:25,VEH-2050,DRV-419,"21,62",22,475.64,499836,Sasol Truck Stop
FUEL-820736,2025-07-09 10:32,VEH-2050,DRV-426,22.51,22,495.22,500027,Engen Ultra
FUEL-820737,2025-07-09 13:51,VEH-2042,DRV-437,40.65,22,894.3,561530,Depot Bulk Tank
FUEL-820738,2025-07-09 13:58,VEH-2054,DRV-401,"18,44",22,405.68,299900,Sasol Truck Stop
FUEL-820739,2025-07-09 12:59,VEH-2035,DRV-424,47.8,22,1051.6,704201,Engen Ultra
FUEL-820740,2025-07-09 16:27,VEH-2037,DRV-447,50.59,22,1112.98,210925,Sasol Truck Stop
FUEL-820741,2025-07-09 10:50,VEH-2034,DRV-405,51.02,22,1122.44,246964,Highway 1 Stop
FUEL-820742,2025-07-09 17:53,VEH-2042,DRV-415,46.44,22,1021.68,561736,Highway 1 Stop
FUEL-820743,2025-07-09 13:54,VEH-2038,DRV-430,"58,18",22,1279.96,188436,Highway 1 Stop
FUEL-820744,2025-07-09 16:20,VEH-2082,DRV-464,34.23,22,753.06,481091,Engen Ultra
FUEL-820745,2025-07-09 20:18,VEH-2080,DRV-459,45.18,22,993.96,321538,Sasol Truck Stop
FUEL-820746,2025-07-09 17:06,VEH-2082,DRV-467,35.07,22,771.54,481265,Depot Bulk Tank
FUEL-820747,2025-07-09 09:08,VEH-2079,DRV-471,46.56,22,1024.32,795806,N3 Truck Plaza
FUEL-820748,2025-07-09 10:25,VEH-2075,DRV-455,45.83,22,1008.26,382632,Highway 1 Stop
FUEL-820749,2025-07-09 15:48,VEH-2112,DRV-491,48.52,22,1067.44,169078,Sasol Truck Stop
FUEL-820750,2025-07-09 13:09,VEH-2122,DRV-490,15.62,22,343.64,532741,Highway 1 Stop
FUEL-820751,2025-07-09 08:44,VEH-2110,DRV-492,45.72,22,1005.84,652068,Engen Ultra
FUEL-820752,2025-07-09 14:17,VEH-2113,DRV-509,40.9,22,899.8,482830,Sasol Truck Stop
FUEL-820753,2025-07-10 10:48,VEH-2003,DRV-450,276.19,22.02,6081.7,536639,Engen Ultra
FUEL-820754,2025-07-11 00:47,VEH-2001,DRV-443,212.08,22.02,4670,464480,Engen Ultra
FUEL-820755,2025-07-10 12:05,VEH-2025,DRV-452,215.88,22.02,4753.68,591022,N3 Truck Plaza
FUEL-820756,2025-07-11 05:32,VEH-2024,DRV-451,197.31,22.02,4344.77,752070,Depot Bulk Tank
FUEL-820757,2025-07-10 17:32,VEH-2024,DRV-450,189.44,22.02,4171.47,752633,N3 Truck Plaza
FUEL-820758,2025-07-11 00:06,VEH-2027,DRV-413,207.01,22.02,4558.36,415863,Depot Bulk Tank
FUEL-820759,2025-07-10 14:57,VEH-2006,DRV-404,350.44,22.02,7716.69,441930,Depot Bulk Tank
FUEL-820760,2025-07-11 01:19,VEH-2005,DRV-419,210.95,22.02,4645.12,835887,Highway 1 Stop
FUEL-820761,2025-07-10 23:16,VEH-2032,DRV-432,553.91,22.02,12197.1,463713,Engen Ultra
FUEL-820762,2025-07-11 20:03,VEH-2024,DRV-401,488.32,22.02,10752.81,754045,Highway 1 Stop
FUEL-820763,2025-07-11 08:00,VEH-2024,DRV-401,480.76,22.02,10586.34,755424,Sasol Truck Stop
FUEL-820764,2025-07-11 17:03,VEH-2025,DRV-428,499.19,22.02,10992.16,592450,Depot Bulk Tank
FUEL-820765,2025-07-10 19:50,VEH-2023,DRV-430,395.47,22.02,8708.25,502663,Engen Ultra
FUEL-820766,2025-07-11 12:22,VEH-2028,DRV-448,332.83,22.02,7328.92,600522,Engen Ultra
FUEL-820767,2025-07-10 17:21,VEH-2023,DRV-428,161.3,22.02,3551.83,503068,Sasol Truck Stop
FUEL-820768,2025-07-10 20:12,VEH-2031,DRV-447,116.75,22.02,2570.84,438030,Depot Bulk Tank
FUEL-820769,2025-07-10 14:54,VEH-2007,DRV-405,195.19,22.02,4298.08,906872,N3 Truck Plaza
FUEL-820770,2025-07-10 23:32,VEH-2005,DRV-407,195.16,22.02,4297.42,836284,Depot Bulk Tank
FUEL-820771,2025-07-10 13:03,VEH-2007,DRV-404,165.13,22.02,3636.16,907203,N3 Truck Plaza
FUEL-820772,2025-07-11 02:57,VEH-2016,DRV-412,211.4,22.02,4655.03,290677,Engen Ultra
FUEL-820773,2025-07-10 09:13,VEH-2021,DRV-442,113.67,22.02,2503.01,331550,N3 Truck Plaza
FUEL-820774,2025-07-10 16:41,VEH-2025,DRV-449,135.8,22.02,2990.32,592777,N3 Truck Plaza
FUEL-820775,2025-07-10 16:39,VEH-2020,DRV-415,172.29,22.02,3793.83,507485,N3 Truck Plaza
FUEL-820776,2025-07-10 19:22,VEH-2018,DRV-438,193.91,22.02,4269.9,778359,Depot Bulk Tank
FUEL-820777,2025-07-10 06:00,VEH-2018,DRV-415,195.76,22.02,4310.64,778715,Depot Bulk Tank
FUEL-820778,2025-07-11 01:22,VEH-2014,DRV-443,172.96,22.02,3808.58,716548,Depot Bulk Tank
FUEL-820779,2025-07-10 07:56,VEH-2048,DRV-452,26.6,22.02,585.73,684831,N3 Truck Plaza
FUEL-820780,2025-07-10 16:48,VEH-2047,DRV-436,21.72,22.02,478.27,634157,N3 Truck Plaza
FUEL-820781,2025-07-10 11:25,VEH-2038,DRV-442,34.26,22.02,754.41,188558,Depot Bulk Tank
FUEL-820782,2025-07-10 21:44,VEH-2036,DRV-427,29.64,22.02,652.67,649932,Engen Ultra
FUEL-820783,2025-07-10 08:01,VEH-2001,DRV-418,225.62,22.02,4968.15,464941,Highway 1 Stop
FUEL-820784,2025-07-11 01:56,VEH-2020,DRV-424,226.5,22.02,4987.53,507955,Sasol Truck Stop
FUEL-820785,2025-07-10 13:29,VEH-2010,DRV-406,516.04,22.02,11363.2,809410,Depot Bulk Tank
FUEL-820786,2025-07-11 14:45,VEH-2018,DRV-428,"401,56",22.02,8842.35,779700,Sasol Truck Stop
FUEL-820787,2025-07-10 12:27,VEH-2004,DRV-416,123.68,22.02,2723.43,706137,Engen Ultra
FUEL-820788,2025-07-11 00:05,VEH-2020,DRV-436,139.65,22.02,3075.09,508254,Sasol Truck Stop
FUEL-820789,2025-07-10 09:17,VEH-2046,DRV-442,35.65,22.02,785.01,140342,Highway 1 Stop
FUEL-820790,2025-07-10 18:29,VEH-2044,DRV-432,30.98,22.02,682.18,458543,Depot Bulk Tank
FUEL-820791,2025-07-10 13:03,VEH-2008,DRV-401,125.05,22.02,2753.6,646996,Depot Bulk Tank
FUEL-820792,2025-07-10 20:08,VEH-2012,DRV-406,130.97,22.02,2883.96,843416,Engen Ultra
FUEL-820793,2025-07-10 12:59,VEH-2070,DRV-475,217.21,22.02,4782.96,658471,Engen Ultra
FUEL-820794,2025-07-11 02:22,VEH-2072,DRV-462,"221,43",22.02,4875.89,569356,Sasol Truck Stop
FUEL-820795,2025-07-10 11:15,VEH-2073,DRV-461,229.57,22.02,5055.13,468701,Highway 1 Stop
FUEL-820796,2025-07-11 02:11,VEH-2072,DRV-480,189.91,22.02,4181.82,569938,Sasol Truck Stop
FUEL-820797,2025-07-10 15:56,VEH-2065,DRV-460,"415,17",22.02,9142.04,568076,N3 Truck Plaza
FUEL-820798,2025-07-11 17:28,VEH-2064,DRV-470,356.58,22.02,7851.89,407610,Depot Bulk Tank
FUEL-820799,2025-07-10 06:11,VEH-2074,DRV-471,29.35,22.02,646.29,247906,Sasol Truck Stop
FUEL-820800,2025-07-10 15:15,VEH-2073,DRV-470,25.95,22.02,571.42,468780,N3 Truck Plaza
