trip_id,driver_hours,driver_cost_zar,toll_cost_zar,fixed_cost_zar
TRP-523300,13.14,1904.7,291.71,4466.2
TRP-523301,1.1,159.73,46.06,840
TRP-523302,1.13,164.07,46.62,840
TRP-523303,1.22,176.26,46.52,385
TRP-523304,1.16,168.53,44.54,385
TRP-523305,2.12,307.52,88.35,840
TRP-523306,2.58,374.09,94.6,840
TRP-523307,8.46,1226.79,255.37,2876.62
TRP-523308,7.02,1017.96,243.37,2386.94
TRP-523309,17.68,2564.2,526.07,6012.6
TRP-523310,17.2,2493.6,507.93,5847.06
TRP-523311,18.41,2668.98,542.09,6258.29
TRP-523312,15.92,2307.93,527.76,5411.71
TRP-523313,9.91,1437.61,191.83,3370.94
TRP-523314,9.66,1400.12,167.26,3283.03
TRP-523315,5.11,741.47,96.55,1227.26
TRP-523316,5.24,759.37,91.97,1256.89
TRP-523317,1.5,217.97,42.56,525
TRP-523318,1.4,203.53,40.52,525
TRP-523319,1.03,148.73,25.97,525
TRP-523320,1.04,150.7,24.81,525
TRP-523321,12.22,1772.6,294.02,4156.45
TRP-523322,12.38,1795.39,305.18,4209.88
TRP-523323,9.74,1412.52,36.93,1071.57
TRP-523324,9.98,1446.64,39.3,1496.52
TRP-523325,9.1,1319.83,36.6,1365.34
TRP-523326,9.94,1441.61,41.43,1491.32
TRP-523327,8.22,1191.76,40.95,534.24
TRP-523328,8.36,1211.59,42.89,919.14
TRP-523329,10.38,1505.03,54.2,674.67
TRP-523330,8.09,1172.34,50.06,1212.76
TRP-523331,9.58,1389.66,52.45,1437.58
TRP-523332,8.24,1194.44,36.87,535.44
TRP-523333,8.51,1234.17,35.08,1276.73
TRP-523334,9.25,1340.78,34.78,601.04
TRP-523335,7.6,1102.1,37.51,1140.11
TRP-523336,8.93,1294.37,28,1339
TRP-523337,8.14,1180.59,29.46,529.23
TRP-523338,8.36,1211.98,28.94,1253.78
TRP-523339,6.68,969.16,31.52,735.23
TRP-523340,7.29,1056.7,27.63,1093.14
TRP-523341,7.48,1085.17,30.22,1122.58
TRP-523342,7.07,1024.92,358.55,1696.42
TRP-523343,7.43,1076.84,389.97,1782.36
TRP-523344,16.16,2342.63,526.74,5493.05
TRP-523345,15.9,2305.19,497.03,5405.27
TRP-523346,4.96,718.92,167.66,1685.74
TRP-523347,4.81,697.87,171.84,1636.38
TRP-523348,4.06,588.28,141.2,1379.4
TRP-523349,4.27,619.41,140.17,1452.41
TRP-523350,1.8,260.92,59.98,840
TRP-523351,1.69,245.23,58.04,840
TRP-523352,5.32,771.83,162.42,1809.82
TRP-523353,4.8,695.88,149.52,1631.72
TRP-523354,3.95,573.25,184.58,948.82
TRP-523355,4.02,583.09,186.09,965.11
TRP-523356,7.41,1075.11,388.58,1779.48
TRP-523357,7.67,1112.44,381.83,1841.27
TRP-523358,19.75,2863.93,633.54,6715.42
TRP-523359,20.91,3031.71,604.16,7108.85
TRP-523360,1.17,169.6,43.49,840
TRP-523361,1.28,185.07,45.21,840
TRP-523362,17.77,2576.1,521.49,4263.88
TRP-523363,16.84,2441.31,497.83,4040.79
TRP-523364,10.11,1466.03,183.86,3437.6
TRP-523365,9.67,1401.43,193.17,3286.12
TRP-523366,4.79,694.33,94.9,1149.24
TRP-523367,5.4,782.74,94.1,1295.57
TRP-523368,1.65,239.68,36.47,385
TRP-523369,1.45,210.23,38.56,385
TRP-523370,9.91,1436.59,41.95,643.99
TRP-523371,8.59,1245.26,38.55,1288.2
TRP-523372,8.92,1293.42,45.45,1338.02
TRP-523373,9.47,1373.49,55.17,1420.85
TRP-523374,8.81,1277.72,34.81,969.31
TRP-523375,7.25,1050.76,30.39,1087
TRP-523376,8.56,1241.13,29.97,941.55
TRP-523377,8.64,1252.9,360.61,2937.84
TRP-523378,7.79,1128.96,424.71,2647.21
TRP-523379,7.87,1141.54,369.11,1889.44
TRP-523380,8.02,1162.33,377.72,1923.86
TRP-523381,6.91,1001.76,372.7,1658.09
TRP-523382,7.9,1145.5,377.85,1896
TRP-523383,7.53,1092.38,368.82,2561.45
TRP-523384,8.26,1197.66,364.84,2808.3
TRP-523385,15.25,2211.49,542.38,5185.56
TRP-523386,17.66,2560.6,535.98,6004.17
TRP-523387,19.68,2853.12,487.56,4722.41
TRP-523388,17.17,2489.98,548.51,4121.34
TRP-523389,14.09,2042.99,293.23,3381.5
TRP-523390,14.43,2092.68,286.41,3463.75
TRP-523391,13.54,1962.97,291.95,4602.83
TRP-523392,12.55,1819.29,266.88,4265.91
TRP-523393,5.26,762.08,174.15,1261.38
TRP-523394,5.55,804.54,166.11,1331.65
TRP-523395,5.21,755.64,174.42,1250.71
TRP-523396,4.71,683.48,165.17,1131.27
TRP-523397,3.9,564.97,144.58,935.13
TRP-523398,4.12,598.09,140.83,989.95
TRP-523399,3.99,579.08,145.14,958.48
TRP-523400,4.05,587.43,143.25,972.3
TRP-523401,3.95,573,154.56,948.41
TRP-523402,4.95,717.88,161.2,1188.21
TRP-523403,1.63,236.51,59.25,840
TRP-523404,2.12,306.93,58.8,840
TRP-523405,1.86,269.37,60.69,840
TRP-523406,1.96,283.9,61.92,840
TRP-523407,5.8,841.2,144.24,1972.48
TRP-523408,4.9,710.95,154.99,1667.06
TRP-523409,12.1,1753.86,250.88,4112.51
TRP-523410,11.96,1733.92,252.77,4065.74
TRP-523411,3.7,536.12,175.92,887.37
TRP-523412,4.11,595.62,193.62,985.86
TRP-523413,2.17,313.94,69.69,525
TRP-523414,2.23,323.23,72.85,525
TRP-523415,3.58,518.39,120.96,858.03
TRP-523416,3.42,495.85,126.74,840
TRP-523417,7.45,1080.89,383.27,1789.06
TRP-523418,7.9,1145.7,375.93,1896.33
TRP-523419,7.98,1157.22,391.88,2713.48
TRP-523420,7.23,1049,371.54,2459.73
TRP-523421,19.7,2856.72,623.31,6698.52
TRP-523422,20.07,2910.71,638.67,6825.11
TRP-523423,11.36,1647.11,281.28,3862.18
TRP-523424,11.41,1654.73,312.96,3880.05
TRP-523425,1.05,151.97,45.95,525
TRP-523426,1.23,178.33,44.39,525
TRP-523427,1.13,163.46,42.18,840
TRP-523428,1.13,164.18,48.36,840
TRP-523429,1.1,159.26,47.22,385
TRP-523430,1.1,159.58,44.76,385
TRP-523431,2.33,337.33,94.24,385
TRP-523432,2.34,339.66,87.29,385
TRP-523433,2.3,333.19,98.23,525
TRP-523434,2.56,371.92,88.87,525
TRP-523435,8.1,1174.18,263.89,2753.24
TRP-523436,7.14,1034.72,250.01,2426.24
TRP-523437,17.26,2502.96,544.03,5869.02
TRP-523438,15.21,2205.12,523.44,5170.63
TRP-523439,16.32,2366.64,515.08,5549.37
TRP-523440,17.36,2517.92,528.8,5904.08
TRP-523441,8.88,1287.45,178.45,3018.86
TRP-523442,8.61,1248.3,177.94,2927.05
TRP-523443,5.01,726.53,93.99,1703.59
TRP-523444,4.81,696.97,87.84,1634.27
TRP-523445,1.47,213.58,36.28,385
TRP-523446,1.44,208.41,36.54,385
TRP-523447,1,144.83,25.69,840
TRP-523448,0.95,137.27,25.48,840
TRP-523449,0.94,136.01,24.75,525
TRP-523450,0.9,130.62,24.99,525
TRP-523451,9.13,1324.23,145.79,3105.1
TRP-523452,9.31,1350.48,132.61,3166.65
TRP-523453,9.2,1333.9,36.71,1011.92
TRP-523454,9.13,1323.8,40.68,1369.45
TRP-523455,8.93,1294.17,42.67,1338.8
TRP-523456,9.01,1306.05,41.97,1351.09
TRP-523457,10.82,1568.72,38.68,1622.81
TRP-523458,8.96,1299.36,42.1,582.47
TRP-523459,7.68,1113.68,41.67,499.24
TRP-523460,8.71,1262.74,42.37,1306.28
TRP-523461,8.81,1277.54,50.51,1321.59
TRP-523462,8.75,1268.4,52.43,962.24
TRP-523463,9.56,1386.89,57.88,1434.71
TRP-523464,8.95,1298.27,51.78,1343.03
TRP-523465,7.88,1142.13,35.5,1181.52
TRP-523466,9.7,1406.62,35.96,1455.12
TRP-523467,8.64,1252.39,36.23,1295.57
TRP-523468,8.2,1188.79,35.4,532.91
TRP-523469,9.31,1349.45,32.52,1395.99
TRP-523470,8.42,1220.42,29.47,1262.51
TRP-523471,7.29,1056.43,31.62,473.57
TRP-523472,7.85,1138.58,32.09,1177.84
TRP-523473,7.82,1133.26,28.58,1172.34
TRP-523474,7.19,1041.86,30.55,1077.79
TRP-523475,8.13,1178.27,365.35,2762.85
TRP-523476,6.64,962.51,386.04,2256.93
TRP-523477,5.92,858.04,397.78,1420.2
TRP-523478,7.68,1114.29,377.61,1844.35
TRP-523479,7.26,1052.45,387,1741.99
TRP-523480,7.04,1020.23,384.93,1688.66
TRP-523481,18.1,2624.29,519.49,6153.51
TRP-523482,17.8,2580.61,515.44,6051.09
TRP-523483,17.66,2560.98,509.53,6005.07
TRP-523484,17.01,2467.16,523.81,5785.06
TRP-523485,12.51,1813.84,272.71,3002.22
TRP-523486,13.2,1914.4,275.1,3168.66
TRP-523487,4.88,707.46,172.34,1658.87
TRP-523488,4.89,708.77,173.05,1661.96
TRP-523489,5.11,740.71,175.6,1226
TRP-523490,4.56,661.87,186.39,1095.51
TRP-523491,4.27,618.95,136.18,1451.33
TRP-523492,4.6,666.69,144.95,1563.28
TRP-523493,4.27,618.87,136.49,1451.15
TRP-523494,3.98,577.14,136.92,1353.3
TRP-523495,3.98,576.84,162.57,954.77
TRP-523496,3.93,569.89,164.36,943.27
TRP-523497,1.72,249.88,61.79,525
TRP-523498,1.83,265.88,54.25,525
TRP-523499,1.94,281.64,60.78,385
TRP-523500,1.67,242.5,61.62,385
TRP-523501,11.81,1712.42,227.63,4015.32
TRP-523502,10.9,1579.9,241.31,3704.59
TRP-523503,4.05,586.84,195.34,971.32
TRP-523504,3.82,553.55,174.91,916.22
TRP-523505,2.21,320.23,70.05,525
TRP-523506,2.35,340.31,70.3,525
TRP-523507,7.64,1107.85,369.28,2597.73
TRP-523508,8,1159.43,354.41,2718.67
TRP-523509,7.36,1066.65,367.8,2501.11
TRP-523510,7,1015.09,386.77,2380.21
TRP-523511,19.66,2850.83,588.21,6684.71
TRP-523512,23.25,3370.74,631.39,7480
TRP-523513,1.23,177.87,44.44,385
TRP-523514,1.22,177.17,45.84,385
TRP-523515,1.13,163.29,44.77,525
TRP-523516,1.19,173.26,45.14,525
TRP-523517,1.27,184.04,44.07,385
TRP-523518,1.08,157.26,46.54,385
TRP-523519,2.16,313.15,95.93,385
TRP-523520,2.17,314.97,102.48,385
TRP-523521,2.07,300.14,95.77,385
TRP-523522,2.29,332.71,100.66,385
TRP-523523,19.17,2779.07,535.91,6516.45
TRP-523524,15.95,2312.47,476.48,5422.35
TRP-523525,16.58,2404.05,552.9,5637.09
TRP-523526,19.08,2767.2,514.52,6488.6
TRP-523527,8.61,1248.64,174.21,2066.71
TRP-523528,9.27,1344.29,172.65,2225.03
TRP-523529,4.75,688.87,102.3,1140.2
TRP-523530,4.67,676.46,93.85,1119.66
TRP-523531,1.48,215.21,39.33,385
TRP-523532,1.41,204.88,39.56,385
TRP-523533,0.87,125.45,25.73,840
TRP-523534,0.82,119.57,25.57,840
TRP-523535,0.82,119.26,24.88,840
TRP-523536,0.93,134.87,27.83,840
TRP-523537,9.67,1402.15,134.5,3287.8
TRP-523538,10.72,1554.25,142.68,3644.44
TRP-523539,9.03,1308.66,39.87,1353.79
TRP-523540,8.23,1193.41,38.49,534.98
TRP-523541,10.11,1465.78,42.53,1111.97
TRP-523542,9.25,1341.54,38.68,601.38
TRP-523543,8.48,1229.05,38.1,1271.43
TRP-523544,8.39,1215.99,41.58,545.1
TRP-523545,8.17,1185.31,39.51,1226.18
TRP-523546,10.49,1521.25,57.54,681.94
TRP-523547,9.9,1435.66,56.39,643.57
TRP-523548,8.52,1235.91,34.57,554.03
TRP-523549,8.11,1175.72,33.32,891.93
TRP-523550,8.85,1282.93,40.66,1327.16
TRP-523551,8.98,1302.64,34.69,1347.55
TRP-523552,7.42,1075.77,29.2,816.1
TRP-523553,8.29,1202.3,30.58,1243.76
TRP-523554,8.52,1235.35,29.04,937.16
TRP-523555,7.81,1132.83,29.13,507.82
TRP-523556,7.67,1112.17,27.41,1150.52
TRP-523557,6.94,1005.79,398.55,1664.76
TRP-523558,7.37,1068.38,363.86,1768.35
TRP-523559,8.15,1182.36,383.78,2772.43
TRP-523560,7.16,1037.62,385.82,2433.03
TRP-523561,7.45,1080.14,340.08,1787.81
TRP-523562,6.54,948.75,386.89,1570.35
TRP-523563,16.82,2438.33,541.55,4035.85
TRP-523564,16.81,2436.83,500.12,4033.38
TRP-523565,18,2610.01,529.93,4320.02
TRP-523566,15.48,2245.28,509.72,3716.32
TRP-523567,13.37,1938.63,292.22,3208.77
TRP-523568,12.13,1759.33,280.89,2912
TRP-523569,14.33,2077.27,272.29,4870.85
TRP-523570,14.08,2041.99,300.23,4788.12
TRP-523571,5.67,822.57,188.57,1361.5
TRP-523572,5.15,746.64,175.6,1235.82
TRP-523573,4.7,682.15,183.54,1599.52
TRP-523574,4,579.78,187.23,1359.5
TRP-523575,4.2,608.75,147.24,1427.42
TRP-523576,4.01,581.78,144.18,1364.18
TRP-523577,4.22,611.79,137.32,1012.62
TRP-523578,3.74,542.71,147.38,898.29
TRP-523579,4.32,625.91,170.05,1035.98
TRP-523580,4.52,655.34,158.81,1084.7
TRP-523581,1.8,260.72,59.92,525
TRP-523582,1.69,245.08,60.55,525
TRP-523583,1.73,251.43,59.17,385
TRP-523584,2.16,312.57,59.29,385
TRP-523585,12.41,1799.89,241.94,4220.42
TRP-523586,11.26,1632.83,243.08,3828.7
TRP-523587,3.97,576.36,198.54,953.98
TRP-523588,4.56,661.29,198.93,1094.55
TRP-523589,2.4,348.21,72.48,385
TRP-523590,2.33,338.31,71.55,385
TRP-523591,3.42,495.94,121.7,1190
TRP-523592,3.33,483.15,123.87,1190
TRP-523593,7.74,1122.88,355.66,2632.96
TRP-523594,7.48,1083.95,363,2541.68
TRP-523595,7.98,1157.25,412.81,2713.55
TRP-523596,8.07,1170.45,389.81,2744.5
TRP-523597,19.06,2763.32,566.3,6479.5
TRP-523598,22.52,3265.13,553.04,7480
TRP-523599,12.49,1810.73,278.39,4245.85
TRP-523600,11.12,1612.6,293.45,3781.27
TRP-523601,1.24,179.47,43.83,525
TRP-523602,1.15,167.08,44.78,525
TRP-523603,1.09,158.33,46.94,525
TRP-523604,1.21,175.65,44.44,525
TRP-523605,2.3,333.36,97.06,840
TRP-523606,2.4,348.38,96.91,840
TRP-523607,15.61,2262.96,501.82,5306.25
TRP-523608,18.33,2657.62,488.75,6231.66
TRP-523609,18.49,2681.12,501.05,6286.76
TRP-523610,17.74,2572.77,501.93,6032.7
TRP-523611,7.52,1090.39,177.34,2556.77
TRP-523612,8.86,1285.1,184.85,3013.33
TRP-523613,4.99,723.54,96.4,1696.58
TRP-523614,5.43,786.86,96.21,1845.05
TRP-523615,1.48,215.2,39.25,385
TRP-523616,1.47,212.46,39.04,385
TRP-523617,1.64,237.87,38.53,385
TRP-523618,1.24,180.43,38.13,385
TRP-523619,0.8,115.56,24.09,385
TRP-523620,0.98,141.58,24.08,385
TRP-523621,9.6,1392.53,146.41,3265.24
TRP-523622,9.83,1425.8,143.19,3343.25
TRP-523623,8.77,1271.45,41.5,1315.29
TRP-523624,8.04,1166.31,37.82,884.79
TRP-523625,8.07,1170.54,40.31,1210.9
TRP-523626,8.95,1297.49,42.11,1342.23
TRP-523627,8.67,1257.16,41.75,1300.51
TRP-523628,9.6,1392.39,40.51,1056.3
TRP-523629,9.06,1313.91,39.27,1359.22
TRP-523630,9.94,1441.09,57.47,1093.24
TRP-523631,9.84,1427.31,52.32,1082.79
TRP-523632,9.67,1401.72,54.64,1450.06
TRP-523633,8.16,1183.05,35.96,1223.84
TRP-523634,8.45,1225.9,36.26,549.54
TRP-523635,8.63,1251.1,34.03,560.84
TRP-523636,8.98,1301.53,36.68,1346.41
TRP-523637,8.28,1200.76,32.27,1242.16
TRP-523638,7.59,1100.4,29.86,1138.34
TRP-523639,8.37,1213.31,30.83,543.9
TRP-523640,8.02,1162.9,30.83,882.2
TRP-523641,7.99,1158.16,29.7,878.6
TRP-523642,8.18,1185.78,28.26,1226.67
TRP-523643,7.2,1043.66,350.37,1727.43
TRP-523644,6.99,1013.82,361.79,1678.05
TRP-523645,7.43,1076.76,367.67,2524.83
TRP-523646,7.94,1151.41,369.44,2699.86
TRP-523647,7.87,1141.36,402.61,1889.14
TRP-523648,7.92,1148.1,385.32,1900.3
TRP-523649,17.44,2529.1,545.21,5930.31
TRP-523650,14.92,2163.76,492.41,5073.64
TRP-523651,16.8,2435.62,527.36,5711.1
TRP-523652,17.81,2583.11,566.5,6056.94
TRP-523653,12.67,1837.75,305.52,4309.2
TRP-523654,13.03,1889.4,297.68,4430.33
TRP-523655,13.56,1965.89,278.15,4609.67
TRP-523656,13.82,2003.18,287.94,4697.1
TRP-523657,4.58,663.66,168.17,1098.48
TRP-523658,4.57,663.15,189.49,1097.64
TRP-523659,4.88,708.01,185.87,1171.88
TRP-523660,4.99,723.98,187.62,1198.31
TRP-523661,3.59,520.17,143.78,860.98
TRP-523662,3.84,556.57,149.23,921.22
TRP-523663,4.08,591.55,141.48,1387.09
TRP-523664,4.31,625.41,137.67,1466.48
TRP-523665,4.28,620.75,163.86,1027.44
TRP-523666,4.54,657.72,175.82,1088.63
TRP-523667,1.98,287.43,58.6,840
TRP-523668,1.8,260.48,58.07,840
TRP-523669,1.86,269.08,60.56,840
TRP-523670,1.74,252.66,60.35,840
TRP-523671,5.18,751.55,152.87,1762.26
TRP-523672,5.78,837.99,151.58,1964.95
TRP-523673,12.24,1775.05,248.79,2938.01
TRP-523674,12.81,1857.94,240.27,3075.21
TRP-523675,3.75,543.91,198.33,900.27
TRP-523676,3.93,569.45,187.14,942.54
TRP-523677,2.28,330.03,69.87,840
TRP-523678,2.03,293.69,68.13,840
TRP-523679,2.2,319.26,70.09,525
TRP-523680,2.03,293.81,70.03,525
TRP-523681,8.77,1271.9,392.24,2982.39
TRP-523682,6.98,1012.15,388.78,2373.32
TRP-523683,7.11,1031.07,402.22,1706.6
TRP-523684,7.72,1119.88,394.05,1853.59
TRP-523685,8.17,1184.18,387.29,2776.7
TRP-523686,7.45,1080.54,385.3,2533.67
TRP-523687,17.71,2567.35,599.87,6020
TRP-523688,21.89,3173.73,617.5,7441.85
TRP-523689,13.38,1940.74,296.96,4550.7
TRP-523690,10.69,1549.7,298.56,3633.77
TRP-523691,1.21,176.02,46.47,385
TRP-523692,1.21,174.86,45.77,385
TRP-523693,1.23,178.13,47.55,385
TRP-523694,1.2,173.68,44.83,385
TRP-523695,2.52,366,97.55,385
TRP-523696,2.32,336.27,94.95,385
TRP-523697,16.34,2369.83,536.46,3922.48
TRP-523698,17.69,2564.71,529.4,4245.04
TRP-523699,14.71,2132.45,535.04,5000.23
TRP-523700,16.29,2361.97,540.13,5538.42
TRP-523701,8.49,1230.68,192.64,2885.72
TRP-523702,10.31,1494.3,187.85,3503.88
TRP-523703,5.24,760.33,90.59,1782.83
TRP-523704,4.56,661.04,100.17,1550.02
TRP-523705,4.91,711.65,97.89,1668.7
TRP-523706,5.46,791.29,96.29,1855.44
TRP-523707,1.58,229.79,37.87,385
TRP-523708,1.74,251.83,39.19,385
TRP-523709,1.55,224.6,37.83,525
TRP-523710,1.55,224.91,39.4,525
TRP-523711,0.94,136.61,27.33,385
TRP-523712,0.94,135.7,25.91,385
TRP-523713,1.03,149.3,25.22,840
TRP-523714,0.83,120.53,25.88,840
TRP-523715,11.8,1710.97,270.97,4011.94
TRP-523716,10.83,1570.86,286.02,3683.4
TRP-523717,9.72,1409.58,40.44,631.88
TRP-523718,9.22,1336.44,39.3,1382.52
TRP-523719,10.38,1505.65,41.16,674.95
TRP-523720,8.35,1211.17,37.15,918.82
TRP-523721,8.85,1282.7,41.38,1326.93
TRP-523722,8.51,1234.58,41.29,1277.15
TRP-523723,9.92,1438.99,56.63,1488.61
TRP-523724,9.44,1368.31,55.4,1415.49
TRP-523725,9.26,1342.34,50.8,601.74
TRP-523726,10.45,1515.46,51.44,1149.66
TRP-523727,8.24,1195.21,34.06,1236.43
TRP-523728,8.49,1231.39,35.45,1273.85
TRP-523729,9.02,1308.02,33.19,1353.12
TRP-523730,8.29,1201.82,36.54,538.75
TRP-523731,8.11,1175.83,36.03,527.1
TRP-523732,7.09,1028.11,31.03,460.88
TRP-523733,8.07,1170.71,30.76,888.13
TRP-523734,8.76,1269.68,31.37,1313.46
TRP-523735,8.11,1176.25,30.75,527.29
TRP-523736,7.91,1147.15,28.95,1186.7
TRP-523737,7.45,1080.2,30.8,1117.45
TRP-523738,8.29,1202.49,374.33,1990.33
TRP-523739,8,1159.29,364.44,1918.82
TRP-523740,8.23,1193.37,364.25,2798.24
TRP-523741,7.48,1084.07,396.99,2541.96
TRP-523742,8.11,1176.06,410.63,1946.58
TRP-523743,8.28,1199.88,386.25,1986.02
TRP-523744,17.53,2542.27,479.81,5961.18
TRP-523745,18.44,2673.37,537.28,6268.6
TRP-523746,16.09,2333.06,513.09,5470.62
TRP-523747,16.89,2448.52,484.48,5741.35
TRP-523748,12.92,1873.01,314.07,3100.15
TRP-523749,12.72,1844.28,288.81,3052.61
TRP-523750,4.29,621.68,179.81,1028.99
TRP-523751,4.9,710.66,178.43,1176.26
TRP-523752,5.12,742.73,183.08,1229.35
TRP-523753,5.49,795.83,177.59,1317.24
TRP-523754,3.84,556.14,142.42,1304.04
TRP-523755,3.82,554.38,154.53,1299.93
TRP-523756,4.54,658.14,143.01,1543.23
TRP-523757,3.58,519.49,153.99,1218.11
TRP-523758,4.87,705.53,161.48,1654.35
TRP-523759,4.36,632.58,165.74,1483.3
TRP-523760,4.73,686.19,178.3,1609.01
TRP-523761,4.45,645.67,163.35,1513.98
TRP-523762,1.74,251.87,57.93,385
TRP-523763,1.63,236.51,61.19,385
TRP-523764,1.74,252.69,60.22,525
TRP-523765,1.71,247.54,60.41,525
TRP-523766,1.68,244.18,59.37,840
TRP-523767,1.6,231.96,61.4,840
TRP-523768,5.69,824.94,144.63,1934.33
TRP-523769,5.28,766.25,150.43,1796.72
TRP-523770,12.75,1848.13,230.84,3058.97
TRP-523771,12.72,1844.14,270.98,3052.36
TRP-523772,3.68,533.04,195.22,882.27
TRP-523773,4.33,627.87,185.25,1039.23
TRP-523774,2.21,321.11,72.32,840
TRP-523775,1.94,281.32,73.16,840
TRP-523776,2.35,340.58,74.9,385
TRP-523777,2.25,325.8,74.19,385
TRP-523778,3.3,479.2,122.25,1190
TRP-523779,3.4,492.74,125.04,1190
TRP-523780,7.45,1079.66,357.59,2531.61
TRP-523781,7.42,1075.84,385.91,2522.65
TRP-523782,6.95,1007.23,366,1667.14
TRP-523783,6.79,985.08,386.86,1630.47
TRP-523784,6.88,998.05,391.96,1651.94
TRP-523785,7.75,1124.02,388.14,1860.45
TRP-523786,18.26,2647.65,581.1,6208.29
TRP-523787,18.89,2738.73,559.59,6421.86
TRP-523788,12.55,1819.78,305.63,4267.06
TRP-523789,10.3,1493.85,308.42,3502.82
TRP-523790,1.1,160.04,48.39,840
TRP-523791,1.3,188.86,44.1,840
TRP-523792,1.13,163.99,46.99,525
TRP-523793,1.13,163.26,47.27,525
TRP-523794,1.18,170.66,46.95,385
TRP-523795,1.09,157.91,45.99,385
TRP-523796,2.46,356.39,93.49,525
TRP-523797,2.22,322.02,100.25,525
TRP-523798,7.55,1095.45,270.17,2568.64
TRP-523799,8.28,1201.31,262.71,2816.85
TRP-523800,17.86,2589,508.7,6070.76
TRP-523801,15.59,2261.26,522.03,5302.27
TRP-523802,15.83,2295.78,503.81,5383.22
TRP-523803,16.11,2336.63,513.46,5478.99
TRP-523804,8.61,1248.29,186.94,2927.01
TRP-523805,9.9,1434.78,165.62,3364.31
TRP-523806,4.96,718.76,96.33,1189.68
TRP-523807,5.54,803.23,93.47,1329.48
TRP-523808,1.47,213.72,38.79,840
TRP-523809,1.54,223.9,37.9,840
TRP-523810,1.43,206.97,39.71,840
TRP-523811,1.42,205.68,40.82,840
TRP-523812,0.88,127.96,24.46,525
TRP-523813,0.89,129.47,25.01,525
TRP-523814,0.79,114.17,25.05,840
TRP-523815,0.81,118.04,23.01,840
TRP-523816,9.15,1326.69,39.9,594.72
TRP-523817,8.51,1233.83,38.25,1276.38
TRP-523818,8.75,1268.42,39.78,962.25
TRP-523819,8.52,1236.04,40.96,937.69
TRP-523820,9.23,1337.75,38.65,1014.85
TRP-523821,10.08,1462.13,54.82,655.44
TRP-523822,10.07,1460.39,51.75,1510.74
TRP-523823,9.96,1444.58,54.65,1494.39
TRP-523824,8.99,1304.19,35,989.39
TRP-523825,9.61,1392.99,35.33,624.44
TRP-523826,8.64,1252.84,36.36,1296.04
TRP-523827,8.04,1166.25,32.52,1206.47
TRP-523828,7.3,1059.01,31.68,1095.53
TRP-523829,8.54,1239.01,29.69,555.42
TRP-523830,8.27,1198.75,29.52,537.37
TRP-523831,8.41,1219.6,28.81,1261.65
TRP-523832,7.79,1128.88,30.04,856.39
TRP-523833,7.75,1124.1,383.67,2635.82
TRP-523834,8.04,1165.26,377.03,2732.33
TRP-523835,15.56,2255.49,487.31,3733.22
TRP-523836,17.31,2510.49,504.45,4155.29
TRP-523837,13.26,1922.4,291.45,4507.71
TRP-523838,12.82,1858.48,303.08,4357.81
TRP-523839,3.94,571.9,145.9,946.59
TRP-523840,4.71,682.61,145.89,1129.84
TRP-523841,4.64,673.45,176.56,1579.13
TRP-523842,4.31,624.9,171.66,1465.29
TRP-523843,13.67,1982.8,247.42,4649.31
TRP-523844,12.32,1786.91,237.91,4190
TRP-523845,2.16,312.75,66.4,385
TRP-523846,2.07,299.87,72.08,385
TRP-523847,7.69,1114.9,360.28,1845.35
TRP-523848,7.17,1039.84,381.3,1721.11
TRP-523849,7.3,1057.89,395.45,2480.58
TRP-523850,7.09,1027.7,378.73,2409.78
TRP-523851,18.45,2675.71,550.43,6274.08
TRP-523852,21.92,3178.06,592.85,7452.01
TRP-523853,1.04,150.68,45.2,385
TRP-523854,1.36,197.24,44.07,385
TRP-523855,2.54,368.75,99.58,840
TRP-523856,2.22,321.31,93.45,840
TRP-523857,16.65,2414.89,489.28,3997.06
TRP-523858,18.87,2736.6,525.49,4529.55
TRP-523859,9.31,1350.12,169.05,3165.8
TRP-523860,8.98,1302.71,176.22,3054.62
TRP-523861,1.57,227.91,38.61,385
TRP-523862,1.54,223.1,41.84,385
TRP-523863,8.14,1180.17,38.57,1220.87
TRP-523864,8.44,1224.15,40.26,548.76
TRP-523865,9.19,1333.08,53.15,597.59
TRP-523866,8.52,1235.22,31.9,1277.81
TRP-523867,7.75,1124.18,29.81,852.83
TRP-523868,7.31,1059.25,382.11,1753.24
TRP-523869,7.08,1026.32,352.38,1698.74
TRP-523870,7.35,1065.72,379.68,1763.95
TRP-523871,7.12,1032.07,364.57,1708.25
TRP-523872,7.01,1015.74,396.26,2381.73
TRP-523873,6.94,1006.35,373.67,2359.72
TRP-523874,7.02,1017.54,375.43,2385.95
TRP-523875,7.62,1104.54,387.2,2589.95
TRP-523876,18.43,2671.68,538.5,6264.63
TRP-523877,17.83,2584.97,518.51,6061.31
TRP-523878,12.64,1832.36,285.47,4296.57
TRP-523879,12.91,1871.54,277.78,4388.45
TRP-523880,12.66,1836.14,278.8,3039.13
TRP-523881,12.34,1789.17,273.38,2961.38
TRP-523882,4.67,676.53,178.75,1586.35
TRP-523883,5.16,747.77,186.23,1753.38
TRP-523884,5.27,764.79,176.28,1793.31
TRP-523885,5.2,754.08,179.77,1768.19
TRP-523886,4.32,625.82,149.34,1035.84
TRP-523887,3.97,575.84,148.64,953.12
TRP-523888,4.1,594.17,141.49,983.45
