order_id,order_date,customer_id,warehouse_code,rep_id,order_status,payment_terms_days
SO-736715,2025-12-16,CUS-5075,WH-01,REP-107,Delivered,14
SO-736716,2025-12-16,CUS-5038,WH-01,REP-110,Delivered,45
SO-736717,2025-12-16,CUS-5480,WH-01,REP-112,Delivered,30
SO-736718,2025-12-16,CUS-5151,WH-01,REP-110,Delivered,30
SO-736719,2025-12-16,CUS-5254,WH-01,REP-106,Delivered,14
SO-736720,2025-12-16,CUS-5460,WH-01,REP-107,Delivered,30
SO-736721,2025-12-16,CUS-5131,WH-02,REP-108,Delivered,30
SO-736722,2025-12-16,CUS-5201,WH-03,REP-109,Delivered,45
SO-736723,2025-12-16,CUS-5306,WH-03,REP-109,Delivered,30
SO-736724,16/12/2025,CUS-5041,WH-03,REP-103,Delivered,30
SO-736725,16/12/2025,CUS-5308,WH-02,REP-108,Delivered,30
SO-736726,2025-12-16,CUS-5456,WH-01,REP-105,Delivered,30
SO-736727,2025-12-16,CUS-5466,WH-01,REP-110,Delivered,14
SO-736728,16/12/2025,CUS-5221,WH-01,REP-106,Delivered,45
SO-736729,2025-12-16,CUS-5051,WH-01,REP-106,Delivered,14
SO-736730,2025-12-16,CUS-5297,WH-01,REP-112,Delivered,60
SO-736731,2025-12-16,CUS-5043,WH-01,REP-107,Delivered,30
SO-736732,2025-12-16,CUS-5146,WH-01,REP-106,Delivered,30
SO-736733,2025-12-16,CUS-5009,WH-01,REP-107,Delivered,30
SO-736734,2025-12-16,CUS-5008,WH-01,REP-105,Delivered,30
SO-736735,2025-12-16,CUS-5047,WH-02,REP-102,Delivered,30
SO-736736,2025-12-16,CUS-5420,WH-01,REP-111,Delivered,30
SO-736737,2025-12-16,CUS-5090,WH-01,REP-105,Delivered,14
SO-736738,2025-12-16,CUS-5107,WH-01,REP-105,Delivered,30
SO-736739,2025-12-16,CUS-5034,WH-01,REP-111,Delivered,30
SO-736740,2025-12-16,CUS-5438,WH-01,REP-101,Delivered,30
SO-736741,16/12/2025,CUS-5047,WH-02,REP-102,Delivered,30
SO-736742,2025-12-16,CUS-5103,WH-02,REP-102,Delivered,45
SO-736743,2025-12-16,CUS-5255,WH-01,REP-112,Delivered,60
SO-736744,2025-12-16,CUS-5472,WH-01,REP-104,Delivered,30
SO-736745,2025-12-16,CUS-5031,WH-02,REP-108,Delivered,30
SO-736746,2025-12-16,CUS-5047,WH-02,REP-102,Delivered,30
SO-736747,2025-12-16,CUS-5015,WH-02,REP-108,Delivered,60
SO-736748,2025-12-16,CUS-5052,WH-01,REP-112,Delivered,60
SO-736749,16/12/2025,CUS-5446,WH-03,REP-103,Delivered,60
SO-736750,16/12/2025,CUS-5054,WH-01,REP-112,Delivered,14
SO-736751,2025-12-16,CUS-5342,WH-01,REP-110,Delivered,60
SO-736752,2025-12-16,CUS-5213,WH-02,REP-108,Delivered,14
SO-736753,2025-12-16,CUS-5191,WH-01,REP-112,Returned,14
SO-736754,16/12/2025,CUS-5385,WH-02,REP-102,Delivered,30
SO-736755,2025-12-16,CUS-5041,WH-03,REP-103,Delivered,30
SO-736756,2025-12-16,CUS-5321,WH-01,REP-104,Delivered,30
SO-736757,2025-12-16,CUS-5031,WH-02,REP-108,Delivered,30
SO-736758,2025-12-16,CUS-5039,WH-01,REP-110,Delivered,60
SO-736759,2025-12-16,CUS-5073,WH-01,REP-104,Delivered,30
SO-736760,2025-12-16,CUS-5198,WH-01,REP-110,Delivered,30
SO-736761,16/12/2025,CUS-5037,WH-02,REP-102,Delivered,45
SO-736762,2025-12-16,CUS-5461,WH-01,REP-112,Delivered,14
SO-736763,2025-12-16,CUS-5040,WH-01,REP-101,Delivered,30
SO-736764,2025-12-16,CUS-5128,WH-01,REP-111,Delivered,60
SO-736765,2025-12-16,CUS-5014,WH-01,REP-110,Delivered,45
SO-736766,2025-12-16,CUS-5001,WH-01,REP-104,Delivered,60
SO-736767,2025-12-16,CUS-5179,WH-01,REP-107,Delivered,60
SO-736768,16/12/2025,CUS-5028,WH-01,REP-106,Delivered,30
SO-736769,2025-12-16,CUS-5052,WH-01,REP-112,Delivered,60
SO-736770,16/12/2025,CUS-5283,WH-01,REP-104,Delivered,14
SO-736771,2025-12-16,CUS-5279,WH-01,REP-112,Delivered,45
SO-736772,16/12/2025,CUS-5022,WH-03,REP-103,Delivered,30
SO-736773,2025-12-16,CUS-5053,WH-01,REP-112,Delivered,30
SO-736774,16/12/2025,CUS-5038,WH-01,REP-110,Delivered,45
SO-736775,2025-12-16,CUS-5041,WH-03,REP-103,Delivered,30
SO-736776,2025-12-16,CUS-5156,WH-01,REP-111,Delivered,30
SO-736777,2025-12-16,CUS-5034,WH-01,REP-111,Delivered,30
SO-736778,16/12/2025,CUS-5011,WH-01,REP-112,Delivered,60
SO-736779,2025-12-16,CUS-5430,WH-02,REP-102,Delivered,30
SO-736780,2025-12-16,CUS-5317,WH-01,REP-111,Delivered,30
SO-736781,2025-12-16,CUS-5147,WH-01,REP-107,Delivered,45
SO-736782,2025-12-16,CUS-5045,WH-01,REP-110,Delivered,30
SO-736783,16/12/2025,CUS-5041,WH-03,REP-103,Cancelled,30
SO-736784,16/12/2025,CUS-5445,WH-01,REP-101,Delivered,60
SO-736785,16/12/2025,CUS-5012,WH-01,REP-110,Delivered,30
SO-736786,2025-12-16,CUS-5054,WH-01,REP-112,Delivered,14
SO-736787,16/12/2025,CUS-5041,WH-03,REP-103,Delivered,30
SO-736788,16/12/2025,CUS-5013,WH-01,REP-110,Delivered,45
SO-736789,2025-12-16,CUS-5039,WH-01,REP-110,Delivered,60
SO-736790,2025-12-16,CUS-5303,WH-01,REP-111,Delivered,45
SO-736791,2025-12-16,CUS-5005,WH-01,REP-101,Delivered,14
SO-736792,2025-12-16,CUS-5025,WH-02,REP-108,Delivered,45
SO-736793,16/12/2025,CUS-5018,WH-01,REP-105,Delivered,30
SO-736794,2025-12-16,CUS-5031,WH-02,REP-108,Delivered,30
SO-736795,16/12/2025,CUS-5041,WH-03,REP-103,Delivered,30
SO-736796,2025-12-16,CUS-5002,WH-03,REP-109,Delivered,30
SO-736797,2025-12-16,CUS-5009,WH-01,REP-107,Delivered,30
SO-736798,2025-12-16,CUS-5415,WH-01,REP-106,Delivered,45
SO-736799,2025-12-16,CUS-5019,WH-03,REP-103,Delivered,30
SO-736800,17/12/2025,CUS-5222,WH-02,REP-108,Delivered,45
SO-736801,17/12/2025,CUS-5080,WH-01,REP-112,Delivered,45
SO-736802,17/12/2025,CUS-5457,WH-02,REP-102,Delivered,30
SO-736803,2025-12-17,CUS-5034,WH-01,REP-111,Delivered,30
SO-736804,2025-12-17,CUS-5417,WH-01,REP-106,Delivered,45
SO-736805,2025-12-17,CUS-5438,WH-01,REP-101,Delivered,30
SO-736806,2025-12-17,CUS-5303,WH-01,REP-111,Delivered,45
SO-736807,2025-12-17,CUS-5041,WH-03,REP-103,Delivered,30
SO-736808,2025-12-17,CUS-5022,WH-03,REP-103,Delivered,30
SO-736809,17/12/2025,CUS-5421,WH-02,REP-102,Delivered,14
SO-736810,2025-12-17,CUS-5471,WH-01,REP-110,Delivered,30
SO-736811,17/12/2025,CUS-5171,WH-01,REP-112,Delivered,30
SO-736812,2025-12-17,CUS-5054,WH-01,REP-112,Delivered,14
SO-736813,17/12/2025,CUS-5008,WH-01,REP-105,Delivered,30
SO-736814,17/12/2025,CUS-5480,WH-01,REP-112,Delivered,30
SO-736815,17/12/2025,CUS-5048,WH-01,REP-112,Delivered,30
SO-736816,17/12/2025,CUS-5035,WH-01,REP-107,Delivered,45
SO-736817,2025-12-17,CUS-5256,WH-03,REP-103,Delivered,60
SO-736818,2025-12-17,CUS-5335,WH-01,REP-101,Delivered,30
SO-736819,2025-12-17,CUS-5021,WH-03,REP-103,Delivered,14
SO-736820,2025-12-17,CUS-5227,WH-01,REP-104,Delivered,14
SO-736821,2025-12-17,CUS-5162,WH-01,REP-104,Delivered,30
SO-736822,2025-12-17,CUS-5007,WH-01,REP-104,Delivered,30
SO-736823,2025-12-17,CUS-5268,WH-03,REP-109,Delivered,45
SO-736824,2025-12-17,CUS-5033,WH-02,REP-102,Delivered,30
SO-736825,17/12/2025,CUS-5003,WH-01,REP-106,Cancelled,30
SO-736826,17/12/2025,CUS-5438,WH-01,REP-101,Delivered,30
SO-736827,17/12/2025,CUS-5479,WH-01,REP-105,Delivered,60
SO-736828,2025-12-17,CUS-5277,WH-01,REP-101,Delivered,30
SO-736829,17/12/2025,CUS-5025,WH-02,REP-108,Delivered,45
SO-736830,2025-12-17,CUS-5003,WH-01,REP-106,Delivered,30
SO-736831,17/12/2025,CUS-5044,WH-01,REP-111,Delivered,14
SO-736832,17/12/2025,CUS-5047,WH-02,REP-102,Delivered,30
SO-736833,17/12/2025,CUS-5353,WH-02,REP-108,Delivered,30
SO-736834,2025-12-17,CUS-5024,WH-01,REP-111,Delivered,45
SO-736835,2025-12-17,CUS-5002,WH-03,REP-109,Delivered,30
SO-736836,17/12/2025,CUS-5048,WH-01,REP-112,Delivered,30
SO-736837,17/12/2025,CUS-5045,WH-01,REP-110,Cancelled,30
SO-736838,2025-12-17,CUS-5031,WH-02,REP-108,Delivered,30
SO-736839,2025-12-17,CUS-5224,WH-03,REP-103,Delivered,30
SO-736840,2025-12-17,CUS-5055,WH-01,REP-105,Delivered,14
SO-736841,2025-12-17,CUS-5030,WH-03,REP-103,Returned,30
SO-736842,2025-12-17,CUS-5051,WH-01,REP-106,Delivered,14
SO-736843,2025-12-17,CUS-5077,WH-01,REP-107,Delivered,30
SO-736844,2025-12-17,CUS-5102,WH-01,REP-111,Delivered,60
SO-736845,2025-12-17,CUS-5286,WH-01,REP-110,Delivered,45
SO-736846,17/12/2025,CUS-5030,WH-03,REP-103,Delivered,30
SO-736847,17/12/2025,CUS-5228,WH-01,REP-111,Delivered,60
SO-736848,17/12/2025,CUS-5048,WH-01,REP-112,Delivered,30
SO-736849,2025-12-17,CUS-5454,WH-01,REP-106,Delivered,14
SO-736850,2025-12-17,CUS-5054,WH-01,REP-112,Delivered,14
SO-736851,2025-12-17,CUS-5135,WH-01,REP-111,Delivered,14
SO-736852,2025-12-17,CUS-5003,WH-01,REP-106,Delivered,30
SO-736853,2025-12-17,CUS-5387,WH-01,REP-106,Delivered,45
SO-736854,2025-12-17,CUS-5047,WH-02,REP-102,Delivered,30
SO-736855,2025-12-17,CUS-5007,WH-01,REP-104,Delivered,30
SO-736856,17/12/2025,CUS-5030,WH-03,REP-103,Delivered,30
SO-736857,2025-12-17,CUS-5034,WH-01,REP-111,Delivered,30
SO-736858,2025-12-17,CUS-5023,WH-01,REP-110,Delivered,60
SO-736859,2025-12-17,CUS-5028,WH-01,REP-106,Delivered,30
SO-736860,2025-12-17,CUS-5471,WH-01,REP-110,Delivered,30
SO-736861,2025-12-17,CUS-5393,WH-01,REP-101,Delivered,45
SO-736862,17/12/2025,CUS-5191,WH-01,REP-112,Delivered,14
SO-736863,17/12/2025,CUS-5017,WH-02,REP-102,Delivered,30
SO-736864,2025-12-17,CUS-5241,WH-03,REP-109,Delivered,30
SO-736865,2025-12-17,CUS-5048,WH-01,REP-112,Delivered,30
SO-736866,17/12/2025,CUS-5009,WH-01,REP-107,Delivered,30
SO-736867,2025-12-17,CUS-5221,WH-01,REP-106,Delivered,45
SO-736868,2025-12-17,CUS-5184,WH-03,REP-109,Delivered,45
SO-736869,2025-12-17,CUS-5393,WH-01,REP-101,Delivered,45
SO-736870,2025-12-17,CUS-5141,WH-01,REP-111,Delivered,30
SO-736871,2025-12-17,CUS-5462,WH-01,REP-105,Delivered,60
SO-736872,2025-12-17,CUS-5323,WH-01,REP-105,Delivered,30
SO-736873,2025-12-17,CUS-5226,WH-01,REP-107,Delivered,30
SO-736874,2025-12-17,CUS-5417,WH-01,REP-106,Delivered,45
SO-736875,17/12/2025,CUS-5217,WH-01,REP-105,Delivered,30
SO-736876,17/12/2025,CUS-5230,WH-01,REP-110,Delivered,30
SO-736877,2025-12-17,CUS-5158,WH-01,REP-107,Delivered,30
SO-736878,2025-12-17,CUS-5472,WH-01,REP-104,Returned,30
SO-736879,2025-12-17,CUS-5135,WH-01,REP-111,Delivered,14
SO-736880,2025-12-17,CUS-5283,WH-01,REP-104,Delivered,14
SO-736881,17/12/2025,CUS-5447,WH-01,REP-106,Delivered,60
SO-736882,2025-12-17,CUS-5441,WH-01,REP-112,Cancelled,30
SO-736883,2025-12-17,CUS-5022,WH-03,REP-103,Delivered,30
SO-736884,2025-12-17,CUS-5009,WH-01,REP-107,Delivered,30
SO-736885,2025-12-17,CUS-5052,WH-01,REP-112,Delivered,60
SO-736886,17/12/2025,CUS-5044,WH-01,REP-111,Delivered,14
SO-736887,17/12/2025,CUS-5280,WH-02,REP-108,Delivered,30
SO-736888,17/12/2025,CUS-5023,WH-01,REP-110,Delivered,60
SO-736889,17/12/2025,CUS-5034,WH-01,REP-111,Delivered,30
SO-736890,2025-12-17,CUS-5022,WH-03,REP-103,Delivered,30
SO-736891,17/12/2025,CUS-5387,WH-01,REP-106,Delivered,45
SO-736892,2025-12-17,CUS-5053,WH-01,REP-112,Delivered,30
SO-736893,17/12/2025,CUS-5034,WH-01,REP-111,Delivered,30
SO-736894,2025-12-17,CUS-5025,WH-02,REP-108,Delivered,45
SO-736895,2025-12-17,CUS-5125,WH-01,REP-112,Delivered,30
SO-736896,2025-12-17,CUS-5052,WH-01,REP-112,Returned,60
SO-736897,2025-12-17,CUS-5025,WH-02,REP-108,Delivered,45
SO-736898,2025-12-17,CUS-5353,WH-02,REP-108,Delivered,30
SO-736899,2025-12-17,CUS-5055,WH-01,REP-105,Delivered,14
SO-736900,2025-12-17,CUS-5092,WH-01,REP-111,Delivered,45
SO-736901,2025-12-17,CUS-5022,WH-03,REP-103,Delivered,30
SO-736902,17/12/2025,CUS-5023,WH-01,REP-110,Delivered,60
SO-736903,2025-12-17,CUS-5045,WH-01,REP-110,Returned,30
SO-736904,2025-12-17,CUS-5018,WH-01,REP-105,Delivered,30
SO-736905,17/12/2025,CUS-5320,WH-01,REP-106,Delivered,30
SO-736906,2025-12-17,CUS-5041,WH-03,REP-103,Delivered,30
SO-736907,2025-12-17,CUS-5073,WH-01,REP-104,Delivered,30
SO-736908,17/12/2025,CUS-5094,WH-01,REP-105,Delivered,30
SO-736909,2025-12-17,CUS-5046,WH-01,REP-106,Delivered,45
SO-736910,17/12/2025,CUS-5439,WH-01,REP-101,Delivered,45
SO-736911,17/12/2025,CUS-5221,WH-01,REP-106,Delivered,45
SO-736912,17/12/2025,CUS-5035,WH-01,REP-107,Delivered,45
SO-736913,2025-12-17,CUS-5043,WH-01,REP-107,Delivered,30
SO-736914,2025-12-17,CUS-5438,WH-01,REP-101,Delivered,30
SO-736915,2025-12-17,CUS-5370,WH-01,REP-104,Delivered,14
SO-736916,17/12/2025,CUS-5027,WH-01,REP-107,Delivered,30
SO-736917,2025-12-17,CUS-5050,WH-03,REP-109,Delivered,45
SO-736918,17/12/2025,CUS-5046,WH-01,REP-106,Delivered,45
SO-736919,2025-12-17,CUS-5034,WH-01,REP-111,Delivered,30
SO-736920,17/12/2025,CUS-5250,WH-02,REP-102,Delivered,30
SO-736921,2025-12-17,CUS-5014,WH-01,REP-110,Delivered,45
SO-736922,2025-12-17,CUS-5019,WH-03,REP-103,Delivered,30
SO-736923,2025-12-17,CUS-5415,WH-01,REP-106,Delivered,45
SO-736924,17/12/2025,CUS-5044,WH-01,REP-111,Delivered,14
SO-736925,2025-12-17,CUS-5031,WH-02,REP-108,Delivered,30
SO-736926,2025-12-17,CUS-5052,WH-01,REP-112,Delivered,60
SO-736927,2025-12-17,CUS-5381,WH-01,REP-104,Delivered,45
SO-736928,2025-12-17,CUS-5275,WH-01,REP-111,Cancelled,30
SO-736929,17/12/2025,CUS-5166,WH-01,REP-104,Delivered,30
SO-736930,2025-12-17,CUS-5046,WH-01,REP-106,Delivered,45
SO-736931,2025-12-17,CUS-5025,WH-02,REP-108,Delivered,45
SO-736932,2025-12-17,CUS-5024,WH-01,REP-111,Delivered,45
SO-736933,2025-12-17,CUS-5046,WH-01,REP-106,Delivered,45
SO-736934,2025-12-17,CUS-5293,WH-02,REP-102,Delivered,60
SO-736935,2025-12-17,CUS-5009,WH-01,REP-107,Delivered,30
SO-736936,17/12/2025,CUS-5018,WH-01,REP-105,Delivered,30
SO-736937,17/12/2025,CUS-5299,WH-03,REP-109,Delivered,30
SO-736938,2025-12-17,CUS-5249,WH-01,REP-110,Delivered,14
SO-736939,2025-12-17,CUS-5277,WH-01,REP-101,Delivered,30
SO-736940,17/12/2025,CUS-5017,WH-02,REP-102,Delivered,30
SO-736941,2025-12-17,CUS-5006,WH-01,REP-106,Delivered,30
SO-736942,2025-12-18,CUS-5023,WH-01,REP-110,Delivered,60
SO-736943,2025-12-18,CUS-5054,WH-01,REP-112,Delivered,14
SO-736944,2025-12-18,CUS-5458,WH-01,REP-104,Delivered,30
SO-736945,2025-12-18,CUS-5027,WH-01,REP-107,Delivered,30
SO-736946,2025-12-18,CUS-5129,WH-01,REP-111,Delivered,30
SO-736947,2025-12-18,CUS-5035,WH-01,REP-107,Delivered,45
SO-736948,2025-12-18,CUS-5050,WH-03,REP-109,Delivered,45
SO-736949,2025-12-18,CUS-5025,WH-02,REP-108,Delivered,45
SO-736950,2025-12-18,CUS-5048,WH-01,REP-112,Delivered,30
SO-736951,2025-12-18,CUS-5041,WH-03,REP-103,Delivered,30
SO-736952,2025-12-18,CUS-5274,WH-01,REP-107,Delivered,45
SO-736953,2025-12-18,CUS-5023,WH-01,REP-110,Delivered,60
SO-736954,2025-12-18,CUS-5040,WH-01,REP-101,Delivered,30
SO-736955,2025-12-18,CUS-5041,WH-03,REP-103,Delivered,30
SO-736956,2025-12-18,CUS-5459,WH-01,REP-106,Delivered,30
SO-736957,2025-12-18,CUS-5090,WH-01,REP-105,Delivered,14
SO-736958,18/12/2025,CUS-5042,WH-01,REP-104,Delivered,30
SO-736959,2025-12-18,CUS-5052,WH-01,REP-112,Delivered,60
SO-736960,2025-12-18,CUS-5053,WH-01,REP-112,Delivered,30
SO-736961,2025-12-18,CUS-5188,WH-02,REP-102,Delivered,14
SO-736962,2025-12-18,CUS-5032,WH-01,REP-110,Delivered,14
SO-736963,2025-12-18,CUS-5461,WH-01,REP-112,Delivered,14
SO-736964,2025-12-18,CUS-5257,WH-01,REP-110,Delivered,45
SO-736965,18/12/2025,CUS-5207,WH-01,REP-107,Delivered,60
SO-736966,2025-12-18,CUS-5137,WH-01,REP-101,Delivered,45
SO-736967,2025-12-18,CUS-5028,WH-01,REP-106,Delivered,30
SO-736968,2025-12-18,CUS-5048,WH-01,REP-112,Delivered,30
SO-736969,2025-12-18,CUS-5043,WH-01,REP-107,Delivered,30
SO-736970,2025-12-18,CUS-5011,WH-01,REP-112,Delivered,60
SO-736971,2025-12-18,CUS-5022,WH-03,REP-103,Delivered,30
SO-736972,18/12/2025,CUS-5198,WH-01,REP-110,Delivered,30
SO-736973,2025-12-18,CUS-5011,WH-01,REP-112,Delivered,60
SO-736974,2025-12-18,CUS-5008,WH-01,REP-105,Delivered,30
SO-736975,2025-12-18,CUS-5197,WH-01,REP-104,Delivered,60
SO-736976,2025-12-18,CUS-5006,WH-01,REP-106,Delivered,30
SO-736977,2025-12-18,CUS-5409,WH-01,REP-107,Delivered,60
SO-736978,2025-12-18,CUS-5050,WH-03,REP-109,Delivered,45
SO-736979,2025-12-18,CUS-5045,WH-01,REP-110,Delivered,30
SO-736980,2025-12-18,CUS-5268,WH-03,REP-109,Delivered,45
SO-736981,2025-12-18,CUS-5475,WH-02,REP-102,Delivered,30
SO-736982,2025-12-18,CUS-5051,WH-01,REP-106,Delivered,14
SO-736983,18/12/2025,CUS-5043,WH-01,REP-107,Delivered,30
SO-736984,2025-12-18,CUS-5047,WH-02,REP-102,Delivered,30
SO-736985,18/12/2025,CUS-5037,WH-02,REP-102,Delivered,45
SO-736986,18/12/2025,CUS-5396,WH-01,REP-110,Delivered,30
SO-736987,18/12/2025,CUS-5051,WH-01,REP-106,Delivered,14
SO-736988,2025-12-18,CUS-5024,WH-01,REP-111,Delivered,45
SO-736989,2025-12-18,CUS-5214,WH-02,REP-108,Delivered,30
SO-736990,18/12/2025,CUS-5021,WH-03,REP-103,Delivered,14
SO-736991,2025-12-18,CUS-5040,WH-01,REP-101,Delivered,30
SO-736992,2025-12-18,CUS-5104,WH-01,REP-110,Delivered,60
SO-736993,2025-12-18,CUS-5012,WH-01,REP-110,Delivered,30
SO-736994,18/12/2025,CUS-5100,WH-01,REP-110,Delivered,30
SO-736995,18/12/2025,CUS-5012,WH-01,REP-110,Delivered,30
SO-736996,2025-12-18,CUS-5054,WH-01,REP-112,Delivered,14
SO-736997,2025-12-18,CUS-5037,WH-02,REP-102,Delivered,45
SO-736998,18/12/2025,CUS-5339,WH-01,REP-105,Delivered,30
SO-736999,18/12/2025,CUS-5358,WH-02,REP-102,Delivered,30
SO-737000,2025-12-18,CUS-5193,WH-01,REP-111,Delivered,30
SO-737001,2025-12-18,CUS-5347,WH-01,REP-105,Delivered,30
SO-737002,2025-12-18,CUS-5019,WH-03,REP-103,Delivered,30
SO-737003,18/12/2025,CUS-5028,WH-01,REP-106,Delivered,30
SO-737004,2025-12-18,CUS-5022,WH-03,REP-103,Delivered,30
SO-737005,18/12/2025,CUS-5177,WH-01,REP-105,Delivered,30
SO-737006,2025-12-18,CUS-5039,WH-01,REP-110,Delivered,60
SO-737007,2025-12-18,CUS-5028,WH-01,REP-106,Delivered,30
SO-737008,2025-12-18,CUS-5090,WH-01,REP-105,Delivered,14
SO-737009,2025-12-18,CUS-5423,WH-02,REP-102,Delivered,14
SO-737010,18/12/2025,CUS-5031,WH-02,REP-108,Delivered,30
SO-737011,2025-12-18,CUS-5024,WH-01,REP-111,Delivered,45
SO-737012,18/12/2025,CUS-5041,WH-03,REP-103,Delivered,30
SO-737013,2025-12-18,CUS-5249,WH-01,REP-110,Delivered,14
SO-737014,2025-12-18,CUS-5036,WH-01,REP-112,Delivered,30
SO-737015,2025-12-18,CUS-5002,WH-03,REP-109,Delivered,30
SO-737016,2025-12-18,CUS-5040,WH-01,REP-101,Delivered,30
SO-737017,2025-12-18,CUS-5197,WH-01,REP-104,Delivered,60
SO-737018,2025-12-18,CUS-5387,WH-01,REP-106,Delivered,45
SO-737019,18/12/2025,CUS-5012,WH-01,REP-110,Delivered,30
SO-737020,2025-12-18,CUS-5342,WH-01,REP-110,Delivered,60
SO-737021,18/12/2025,CUS-5084,WH-01,REP-101,Delivered,60
SO-737022,2025-12-18,CUS-5313,WH-01,REP-101,Delivered,30
SO-737023,2025-12-18,CUS-5031,WH-02,REP-108,Delivered,30
SO-737024,18/12/2025,CUS-5214,WH-02,REP-108,Delivered,30
SO-737025,2025-12-18,CUS-5044,WH-01,REP-111,Delivered,14
SO-737026,2025-12-18,CUS-5345,WH-01,REP-107,Delivered,30
SO-737027,18/12/2025,CUS-5420,WH-01,REP-111,Delivered,30
SO-737028,2025-12-18,CUS-5022,WH-03,REP-103,Delivered,30
SO-737029,2025-12-18,CUS-5041,WH-03,REP-103,Returned,30
SO-737030,18/12/2025,CUS-5320,WH-01,REP-106,Cancelled,30
SO-737031,2025-12-18,CUS-5043,WH-01,REP-107,Delivered,30
SO-737032,2025-12-18,CUS-5043,WH-01,REP-107,Delivered,30
SO-737033,2025-12-18,CUS-5481,WH-01,REP-110,Delivered,60
SO-737034,2025-12-18,CUS-5184,WH-03,REP-109,Delivered,45
SO-737035,18/12/2025,CUS-5025,WH-02,REP-108,Delivered,45
SO-737036,2025-12-18,CUS-5313,WH-01,REP-101,Delivered,30
SO-737037,2025-12-18,CUS-5053,WH-01,REP-112,Delivered,30
SO-737038,18/12/2025,CUS-5038,WH-01,REP-110,Delivered,45
SO-737039,2025-12-18,CUS-5351,WH-01,REP-105,Delivered,30
SO-737040,2025-12-18,CUS-5005,WH-01,REP-101,Delivered,14
SO-737041,18/12/2025,CUS-5054,WH-01,REP-112,Delivered,14
SO-737042,2025-12-18,CUS-5041,WH-03,REP-103,Delivered,30
SO-737043,18/12/2025,CUS-5105,WH-03,REP-109,Delivered,30
SO-737044,2025-12-18,CUS-5046,WH-01,REP-106,Delivered,45
SO-737045,2025-12-18,CUS-5052,WH-01,REP-112,Delivered,60
SO-737046,2025-12-18,CUS-5027,WH-01,REP-107,Delivered,30
SO-737047,2025-12-18,CUS-5046,WH-01,REP-106,Delivered,45
SO-737048,2025-12-18,CUS-5408,WH-03,REP-109,Delivered,30
SO-737049,2025-12-18,CUS-5279,WH-01,REP-112,Delivered,45
SO-737050,2025-12-18,CUS-5324,WH-02,REP-102,Delivered,14
SO-737051,2025-12-18,CUS-5043,WH-01,REP-107,Delivered,30
SO-737052,2025-12-18,CUS-5002,WH-03,REP-109,Delivered,30
SO-737053,18/12/2025,CUS-5036,WH-01,REP-112,Delivered,30
SO-737054,2025-12-18,CUS-5372,WH-01,REP-110,Delivered,30
SO-737055,2025-12-18,CUS-5007,WH-01,REP-104,Delivered,30
SO-737056,2025-12-18,CUS-5053,WH-01,REP-112,Delivered,30
SO-737057,18/12/2025,CUS-5113,WH-01,REP-107,Delivered,30
SO-737058,18/12/2025,CUS-5402,WH-02,REP-108,Delivered,30
SO-737059,18/12/2025,CUS-5411,WH-01,REP-101,Delivered,30
SO-737060,2025-12-18,CUS-5044,WH-01,REP-111,Delivered,14
SO-737061,2025-12-18,CUS-5053,WH-01,REP-112,Delivered,30
SO-737062,2025-12-18,CUS-5045,WH-01,REP-110,Delivered,30
SO-737063,18/12/2025,CUS-5442,WH-01,REP-101,Delivered,30
SO-737064,2025-12-18,CUS-5048,WH-01,REP-112,Delivered,30
SO-737065,2025-12-18,CUS-5117,WH-02,REP-108,Delivered,30
SO-737066,18/12/2025,CUS-5013,WH-01,REP-110,Delivered,45
SO-737067,18/12/2025,CUS-5022,WH-03,REP-103,Delivered,30
SO-737068,18/12/2025,CUS-5033,WH-02,REP-102,Delivered,30
SO-737069,2025-12-18,CUS-5481,WH-01,REP-110,Delivered,60
SO-737070,18/12/2025,CUS-5455,WH-02,REP-108,Delivered,45
SO-737071,2025-12-18,CUS-5140,WH-01,REP-112,Delivered,30
SO-737072,2025-12-18,CUS-5043,WH-01,REP-107,Delivered,30
SO-737073,2025-12-18,CUS-5047,WH-02,REP-102,Delivered,30
SO-737074,2025-12-18,CUS-5260,WH-01,REP-112,Delivered,30
SO-737075,2025-12-18,CUS-5072,WH-01,REP-107,Delivered,30
SO-737076,18/12/2025,CUS-5041,WH-03,REP-103,Delivered,30
SO-737077,2025-12-18,CUS-5436,WH-01,REP-111,Delivered,30
SO-737078,2025-12-18,CUS-5473,WH-01,REP-104,Delivered,30
SO-737079,2025-12-19,CUS-5137,WH-01,REP-101,Delivered,45
SO-737080,2025-12-19,CUS-5421,WH-02,REP-102,Delivered,14
SO-737081,2025-12-19,CUS-5305,WH-03,REP-109,Delivered,30
SO-737082,2025-12-19,CUS-5447,WH-01,REP-106,Delivered,60
SO-737083,2025-12-19,CUS-5037,WH-02,REP-102,Delivered,45
SO-737084,19/12/2025,CUS-5290,WH-01,REP-104,Delivered,30
SO-737085,19/12/2025,CUS-5356,WH-01,REP-106,Delivered,45
SO-737086,2025-12-19,CUS-5030,WH-03,REP-103,Delivered,30
SO-737087,2025-12-19,CUS-5209,WH-01,REP-104,Delivered,60
SO-737088,2025-12-19,CUS-5260,WH-01,REP-112,Delivered,30
SO-737089,2025-12-19,CUS-5100,WH-01,REP-110,Delivered,30
SO-737090,19/12/2025,CUS-5123,WH-01,REP-107,Delivered,60
SO-737091,2025-12-19,CUS-5010,WH-01,REP-107,Delivered,30
