snapshot_date,warehouse_code,sku,units_on_hand,units_in_transit
2025-10-13,WH-01,MP-1125,355,32
2025-10-13,WH-02,MP-1125,126,28
2025-10-13,WH-03,MP-1125,130,27
2025-10-13,WH-01,MP-1126,112,12
2025-10-13,WH-02,MP-1126,27,7
2025-10-13,WH-03,MP-1126,27,13
2025-10-13,WH-01,MP-1127,199,30
2025-10-13,WH-02,MP-1127,51,15
2025-10-13,WH-03,MP-1127,51,12
2025-10-13,WH-01,MP-1128,446,65
2025-10-13,WH-02,MP-1128,85,9
2025-10-13,WH-03,MP-1128,78,12
2025-10-13,WH-01,MP-1129,616,153
2025-10-13,WH-02,MP-1129,107,36
2025-10-13,WH-03,MP-1129,113,42
2025-10-13,WH-01,MP-1130,357,88
2025-10-13,WH-02,MP-1130,65,2
2025-10-13,WH-03,MP-1130,90,12
2025-10-13,WH-01,MP-1131,170,65
2025-10-13,WH-02,MP-1131,88,27
2025-10-13,WH-03,MP-1131,80,7
2025-10-16,WH-01,MP-1001,1556,48
2025-10-16,WH-02,MP-1001,262,61
2025-10-16,WH-03,MP-1001,257,124
2025-10-16,WH-01,MP-1002,1292,60
2025-10-16,WH-02,MP-1002,296,78
2025-10-16,WH-03,MP-1002,348,157
2025-10-16,WH-01,MP-1003,700,175
2025-10-16,WH-02,MP-1003,113,27
2025-10-16,WH-03,MP-1003,181,39
2025-10-16,WH-01,MP-1004,640,68
2025-10-16,WH-02,MP-1004,80,31
2025-10-16,WH-03,MP-1004,188,48
2025-10-16,WH-01,MP-1005,587,76
2025-10-16,WH-02,MP-1005,137,40
2025-10-16,WH-03,MP-1005,126,37
2025-10-16,WH-01,MP-1006,960,163
2025-10-16,WH-02,MP-1006,152,4
2025-10-16,WH-03,MP-1006,347,84
2025-10-16,WH-01,MP-1007,336,19
2025-10-16,WH-02,MP-1007,65,24
2025-10-16,WH-03,MP-1007,164,18
2025-10-16,WH-01,MP-1008,1891,519
2025-10-16,WH-02,MP-1008,440,23
2025-10-16,WH-03,MP-1008,619,52
2025-10-16,WH-01,MP-1009,561,240
2025-10-16,WH-02,MP-1009,183,29
2025-10-16,WH-03,MP-1009,114,21
2025-10-16,WH-01,MP-1010,442,4
2025-10-16,WH-02,MP-1010,116,9
2025-10-16,WH-03,MP-1010,132,38
2025-10-16,WH-01,MP-1011,962,161
2025-10-16,WH-02,MP-1011,135,51
2025-10-16,WH-03,MP-1011,211,3
2025-10-16,WH-01,MP-1012,1945,865
2025-10-16,WH-02,MP-1012,557,126
2025-10-16,WH-03,MP-1012,459,151
2025-10-16,WH-01,MP-1013,767,69
2025-10-16,WH-02,MP-1013,109,52
2025-10-16,WH-03,MP-1013,173,29
2025-10-16,WH-01,MP-1014,1214,114
2025-10-16,WH-02,MP-1014,278,37
2025-10-16,WH-03,MP-1014,261,95
2025-10-16,WH-01,MP-1015,829,333
2025-10-16,WH-02,MP-1015,193,7
2025-10-16,WH-03,MP-1015,155,82
2025-10-16,WH-01,MP-1016,1284,521
2025-10-16,WH-02,MP-1016,203,70
2025-10-16,WH-03,MP-1016,513,78
2025-10-16,WH-01,MP-1017,663,361
2025-10-16,WH-02,MP-1017,187,55
2025-10-16,WH-03,MP-1017,232,54
2025-10-16,WH-01,MP-1018,1426,484
2025-10-16,WH-02,MP-1018,403,101
2025-10-16,WH-03,MP-1018,500,35
2025-10-16,WH-01,MP-1019,339,41
2025-10-16,WH-02,MP-1019,141,45
2025-10-16,WH-03,MP-1019,158,11
2025-10-16,WH-01,MP-1020,2016,549
2025-10-16,WH-02,MP-1020,238,115
2025-10-16,WH-03,MP-1020,432,116
2025-10-16,WH-01,MP-1021,305,10
2025-10-16,WH-02,MP-1021,58,6
2025-10-16,WH-03,MP-1021,125,8
2025-10-16,WH-01,MP-1022,474,146
2025-10-16,WH-02,MP-1022,172,39
2025-10-16,WH-03,MP-1022,97,36
2025-10-16,WH-01,MP-1023,125,265
2025-10-16,WH-02,MP-1023,228,49
2025-10-16,WH-03,MP-1023,34,69
2025-10-16,WH-01,MP-1024,53,47
2025-10-16,WH-02,MP-1024,228,10
2025-10-16,WH-03,MP-1024,16,8
2025-10-16,WH-01,MP-1025,110,170
2025-10-16,WH-02,MP-1025,228,12
2025-10-16,WH-03,MP-1025,30,2
2025-10-16,WH-01,MP-1026,59,40
2025-10-16,WH-02,MP-1026,228,5
2025-10-16,WH-03,MP-1026,16,30
2025-10-16,WH-01,MP-1027,479,88
2025-10-16,WH-02,MP-1027,124,26
2025-10-16,WH-03,MP-1027,112,31
2025-10-16,WH-01,MP-1028,232,66
2025-10-16,WH-02,MP-1028,68,20
2025-10-16,WH-03,MP-1028,68,7
2025-10-16,WH-01,MP-1029,673,162
2025-10-16,WH-02,MP-1029,175,18
2025-10-16,WH-03,MP-1029,141,28
2025-10-16,WH-01,MP-1030,331,90
2025-10-16,WH-02,MP-1030,137,9
2025-10-16,WH-03,MP-1030,126,40
2025-10-16,WH-01,MP-1031,482,27
2025-10-16,WH-02,MP-1031,104,32
2025-10-16,WH-03,MP-1031,153,28
2025-10-16,WH-01,MP-1032,888,10
2025-10-16,WH-02,MP-1032,104,60
2025-10-16,WH-03,MP-1032,216,28
2025-10-16,WH-01,MP-1033,473,109
2025-10-16,WH-02,MP-1033,98,38
2025-10-16,WH-03,MP-1033,113,23
2025-10-16,WH-01,MP-1034,735,399
2025-10-16,WH-02,MP-1034,294,53
2025-10-16,WH-03,MP-1034,243,95
2025-10-16,WH-01,MP-1035,876,364
2025-10-16,WH-02,MP-1035,252,92
2025-10-16,WH-03,MP-1035,349,81
2025-10-16,WH-01,MP-1036,908,318
2025-10-16,WH-02,MP-1036,279,95
2025-10-16,WH-03,MP-1036,263,80
2025-10-16,WH-01,MP-1037,2375,421
2025-10-16,WH-02,MP-1037,510,135
2025-10-16,WH-03,MP-1037,671,37
2025-10-16,WH-01,MP-1038,1077,285
2025-10-16,WH-02,MP-1038,478,110
2025-10-16,WH-03,MP-1038,414,26
2025-10-16,WH-01,MP-1039,709,47
2025-10-16,WH-02,MP-1039,100,29
2025-10-16,WH-03,MP-1039,158,0
2025-10-16,WH-01,MP-1040,1316,204
2025-10-16,WH-02,MP-1040,315,76
2025-10-16,WH-03,MP-1040,220,98
2025-10-16,WH-01,MP-1041,342,84
2025-10-16,WH-02,MP-1041,93,31
2025-10-16,WH-03,MP-1041,99,10
2025-10-16,WH-01,MP-1042,742,203
2025-10-16,WH-02,MP-1042,124,44
2025-10-16,WH-03,MP-1042,146,65
2025-10-16,WH-01,MP-1043,930,223
2025-10-16,WH-02,MP-1043,213,34
2025-10-16,WH-03,MP-1043,331,1
2025-10-16,WH-01,MP-1044,553,211
2025-10-16,WH-02,MP-1044,210,59
2025-10-16,WH-03,MP-1044,138,67
2025-10-16,WH-01,MP-1045,619,185
2025-10-16,WH-02,MP-1045,89,34
2025-10-16,WH-03,MP-1045,146,41
2025-10-16,WH-01,MP-1046,836,140
2025-10-16,WH-02,MP-1046,172,65
2025-10-16,WH-03,MP-1046,235,50
2025-10-16,WH-01,MP-1047,1484,397
2025-10-16,WH-02,MP-1047,535,76
2025-10-16,WH-03,MP-1047,398,72
2025-10-16,WH-01,MP-1048,513,263
2025-10-16,WH-02,MP-1048,130,38
2025-10-16,WH-03,MP-1048,288,81
2025-10-16,WH-01,MP-1049,319,129
2025-10-16,WH-02,MP-1049,56,25
2025-10-16,WH-03,MP-1049,83,23
2025-10-16,WH-01,MP-1050,541,62
2025-10-16,WH-02,MP-1050,139,29
2025-10-16,WH-03,MP-1050,191,27
2025-10-16,WH-01,MP-1051,1472,393
2025-10-16,WH-02,MP-1051,331,10
2025-10-16,WH-03,MP-1051,331,93
2025-10-16,WH-01,MP-1052,519,110
2025-10-16,WH-02,MP-1052,223,30
2025-10-16,WH-03,MP-1052,139,43
2025-10-16,WH-01,MP-1053,380,66
2025-10-16,WH-02,MP-1053,132,33
2025-10-16,WH-03,MP-1053,99,21
2025-10-16,WH-01,MP-1054,299,21
2025-10-16,WH-02,MP-1054,98,27
2025-10-16,WH-03,MP-1054,98,12
2025-10-16,WH-01,MP-1055,552,49
2025-10-16,WH-02,MP-1055,188,55
2025-10-16,WH-03,MP-1055,166,44
2025-10-16,WH-01,MP-1056,1184,266
2025-10-16,WH-02,MP-1056,208,85
2025-10-16,WH-03,MP-1056,277,40
2025-10-16,WH-01,MP-1057,644,87
2025-10-16,WH-02,MP-1057,156,23
2025-10-16,WH-03,MP-1057,200,59
2025-10-16,WH-01,MP-1058,386,96
2025-10-16,WH-02,MP-1058,62,8
2025-10-16,WH-03,MP-1058,73,9
2025-10-16,WH-01,MP-1059,414,114
2025-10-16,WH-02,MP-1059,138,8
2025-10-16,WH-03,MP-1059,83,41
2025-10-16,WH-01,MP-1060,184,8
2025-10-16,WH-02,MP-1060,25,5
2025-10-16,WH-03,MP-1060,28,4
2025-10-16,WH-01,MP-1061,178,11
2025-10-16,WH-02,MP-1061,44,19
2025-10-16,WH-03,MP-1061,55,8
2025-10-16,WH-01,MP-1062,200,73
2025-10-16,WH-02,MP-1062,67,22
2025-10-16,WH-03,MP-1062,71,24
2025-10-16,WH-01,MP-1063,478,71
2025-10-16,WH-02,MP-1063,94,31
2025-10-16,WH-03,MP-1063,96,15
2025-10-16,WH-01,MP-1064,506,94
2025-10-16,WH-02,MP-1064,88,15
2025-10-16,WH-03,MP-1064,112,32
2025-10-16,WH-01,MP-1065,343,103
2025-10-16,WH-02,MP-1065,124,9
2025-10-16,WH-03,MP-1065,83,42
2025-10-16,WH-01,MP-1066,294,101
2025-10-16,WH-02,MP-1066,88,4
2025-10-16,WH-03,MP-1066,66,13
2025-10-16,WH-01,MP-1067,316,116
2025-10-16,WH-02,MP-1067,58,22
2025-10-16,WH-03,MP-1067,89,6
2025-10-16,WH-01,MP-1068,205,8
2025-10-16,WH-02,MP-1068,30,0
2025-10-16,WH-03,MP-1068,51,16
2025-10-16,WH-01,MP-1069,191,65
2025-10-16,WH-02,MP-1069,38,4
2025-10-16,WH-03,MP-1069,30,0
2025-10-16,WH-01,MP-1070,191,41
2025-10-16,WH-02,MP-1070,73,7
2025-10-16,WH-03,MP-1070,61,13
2025-10-16,WH-01,MP-1071,153,33
2025-10-16,WH-02,MP-1071,38,5
2025-10-16,WH-03,MP-1071,44,14
2025-10-16,WH-01,MP-1072,227,60
2025-10-16,WH-02,MP-1072,69,5
2025-10-16,WH-03,MP-1072,68,7
2025-10-16,WH-01,MP-1073,370,17
2025-10-16,WH-02,MP-1073,55,15
2025-10-16,WH-03,MP-1073,91,1
2025-10-16,WH-01,MP-1074,185,17
2025-10-16,WH-02,MP-1074,48,9
2025-10-16,WH-03,MP-1074,73,8
2025-10-16,WH-01,MP-1075,450,168
2025-10-16,WH-02,MP-1075,121,2
2025-10-16,WH-03,MP-1075,177,18
2025-10-16,WH-01,MP-1076,445,39
2025-10-16,WH-02,MP-1076,176,1
2025-10-16,WH-03,MP-1076,132,48
2025-10-16,WH-01,MP-1077,848,286
2025-10-16,WH-02,MP-1077,133,64
2025-10-16,WH-03,MP-1077,216,52
2025-10-16,WH-01,MP-1078,385,124
2025-10-16,WH-02,MP-1078,111,30
2025-10-16,WH-03,MP-1078,89,47
2025-10-16,WH-01,MP-1079,675,174
2025-10-16,WH-02,MP-1079,88,30
2025-10-16,WH-03,MP-1079,206,47
2025-10-16,WH-01,MP-1080,982,40
2025-10-16,WH-02,MP-1080,259,50
2025-10-16,WH-03,MP-1080,230,77
2025-10-16,WH-01,MP-1081,761,138
2025-10-16,WH-02,MP-1081,88,4
2025-10-16,WH-03,MP-1081,143,65
2025-10-16,WH-01,MP-1082,187,79
2025-10-16,WH-02,MP-1082,60,7
2025-10-16,WH-03,MP-1082,71,25
2025-10-16,WH-01,MP-1083,213,25
2025-10-16,WH-02,MP-1083,36,4
2025-10-16,WH-03,MP-1083,51,10
2025-10-16,WH-01,MP-1084,36,52
2025-10-16,WH-02,MP-1084,228,1
2025-10-16,WH-03,MP-1084,9,12
2025-10-16,WH-01,MP-1085,60,56
2025-10-16,WH-02,MP-1085,228,21
2025-10-16,WH-03,MP-1085,16,28
2025-10-16,WH-01,MP-1086,17,31
2025-10-16,WH-02,MP-1086,228,2
2025-10-16,WH-03,MP-1086,5,7
2025-10-16,WH-01,MP-1087,15,16
2025-10-16,WH-02,MP-1087,228,2
2025-10-16,WH-03,MP-1087,3,3
2025-10-16,WH-01,MP-1088,154,1
2025-10-16,WH-02,MP-1088,24,11
2025-10-16,WH-03,MP-1088,47,7
2025-10-16,WH-01,MP-1089,229,30
2025-10-16,WH-02,MP-1089,43,6
2025-10-16,WH-03,MP-1089,34,15
2025-10-16,WH-01,MP-1090,223,52
2025-10-16,WH-02,MP-1090,78,26
2025-10-16,WH-03,MP-1090,49,9
2025-10-16,WH-01,MP-1091,94,8
2025-10-16,WH-02,MP-1091,30,3
2025-10-16,WH-03,MP-1091,22,2
2025-10-16,WH-01,MP-1092,128,22
2025-10-16,WH-02,MP-1092,17,0
2025-10-16,WH-03,MP-1092,28,9
2025-10-16,WH-01,MP-1093,60,11
2025-10-16,WH-02,MP-1093,16,5
2025-10-16,WH-03,MP-1093,32,8
2025-10-16,WH-01,MP-1094,221,9
2025-10-16,WH-02,MP-1094,47,18
2025-10-16,WH-03,MP-1094,47,8
2025-10-16,WH-01,MP-1095,117,6
2025-10-16,WH-02,MP-1095,33,7
2025-10-16,WH-03,MP-1095,22,7
2025-10-16,WH-01,MP-1096,254,57
2025-10-16,WH-02,MP-1096,33,17
2025-10-16,WH-03,MP-1096,51,15
2025-10-16,WH-01,MP-1097,203,74
2025-10-16,WH-02,MP-1097,83,15
2025-10-16,WH-03,MP-1097,66,21
2025-10-16,WH-01,MP-1098,822,51
2025-10-16,WH-02,MP-1098,132,29
2025-10-16,WH-03,MP-1098,171,40
2025-10-16,WH-01,MP-1099,504,143
2025-10-16,WH-02,MP-1099,95,16
2025-10-16,WH-03,MP-1099,115,17
2025-10-16,WH-01,MP-1100,300,107
2025-10-16,WH-02,MP-1100,67,20
2025-10-16,WH-03,MP-1100,115,8
2025-10-16,WH-01,MP-1101,625,152
2025-10-16,WH-02,MP-1101,136,1
2025-10-16,WH-03,MP-1101,172,9
2025-10-16,WH-01,MP-1102,544,25
2025-10-16,WH-02,MP-1102,126,34
2025-10-16,WH-03,MP-1102,127,20
2025-10-16,WH-01,MP-1103,800,180
2025-10-16,WH-02,MP-1103,125,65
2025-10-16,WH-03,MP-1103,150,43
2025-10-16,WH-01,MP-1104,181,55
2025-10-16,WH-02,MP-1104,18,4
2025-10-16,WH-03,MP-1104,29,6
2025-10-16,WH-01,MP-1105,272,74
2025-10-16,WH-02,MP-1105,73,13
2025-10-16,WH-03,MP-1105,70,34
2025-10-16,WH-01,MP-1106,387,108
2025-10-16,WH-02,MP-1106,97,35
2025-10-16,WH-03,MP-1106,98,20
2025-10-16,WH-01,MP-1107,260,57
2025-10-16,WH-02,MP-1107,66,14
2025-10-16,WH-03,MP-1107,59,7
2025-10-16,WH-01,MP-1108,287,140
2025-10-16,WH-02,MP-1108,138,27
2025-10-16,WH-03,MP-1108,84,27
2025-10-16,WH-01,MP-1109,488,78
2025-10-16,WH-02,MP-1109,130,22
2025-10-16,WH-03,MP-1109,135,11
2025-10-16,WH-01,MP-1110,451,58
2025-10-16,WH-02,MP-1110,69,13
2025-10-16,WH-03,MP-1110,76,3
2025-10-16,WH-01,MP-1111,302,5
2025-10-16,WH-02,MP-1111,58,22
2025-10-16,WH-03,MP-1111,83,21
2025-10-16,WH-01,MP-1112,191,87
2025-10-16,WH-02,MP-1112,82,27
2025-10-16,WH-03,MP-1112,93,1
2025-10-16,WH-01,MP-1113,267,64
2025-10-16,WH-02,MP-1113,38,15
2025-10-16,WH-03,MP-1113,38,14
2025-10-16,WH-01,MP-1114,1076,237
2025-10-16,WH-02,MP-1114,156,74
2025-10-16,WH-03,MP-1114,292,11
2025-10-16,WH-01,MP-1115,780,245
2025-10-16,WH-02,MP-1115,136,39
2025-10-16,WH-03,MP-1115,128,61
2025-10-16,WH-01,MP-1116,975,483
2025-10-16,WH-02,MP-1116,307,54
2025-10-16,WH-03,MP-1116,299,95
2025-10-16,WH-01,MP-1117,418,3
2025-10-16,WH-02,MP-1117,116,17
2025-10-16,WH-03,MP-1117,137,61
2025-10-16,WH-01,MP-1118,265,15
2025-10-16,WH-02,MP-1118,76,6
2025-10-16,WH-03,MP-1118,61,15
2025-10-16,WH-01,MP-1119,178,32
2025-10-16,WH-02,MP-1119,53,10
2025-10-16,WH-03,MP-1119,42,12
2025-10-16,WH-01,MP-1120,113,18
2025-10-16,WH-02,MP-1120,34,13
2025-10-16,WH-03,MP-1120,30,13
2025-10-16,WH-01,MP-1121,359,119
2025-10-16,WH-02,MP-1121,84,23
2025-10-16,WH-03,MP-1121,85,25
2025-10-16,WH-01,MP-1122,316,5
2025-10-16,WH-02,MP-1122,46,17
2025-10-16,WH-03,MP-1122,49,5
2025-10-16,WH-01,MP-1123,97,5
2025-10-16,WH-02,MP-1123,38,12
2025-10-16,WH-03,MP-1123,55,10
2025-10-16,WH-01,MP-1124,272,30
2025-10-16,WH-02,MP-1124,60,17
2025-10-16,WH-03,MP-1124,55,7
2025-10-16,WH-01,MP-1125,388,2
2025-10-16,WH-02,MP-1125,82,43
2025-10-16,WH-03,MP-1125,124,19
2025-10-16,WH-01,MP-1126,138,51
2025-10-16,WH-02,MP-1126,31,12
2025-10-16,WH-03,MP-1126,40,11
2025-10-16,WH-01,MP-1127,273,59
2025-10-16,WH-02,MP-1127,50,18
2025-10-16,WH-03,MP-1127,56,5
2025-10-16,WH-01,MP-1128,263,68
2025-10-16,WH-02,MP-1128,103,18
2025-10-16,WH-03,MP-1128,67,32
2025-10-16,WH-01,MP-1129,430,114
2025-10-16,WH-02,MP-1129,107,11
2025-10-16,WH-03,MP-1129,132,32
2025-10-16,WH-01,MP-1130,177,61
2025-10-16,WH-02,MP-1130,51,6
2025-10-16,WH-03,MP-1130,87,16
2025-10-16,WH-01,MP-1131,191,104
2025-10-16,WH-02,MP-1131,72,24
2025-10-16,WH-03,MP-1131,60,11
2025-10-20,WH-01,MP-1001,1698,46
2025-10-20,WH-02,MP-1001,153,39
2025-10-20,WH-03,MP-1001,303,15
2025-10-20,WH-01,MP-1002,1501,113
2025-10-20,WH-02,MP-1002,282,41
2025-10-20,WH-03,MP-1002,583,44
2025-10-20,WH-01,MP-1003,485,107
2025-10-20,WH-02,MP-1003,122,24
2025-10-20,WH-03,MP-1003,131,8
2025-10-20,WH-01,MP-1004,576,150
2025-10-20,WH-02,MP-1004,143,13
2025-10-20,WH-03,MP-1004,272,86
2025-10-20,WH-01,MP-1005,571,93
2025-10-20,WH-02,MP-1005,114,20
2025-10-20,WH-03,MP-1005,131,41
2025-10-20,WH-01,MP-1006,1141,108
2025-10-20,WH-02,MP-1006,278,87
2025-10-20,WH-03,MP-1006,309,127
2025-10-20,WH-01,MP-1007,325,177
2025-10-20,WH-02,MP-1007,122,7
2025-10-20,WH-03,MP-1007,134,9
2025-10-20,WH-01,MP-1008,2028,133
2025-10-20,WH-02,MP-1008,449,86
2025-10-20,WH-03,MP-1008,321,1
2025-10-20,WH-01,MP-1009,619,215
2025-10-20,WH-02,MP-1009,162,9
2025-10-20,WH-03,MP-1009,161,6
2025-10-20,WH-01,MP-1010,422,182
2025-10-20,WH-02,MP-1010,119,32
2025-10-20,WH-03,MP-1010,115,43
2025-10-20,WH-01,MP-1011,631,210
2025-10-20,WH-02,MP-1011,229,66
2025-10-20,WH-03,MP-1011,188,72
2025-10-20,WH-01,MP-1012,2004,228
2025-10-20,WH-02,MP-1012,597,176
2025-10-20,WH-03,MP-1012,486,193
2025-10-20,WH-01,MP-1013,733,138
2025-10-20,WH-02,MP-1013,116,27
2025-10-20,WH-03,MP-1013,203,15
2025-10-20,WH-01,MP-1014,1307,239
2025-10-20,WH-02,MP-1014,328,57
2025-10-20,WH-03,MP-1014,218,88
2025-10-20,WH-01,MP-1015,738,58
2025-10-20,WH-02,MP-1015,218,6
2025-10-20,WH-03,MP-1015,151,90
2025-10-20,WH-01,MP-1016,1319,454
2025-10-20,WH-02,MP-1016,420,110
2025-10-20,WH-03,MP-1016,365,44
2025-10-20,WH-01,MP-1017,1319,139
2025-10-20,WH-02,MP-1017,282,45
2025-10-20,WH-03,MP-1017,204,49
2025-10-20,WH-01,MP-1018,1090,140
2025-10-20,WH-02,MP-1018,252,28
2025-10-20,WH-03,MP-1018,408,36
2025-10-20,WH-01,MP-1019,477,23
2025-10-20,WH-02,MP-1019,77,13
2025-10-20,WH-03,MP-1019,148,39
2025-10-20,WH-01,MP-1020,1955,560
2025-10-20,WH-02,MP-1020,456,133
2025-10-20,WH-03,MP-1020,343,142
2025-10-20,WH-01,MP-1021,220,128
2025-10-20,WH-02,MP-1021,95,16
2025-10-20,WH-03,MP-1021,122,15
2025-10-20,WH-01,MP-1022,602,157
2025-10-20,WH-02,MP-1022,136,14
2025-10-20,WH-03,MP-1022,146,54
2025-10-20,WH-01,MP-1023,125,6
2025-10-20,WH-02,MP-1023,228,26
2025-10-20,WH-03,MP-1023,34,49
2025-10-20,WH-01,MP-1024,53,99
2025-10-20,WH-02,MP-1024,228,5
2025-10-20,WH-03,MP-1024,16,21
2025-10-20,WH-01,MP-1025,110,82
2025-10-20,WH-02,MP-1025,228,38
2025-10-20,WH-03,MP-1025,30,57
2025-10-20,WH-01,MP-1026,59,103
2025-10-20,WH-02,MP-1026,228,22
2025-10-20,WH-03,MP-1026,16,27
2025-10-20,WH-01,MP-1027,253,22
2025-10-20,WH-02,MP-1027,91,21
2025-10-20,WH-03,MP-1027,100,27
2025-10-20,WH-01,MP-1028,266,80
2025-10-20,WH-02,MP-1028,60,25
2025-10-20,WH-03,MP-1028,76,25
2025-10-20,WH-01,MP-1029,589,90
2025-10-20,WH-02,MP-1029,181,68
2025-10-20,WH-03,MP-1029,146,70
2025-10-20,WH-01,MP-1030,465,160
2025-10-20,WH-02,MP-1030,158,47
2025-10-20,WH-03,MP-1030,92,15
2025-10-20,WH-01,MP-1031,295,54
2025-10-20,WH-02,MP-1031,116,42
2025-10-20,WH-03,MP-1031,154,20
2025-10-20,WH-01,MP-1032,525,232
2025-10-20,WH-02,MP-1032,161,52
2025-10-20,WH-03,MP-1032,202,59
2025-10-20,WH-01,MP-1033,265,71
2025-10-20,WH-02,MP-1033,105,20
2025-10-20,WH-03,MP-1033,76,28
2025-10-20,WH-01,MP-1034,1218,420
2025-10-20,WH-02,MP-1034,219,87
2025-10-20,WH-03,MP-1034,395,11
2025-10-20,WH-01,MP-1035,1160,204
2025-10-20,WH-02,MP-1035,173,9
2025-10-20,WH-03,MP-1035,311,43
2025-10-20,WH-01,MP-1036,1453,7
2025-10-20,WH-02,MP-1036,256,44
2025-10-20,WH-03,MP-1036,463,7
2025-10-20,WH-01,MP-1037,2035,284
2025-10-20,WH-02,MP-1037,488,150
2025-10-20,WH-03,MP-1037,366,82
2025-10-20,WH-01,MP-1038,2029,440
2025-10-20,WH-02,MP-1038,443,26
2025-10-20,WH-03,MP-1038,382,36
2025-10-20,WH-01,MP-1039,557,35
2025-10-20,WH-02,MP-1039,89,42
2025-10-20,WH-03,MP-1039,200,33
2025-10-20,WH-01,MP-1040,951,12
2025-10-20,WH-02,MP-1040,300,10
2025-10-20,WH-03,MP-1040,311,107
2025-10-20,WH-01,MP-1041,394,131
2025-10-20,WH-02,MP-1041,59,9
2025-10-20,WH-03,MP-1041,139,23
2025-10-20,WH-01,MP-1042,677,194
2025-10-20,WH-02,MP-1042,132,54
2025-10-20,WH-03,MP-1042,179,8
2025-10-20,WH-01,MP-1043,1305,305
2025-10-20,WH-02,MP-1043,369,29
2025-10-20,WH-03,MP-1043,275,57
2025-10-20,WH-01,MP-1044,599,159
2025-10-20,WH-02,MP-1044,142,30
2025-10-20,WH-03,MP-1044,227,59
2025-10-20,WH-01,MP-1045,633,206
2025-10-20,WH-02,MP-1045,175,52
2025-10-20,WH-03,MP-1045,94,26
2025-10-20,WH-01,MP-1046,917,95
2025-10-20,WH-02,MP-1046,124,52
2025-10-20,WH-03,MP-1046,136,13
2025-10-20,WH-01,MP-1047,1363,101
2025-10-20,WH-02,MP-1047,331,9
2025-10-20,WH-03,MP-1047,326,142
2025-10-20,WH-01,MP-1048,530,81
2025-10-20,WH-02,MP-1048,241,34
2025-10-20,WH-03,MP-1048,207,19
2025-10-20,WH-01,MP-1049,403,14
2025-10-20,WH-02,MP-1049,96,1
2025-10-20,WH-03,MP-1049,96,26
2025-10-20,WH-01,MP-1050,667,135
2025-10-20,WH-02,MP-1050,109,21
2025-10-20,WH-03,MP-1050,194,50
2025-10-20,WH-01,MP-1051,1106,363
2025-10-20,WH-02,MP-1051,219,42
2025-10-20,WH-03,MP-1051,365,24
2025-10-20,WH-01,MP-1052,773,127
2025-10-20,WH-02,MP-1052,237,43
2025-10-20,WH-03,MP-1052,255,48
2025-10-20,WH-01,MP-1053,516,133
2025-10-20,WH-02,MP-1053,101,10
2025-10-20,WH-03,MP-1053,107,17
2025-10-20,WH-01,MP-1054,364,121
2025-10-20,WH-02,MP-1054,85,21
2025-10-20,WH-03,MP-1054,83,16
2025-10-20,WH-01,MP-1055,404,215
2025-10-20,WH-02,MP-1055,155,39
2025-10-20,WH-03,MP-1055,113,20
2025-10-20,WH-01,MP-1056,796,204
2025-10-20,WH-02,MP-1056,275,52
2025-10-20,WH-03,MP-1056,232,52
2025-10-20,WH-01,MP-1057,732,22
2025-10-20,WH-02,MP-1057,109,1
2025-10-20,WH-03,MP-1057,125,52
2025-10-20,WH-01,MP-1058,334,77
2025-10-20,WH-02,MP-1058,53,6
2025-10-20,WH-03,MP-1058,100,21
2025-10-20,WH-01,MP-1059,335,140
2025-10-20,WH-02,MP-1059,143,44
2025-10-20,WH-03,MP-1059,90,13
2025-10-20,WH-01,MP-1060,96,6
2025-10-20,WH-02,MP-1060,18,8
2025-10-20,WH-03,MP-1060,24,6
2025-10-20,WH-01,MP-1061,174,38
2025-10-20,WH-02,MP-1061,67,17
2025-10-20,WH-03,MP-1061,39,5
2025-10-20,WH-01,MP-1062,140,25
2025-10-20,WH-02,MP-1062,74,16
2025-10-20,WH-03,MP-1062,50,8
2025-10-20,WH-01,MP-1063,359,29
2025-10-20,WH-02,MP-1063,87,16
2025-10-20,WH-03,MP-1063,120,41
2025-10-20,WH-01,MP-1064,552,44
2025-10-20,WH-02,MP-1064,103,30
2025-10-20,WH-03,MP-1064,95,44
2025-10-20,WH-01,MP-1065,336,92
2025-10-20,WH-02,MP-1065,78,32
2025-10-20,WH-03,MP-1065,145,19
2025-10-20,WH-01,MP-1066,344,2
2025-10-20,WH-02,MP-1066,74,13
2025-10-20,WH-03,MP-1066,113,37
2025-10-20,WH-01,MP-1067,397,118
2025-10-20,WH-02,MP-1067,59,23
2025-10-20,WH-03,MP-1067,61,28
2025-10-20,WH-01,MP-1068,170,53
2025-10-20,WH-02,MP-1068,44,11
2025-10-20,WH-03,MP-1068,58,1
2025-10-20,WH-01,MP-1069,156,52
2025-10-20,WH-02,MP-1069,34,7
2025-10-20,WH-03,MP-1069,37,1
2025-10-20,WH-01,MP-1070,185,14
2025-10-20,WH-02,MP-1070,50,12
2025-10-20,WH-03,MP-1070,50,13
2025-10-20,WH-01,MP-1071,183,56
2025-10-20,WH-02,MP-1071,33,13
2025-10-20,WH-03,MP-1071,26,5
2025-10-20,WH-01,MP-1072,224,14
2025-10-20,WH-02,MP-1072,52,20
2025-10-20,WH-03,MP-1072,62,7
2025-10-20,WH-01,MP-1073,300,16
2025-10-20,WH-02,MP-1073,59,0
2025-10-20,WH-03,MP-1073,83,7
